"";"Temperature (K)";"Pressure (MPa)";"Volume (m3/kg)";"Density (kg/m3)";"mol_mass (g/mol)";"Entropy (kJ/kg/K)";"Enthalpy (kJ/kg)";"Internal energy (kJ/kg)";"Cp(fr) (kJ/kg/K)";"Cv(fr) (kJ/kg/K)";"gamma(fr)";"Sound speed(fr) (m/s)";"Cp(eq) (kJ/kg/K)";"Cv(eq) (kJ/kg/K)";"gamma(eq)";"Sound speed(eq) (m/s)";"Energy Input (J/mol) ";"Energy Input (eV/molecule)";"Energy Input (kJ/kg)";"Flow rate (kg/h)"
1.560000000000e+03;1.560000000000e+03;1.013250000000e-01;4.569528674462e+00;2.188409508378e-01;2.801337342215e+01;8.679103093892e+00;1.445838169469e+03;9.828272795642e+02;1.250343337049e+00;9.535418817336e-01;1.311262107099e+00;7.791840749352e+02;1.250343336565e+00;9.535412188913e-01;1.311263019380e+00;7.791820090248e+02;4.044896772019e+04;4.192207937093e-01;1.443914962328e+03;1.007852674681e+02
1.580000000000e+03;1.580000000000e+03;1.013250000000e-01;4.628112391875e+00;2.160708114512e-01;2.801337331104e+01;8.695043309188e+00;1.470864007544e+03;1.001917080589e+03;1.252234561015e+00;9.554331045221e-01;1.310645983574e+00;7.839786899253e+02;1.252234560523e+00;9.554324416798e-01;1.310646893631e+00;7.839766106049e+02;4.115002653797e+04;4.264867006184e-01;1.468940800403e+03;1.007852674681e+02
1.600000000000e+03;1.600000000000e+03;1.013250000000e-01;4.686696109205e+00;2.133699255721e-01;2.801337320206e+01;8.710806500033e+00;1.495927187535e+03;1.021044223529e+03;1.254077878142e+00;9.572764204943e-01;1.310047809905e+00;7.887449266452e+02;1.254077877641e+00;9.572757576520e-01;1.310048717805e+00;7.887428339855e+02;4.185213142978e+04;4.337634492377e-01;1.494003980393e+03;1.007852674681e+02
1.620000000000e+03;1.620000000000e+03;1.013250000000e-01;4.745280175662e+00;2.107357127465e-01;2.801337309517e+01;8.726396503689e+00;1.521026771093e+03;1.040207770037e+03;1.255875247109e+00;9.590737883286e-01;1.309466760944e+00;7.934832478969e+02;1.255875246599e+00;9.590731254862e-01;1.309467666750e+00;7.934811711640e+02;4.255525610928e+04;4.410507671307e-01;1.519103563951e+03;1.007852674681e+02
1.640000000000e+03;1.640000000000e+03;1.013250000000e-01;4.803864304279e+00;2.081657467113e-01;2.801337299030e+01;8.741816999922e+00;1.546161857883e+03;1.059406819777e+03;1.257628512006e+00;9.608270521146e-01;1.308902064360e+00;7.981941063633e+02;1.257628511488e+00;9.608263892722e-01;1.308902968134e+00;7.981920504269e+02;4.325937535505e+04;4.483483928975e-01;1.544238650741e+03;1.007852674681e+02
1.660000000000e+03;1.660000000000e+03;1.013250000000e-01;4.862448418704e+00;2.056577086048e-01;2.801337288739e+01;8.757071569458e+00;1.571331583376e+03;1.078640508220e+03;1.259339410568e+00;9.625379495864e-01;1.308352996481e+00;8.028779447628e+02;1.259339410042e+00;9.625372867440e-01;1.308353898279e+00;8.028759081016e+02;4.396446494866e+04;4.556560755339e-01;1.569408376234e+03;1.007852674681e+02
1.680000000000e+03;1.680000000000e+03;1.013250000000e-01;4.921032519904e+00;2.032093866389e-01;2.801337278637e+01;8.772163689300e+00;1.596535116798e+03;1.097908004591e+03;1.261009581726e+00;9.642081196741e-01;1.307818878514e+00;8.075351960171e+02;1.261009582479e+00;9.642074580821e-01;1.307819778031e+00;8.075331771097e+02;4.467050161731e+04;4.629735738361e-01;1.594611909656e+03;1.007852674681e+02
1.700000000000e+03;1.700000000000e+03;1.013250000000e-01;4.979616608764e+00;2.008186731163e-01;2.801337268720e+01;8.787096731846e+00;1.621771659223e+03;1.117208509966e+03;1.262640572539e+00;9.658391094363e-01;1.307299073109e+00;8.121662834295e+02;1.262640573879e+00;9.658384484218e-01;1.307299970595e+00;8.121642810277e+02;4.537746298039e+04;4.703006558473e-01;1.619848452082e+03;1.007852674681e+02
1.720000000000e+03;1.720000000000e+03;1.013250000000e-01;5.038200686094e+00;1.984835583783e-01;2.801337258982e+01;8.801873968743e+00;1.647040441806e+03;1.136541255498e+03;1.264233844567e+00;9.674323804326e-01;1.306792981233e+00;8.167716208702e+02;1.264233846744e+00;9.674317202383e-01;1.306793876669e+00;8.167696337371e+02;4.608532749989e+04;4.776370983433e-01;1.645117234664e+03;1.007852674681e+02
1.740000000000e+03;1.740000000000e+03;1.013250000000e-01;5.096784752643e+00;1.962021251695e-01;2.801337249417e+01;8.816498574592e+00;1.672340724124e+03;1.155905500765e+03;1.265790779734e+00;9.689893145858e-01;1.306300039309e+00;8.213516129685e+02;1.265790783094e+00;9.689886555464e-01;1.306300932652e+00;8.213496399438e+02;4.679407443410e+04;4.849826863532e-01;1.670417516983e+03;1.007852674681e+02
1.760000000000e+03;1.760000000000e+03;1.013250000000e-01;5.155368809096e+00;1.939725433873e-01;2.801337240019e+01;8.830973630513e+00;1.697671792648e+03;1.175300532238e+03;1.267312685724e+00;9.705112195805e-01;1.305819716615e+00;8.259066553081e+02;1.267312690740e+00;9.705105621537e-01;1.305820607783e+00;8.259046952983e+02;4.750368379461e+04;4.923372127133e-01;1.695748585507e+03;1.007852674681e+02
1.780000000000e+03;1.780000000000e+03;1.013250000000e-01;5.213952856087e+00;1.917930651852e-01;2.801337230783e+01;8.845302127550e+00;1.723032959303e+03;1.194725661840e+03;1.268800800962e+00;9.719993338396e-01;1.305351512896e+00;8.304371346253e+02;1.268800808276e+00;9.719986786465e-01;1.305352401763e+00;8.304351865935e+02;4.821413630609e+04;4.997004776504e-01;1.721109752161e+03;1.007852674681e+02
1.800000000000e+03;1.800000000000e+03;1.013250000000e-01;5.272536894202e+00;1.896620204023e-01;2.801337221704e+01;8.859486969962e+00;1.748423560131e+03;1.214180225616e+03;1.270256299200e+00;9.734548311161e-01;1.304894956188e+00;8.349434290090e+02;1.270256309677e+00;9.734541789933e-01;1.304895842566e+00;8.349414919643e+02;4.892541336887e+04;5.070722883940e-01;1.746500352990e+03;1.007852674681e+02
1.820000000000e+03;1.820000000000e+03;1.013250000000e-01;5.331120923981e+00;1.875778122949e-01;2.801337212775e+01;8.873530978358e+00;1.773842954047e+03;1.233663582477e+03;1.271680293763e+00;9.748788247331e-01;1.304449600812e+00;8.394259081001e+02;1.271680308559e+00;9.748781767988e-01;1.304450484436e+00;8.394239810863e+02;4.963749702392e+04;5.144524588132e-01;1.771919746905e+03;1.007852674681e+02
1.840000000000e+03;1.840000000000e+03;1.013250000000e-01;5.389695336865e+00;1.855392443354e-01;2.801337203990e+01;8.887436363569e+00;1.799290521663e+03;1.253175113037e+03;1.273073841464e+00;9.762723715036e-01;1.304015025544e+00;8.438849332910e+02;1.273073862116e+00;9.762717292423e-01;1.304015906050e+00;8.438822631132e+02;5.035036992012e+04;5.218408090778e-01;1.797367314521e+03;1.007852674681e+02
1.860000000000e+03;1.860000000000e+03;1.013250000000e-01;5.448279512083e+00;1.835441808340e-01;2.801337195342e+01;8.901206860603e+00;1.824765664204e+03;1.272714218520e+03;1.274437946233e+00;9.776364753564e-01;1.303590831928e+00;8.483208579240e+02;1.274437974765e+00;9.776358407249e-01;1.303591708823e+00;8.483182126000e+02;5.106401528375e+04;5.292371653417e-01;1.822842457063e+03;1.007852674681e+02
1.880000000000e+03;1.880000000000e+03;1.013250000000e-01;5.506863673407e+00;1.815915663264e-01;2.801337186824e+01;8.914844512489e+00;1.850267802485e+03;1.292280319739e+03;1.275773562473e+00;9.789720906935e-01;1.303176642727e+00;8.527340274869e+02;1.275773601540e+00;9.789714662544e-01;1.303177515354e+00;8.527314053372e+02;5.177841688981e+04;5.366413594461e-01;1.848344595343e+03;1.007852674681e+02
1.900000000000e+03;1.900000000000e+03;1.013250000000e-01;5.565447821642e+00;1.796800602660e-01;2.801337178425e+01;8.928351834293e+00;1.875796375951e+03;1.311872856140e+03;1.277081598171e+00;9.802801255019e-01;1.302772100493e+00;8.571247798072e+02;1.277081651226e+00;9.802795145895e-01;1.302772967991e+00;8.571221791695e+02;5.249355903530e+04;5.440532286419e-01;1.873873168810e+03;1.007852674681e+02
1.920000000000e+03;1.920000000000e+03;1.013250000000e-01;5.624031957537e+00;1.778083779662e-01;2.801337170138e+01;8.941731271358e+00;1.901350841787e+03;1.331491284904e+03;1.278362917786e+00;9.815614442388e-01;1.302376866257e+00;8.614934452430e+02;1.278362989298e+00;9.815608511645e-01;1.302377727506e+00;8.614908644468e+02;5.320942651412e+04;5.514726153303e-01;1.899427634646e+03;1.007852674681e+02
1.940000000000e+03;1.940000000000e+03;1.013250000000e-01;5.682616081796e+00;1.759752877206e-01;2.801337161949e+01;8.954985201753e+00;1.926930674077e+03;1.351135080115e+03;1.279618344925e+00;9.828168705104e-01;1.301990618314e+00;8.658403468706e+02;1.279618440640e+00;9.828163008159e-01;1.301991471869e+00;8.658377842078e+02;5.392600459356e+04;5.588993668186e-01;1.925007466935e+03;1.007852674681e+02
1.960000000000e+03;1.960000000000e+03;1.013250000000e-01;5.741200195081e+00;1.741796080995e-01;2.801337153845e+01;8.968115938635e+00;1.952535363017e+03;1.370803731966e+03;1.280848664834e+00;9.840471895602e-01;1.301613051104e+00;8.701658006691e+02;1.280848792096e+00;9.840466503270e-01;1.301613895116e+00;8.701632543598e+02;5.464327899229e+04;5.663333350925e-01;1.950612155875e+03;1.007852674681e+02
1.980000000000e+03;1.980000000000e+03;1.013250000000e-01;5.799784298016e+00;1.724202054104e-01;2.801337145808e+01;8.981125732511e+00;1.978164414180e+03;1.390496746027e+03;1.282054626707e+00;9.852531505822e-01;1.301243874176e+00;8.744701157016e+02;1.282054794854e+00;9.852526508083e-01;1.301244706296e+00;8.744675838536e+02;5.536123585974e+04;5.737743766019e-01;1.976241207039e+03;1.007852674681e+02
2.000000000000e+03;2.000000000000e+03;1.013250000000e-01;5.858368391195e+00;1.706959913110e-01;2.801337137819e+01;8.994016773407e+00;2.003817347827e+03;1.410213642554e+03;1.283236945844e+00;9.864354688725e-01;1.300882811230e+00;8.787535942914e+02;1.283237166679e+00;9.864350199290e-01;1.300883628493e+00;8.787510748533e+02;5.607986175673e+04;5.812223520608e-01;2.001894140685e+03;1.007852674681e+02
2.020000000000e+03;2.020000000000e+03;1.013250000000e-01;5.916952475186e+00;1.690059205636e-01;2.801337129853e+01;9.006791192958e+00;2.029493698253e+03;1.429953955839e+03;1.284396305649e+00;9.875948278334e-01;1.300529599235e+00;8.830165321961e+02;1.284396594017e+00;9.875944440144e-01;1.300530397920e+00;8.830140229017e+02;5.679914363736e+04;5.886771262589e-01;2.027570491112e+03;1.007852674681e+02
2.040000000000e+03;2.040000000000e+03;1.013250000000e-01;5.975536550538e+00;1.673489889222e-01;2.801337121880e+01;9.019451066406e+00;2.055193013190e+03;1.449717233606e+03;1.285533359501e+00;9.887318808403e-01;1.300183987602e+00;8.872592187765e+02;1.285533733973e+00;9.887315800219e-01;1.300184763067e+00;8.872567170789e+02;5.751906883201e+04;5.961385678858e-01;2.053269806049e+03;1.007852674681e+02
2.060000000000e+03;2.060000000000e+03;1.013250000000e-01;6.034120617783e+00;1.657242311420e-01;2.801337113862e+01;9.031998414525e+00;2.080914853232e+03;1.469503036440e+03;1.286648732491e+00;9.898472529815e-01;1.299845737426e+00;8.914819371617e+02;1.286649216189e+00;9.898470574090e-01;1.299846483908e+00;8.914794401562e+02;5.823962503144e+04;6.036065493662e-01;2.078991646090e+03;1.007852674681e+02
2.080000000000e+03;2.080000000000e+03;1.013250000000e-01;6.092704677448e+00;1.641307191044e-01;2.801337105755e+01;9.044435205474e+00;2.106658791306e+03;1.489310937260e+03;1.287743023052e+00;9.909415426831e-01;1.299514620777e+00;8.956849644106e+02;1.287743644619e+00;9.909414799047e-01;1.299515331161e+00;8.956824687432e+02;5.896080027189e+04;6.110809467055e-01;2.104735584164e+03;1.007852674681e+02
2.100000000000e+03;2.100000000000e+03;1.013250000000e-01;6.151288730055e+00;1.625675600487e-01;2.801337097505e+01;9.056763356568e+00;2.132424412176e+03;1.509140520815e+03;1.288816804467e+00;9.920153232243e-01;1.299190420041e+00;8.998685716692e+02;1.288817599225e+00;9.920154271966e-01;1.299191085585e+00;8.998660734297e+02;5.968258292119e+04;6.185616393456e-01;2.130501205034e+03;1.007852674681e+02
2.120000000000e+03;2.120000000000e+03;1.013250000000e-01;6.209872776135e+00;1.610338949041e-01;2.801337089044e+01;9.068984735987e+00;2.158211311979e+03;1.528991383227e+03;1.289870626294e+00;9.930691441548e-01;1.298872927314e+00;9.040330243235e+02;1.289871637600e+00;9.930694565425e-01;1.298873537326e+00;9.040305189200e+02;6.040496166574e+04;6.260485100303e-01;2.156288104837e+03;1.007852674681e+02
2.140000000000e+03;2.140000000000e+03;1.013250000000e-01;6.268456816234e+00;1.595288967151e-01;2.801337080292e+01;9.081101164423e+00;2.184019097792e+03;1.548863131554e+03;1.290905015685e+00;9.941035326182e-01;1.298561943830e+00;9.081785821491e+02;1.290906296526e+00;9.941041043194e-01;1.298562485291e+00;9.081760641612e+02;6.112792549847e+04;6.335414446801e-01;2.182095890651e+03;1.007852674681e+02
2.160000000000e+03;2.160000000000e+03;1.013250000000e-01;6.327040850920e+00;1.580517691544e-01;2.801337071151e+01;9.093114416656e+00;2.209847387234e+03;1.568755383389e+03;1.291920478626e+00;9.951189945913e-01;1.298257279429e+00;9.123054994565e+02;1.291922093484e+00;9.951198875176e-01;1.298257736559e+00;9.123029624643e+02;6.185146370755e+04;6.410403322757e-01;2.207924180093e+03;1.007852674681e+02
2.180000000000e+03;2.180000000000e+03;1.013250000000e-01;6.385624880797e+00;1.566017451177e-01;2.801337061503e+01;9.105026223078e+00;2.235695808092e+03;1.588667766489e+03;1.292917501101e+00;9.961160160437e-01;1.297958752070e+00;9.164140252328e+02;1.292919528114e+00;9.961173051899e-01;1.297959105819e+00;9.164114616180e+02;6.257556586603e+04;6.485450647501e-01;2.233772600950e+03;1.007852674681e+02
2.200000000000e+03;2.200000000000e+03;1.013250000000e-01;6.444208906518e+00;1.551780853952e-01;2.801337051204e+01;9.116838271158e+00;2.261563997978e+03;1.608599918431e+03;1.293896550172e+00;9.970950640235e-01;1.297666187365e+00;9.205044032790e+02;1.293899083648e+00;9.970968398663e-01;1.297666414830e+00;9.205018039955e+02;6.330022182222e+04;6.560555368892e-01;2.259640790836e+03;1.007852674681e+02
2.220000000000e+03;2.220000000000e+03;1.013250000000e-01;6.502792928795e+00;1.537800774144e-01;2.801337040083e+01;9.128552206853e+00;2.287451604018e+03;1.628551486296e+03;1.294858075002e+00;9.980565876757e-01;1.297379418153e+00;9.245768723450e+02;1.294861228320e+00;9.980589589408e-01;1.297379491908e+00;9.245742266527e+02;6.402542169089e+04;6.635716462408e-01;2.285528396876e+03;1.007852674681e+02
2.240000000000e+03;2.240000000000e+03;1.013250000000e-01;6.561376948419e+00;1.524070340511e-01;2.801337027937e+01;9.140169635969e+00;2.313358282563e+03;1.648522126381e+03;1.295802507810e+00;9.990010191962e-01;1.297098284096e+00;9.286316662591e+02;1.295806416752e+00;9.990041160411e-01;1.297098171423e+00;9.286289614192e+02;6.475115584530e+04;6.710932930313e-01;2.311435075421e+03;1.007852674681e+02
2.260000000000e+03;2.260000000000e+03;1.013250000000e-01;6.619960966275e+00;1.510582925027e-01;2.801337014520e+01;9.151692125476e+00;2.339283698933e+03;1.668511503940e+03;1.296730264763e+00;9.999287747280e-01;1.296822631308e+00;9.326690140561e+02;1.296735091343e+00;9.999327523887e-01;1.296822293322e+00;9.326662349807e+02;6.547741490989e+04;6.786203800908e-01;2.337360491792e+03;1.007852674681e+02
2.280000000000e+03;2.280000000000e+03;1.013250000000e-01;6.678544983367e+00;1.497332132209e-01;2.801336999542e+01;9.163121204773e+00;2.365227527185e+03;1.688519292953e+03;1.297641746823e+00;1.000840255201e+00;1.296552311999e+00;9.366891401003e+02;1.297647683655e+00;1.000845298156e+00;1.296551702651e+00;9.366862689521e+02;6.620418975390e+04;6.861528127862e-01;2.363304320044e+03;1.007852674681e+02
2.300000000000e+03;2.300000000000e+03;1.013250000000e-01;6.737129000838e+00;1.484311789006e-01;2.801336982658e+01;9.174458366911e+00;2.391189449910e+03;1.708545175916e+03;1.298537340534e+00;1.001735847123e+00;1.296287184155e+00;9.406922642059e+02;1.298544615807e+00;1.001742173834e+00;1.296286249101e+00;9.406892799428e+02;6.693147148562e+04;6.936904989623e-01;2.389266242769e+03;1.007852674681e+02
2.320000000000e+03;2.320000000000e+03;1.013250000000e-01;6.795713020000e+00;1.471515935203e-01;2.801336963462e+01;9.185705069780e+00;2.417169158059e+03;1.728588843668e+03;1.299417418766e+00;1.002615923321e+00;1.296027111221e+00;9.446786017547e+02;1.299426301895e+00;1.002623791609e+00;1.296025786550e+00;9.446754796118e+02;6.765925144753e+04;7.012333488909e-01;2.415245950918e+03;1.007852674681e+02
2.340000000000e+03;2.340000000000e+03;1.013250000000e-01;6.854297042365e+00;1.458938814322e-01;2.801336941476e+01;9.196862737251e+00;2.443166350796e+03;1.748649995240e+03;1.300282341413e+00;1.003480843639e+00;1.295771961822e+00;9.486483638101e+02;1.300293149432e+00;1.003490556764e+00;1.295770172618e+00;9.486450747135e+02;6.838752121222e+04;7.087812752286e-01;2.441243143655e+03;1.007852674681e+02
2.360000000000e+03;2.360000000000e+03;1.013250000000e-01;6.912881069680e+00;1.446574864981e-01;2.801336916136e+01;9.207932760284e+00;2.469180735383e+03;1.768728337735e+03;1.301132456055e+00;1.004330955596e+00;1.295521609490e+00;9.526017572280e+02;1.301145560820e+00;1.004342869113e+00;1.295519268219e+00;9.525982671333e+02;6.911627257908e+04;7.163341929827e-01;2.467257528242e+03;1.007852674681e+02
2.380000000000e+03;2.380000000000e+03;1.013250000000e-01;6.971465103966e+00;1.434418712691e-01;2.801336886785e+01;9.218916498003e+00;2.495212027091e+03;1.788823586237e+03;1.301968098572e+00;1.005166595003e+00;1.295275932412e+00;9.565389847659e+02;1.301983934877e+00;1.005181124466e+00;1.295272937115e+00;9.565352539132e+02;6.984549757187e+04;7.238920194861e-01;2.493288819949e+03;1.007852674681e+02
2.400000000000e+03;2.400000000000e+03;1.013250000000e-01;7.030049147567e+00;1.422465162062e-01;2.801336852655e+01;9.229815278739e+00;2.521259949143e+03;1.808935463748e+03;1.302789593729e+00;1.005988086544e+00;1.295034813190e+00;9.604602451883e+02;1.302808668396e+00;1.006005716146e+00;1.295031045474e+00;9.604562272664e+02;7.057518843716e+04;7.314546743806e-01;2.519336742001e+03;1.007852674681e+02
2.420000000000e+03;2.420000000000e+03;1.013250000000e-01;7.088633203199e+00;1.410709189394e-01;2.801336812854e+01;9.240630401042e+00;2.547324232693e+03;1.829063701164e+03;1.303597255729e+00;1.006795744328e+00;1.294798138623e+00;9.643657333699e+02;1.303620157778e+00;1.006817036548e+00;1.294793461415e+00;9.643613745811e+02;7.130533764365e+04;7.390220796105e-01;2.545401025552e+03;1.007852674681e+02
2.440000000000e+03;2.440000000000e+03;1.013250000000e-01;7.147217274010e+00;1.399145935631e-01;2.801336766345e+01;9.251363134664e+00;2.573404616833e+03;1.849208037271e+03;1.304391388729e+00;1.007589872400e+00;1.294565799498e+00;9.682556403968e+02;1.304418800716e+00;1.007615478765e+00;1.294560054557e+00;9.682508784124e+02;7.203593788239e+04;7.465941594245e-01;2.571481409692e+03;1.007852674681e+02
2.460000000000e+03;2.460000000000e+03;1.013250000000e-01;7.205801363642e+00;1.387770699655e-01;2.801336711931e+01;9.262014721517e+00;2.599500848636e+03;1.869368218788e+03;1.305172287331e+00;1.008370765236e+00;1.294337690388e+00;9.721301536644e+02;1.305204997962e+00;1.008401438275e+00;1.294330695553e+00;9.721249164626e+02;7.276698206805e+04;7.541708403887e-01;2.597577641494e+03;1.007852674681e+02
2.480000000000e+03;2.480000000000e+03;1.013250000000e-01;7.264385476311e+00;1.376578931915e-01;2.801336648230e+01;9.272586376609e+00;2.625612683234e+03;1.889544000434e+03;1.305940237041e+00;1.009138708198e+00;1.294113709476e+00;9.759894569742e+02;1.305979155164e+00;1.009175314699e+00;1.294105255623e+00;9.759836615502e+02;7.349846334108e+04;7.617520514096e-01;2.623689476093e+03;1.007852674681e+02
2.500000000000e+03;2.500000000000e+03;1.013250000000e-01;7.322969616881e+00;1.365566228344e-01;2.801336573652e+01;9.283079288952e+00;2.651739883940e+03;1.909735145041e+03;1.306695514712e+00;1.009893977967e+00;1.293893758375e+00;9.798337306280e+02;1.306741684797e+00;1.009937513640e+00;1.293883606072e+00;9.798272815646e+02;7.423037507103e+04;7.693377237679e-01;2.649816676799e+03;1.007852674681e+02
2.520000000000e+03;2.520000000000e+03;1.013250000000e-01;7.381540709146e+00;1.354730725472e-01;2.801336486372e+01;9.293494096453e+00;2.677882222395e+03;1.929941423694e+03;1.307438388951e+00;1.010636842958e+00;1.293677741971e+00;9.836631515201e+02;1.307493008129e+00;1.010688448558e+00;1.293665617810e+00;9.836550677819e+02;7.496271086079e+04;7.769277911626e-01;2.675959015253e+03;1.007852674681e+02
2.540000000000e+03;2.540000000000e+03;1.013250000000e-01;7.440125015961e+00;1.344063436911e-01;2.801336384304e+01;9.303832998641e+00;2.704039478786e+03;1.950162615938e+03;1.308169120511e+00;1.011367563704e+00;1.293465568264e+00;9.874778932283e+02;1.308233557525e+00;1.011428542956e+00;1.293451160800e+00;9.874689309731e+02;7.569546455267e+04;7.845221897745e-01;2.702116271644e+03;1.007852674681e+02
2.560000000000e+03;2.560000000000e+03;1.013250000000e-01;7.498709367353e+00;1.333562818628e-01;2.801336265063e+01;9.314096577738e+00;2.730211442061e+03;1.970398509980e+03;1.308887962661e+00;1.012086393221e+00;1.293257148232e+00;9.912781261021e+02;1.308963778406e+00;1.012158232235e+00;1.293240103605e+00;9.912681422748e+02;7.642863023437e+04;7.921208583272e-01;2.728288234919e+03;1.007852674681e+02
2.580000000000e+03;2.580000000000e+03;1.013250000000e-01;7.557293771927e+00;1.323224993204e-01;2.801336125938e+01;9.324285927521e+00;2.756397910232e+03;1.990648902980e+03;1.309595161538e+00;1.012793577358e+00;1.293052395686e+00;9.950640173513e+02;1.309684131752e+00;1.012877966065e+00;1.293032312816e+00;9.950528491688e+02;7.716220224754e+04;7.997237381764e-01;2.754474703090e+03;1.007852674681e+02
2.600000000000e+03;2.600000000000e+03;1.013250000000e-01;7.615878239513e+00;1.313046202356e-01;2.801335963843e+01;9.334402120053e+00;2.782598690706e+03;2.010913601372e+03;1.310290956474e+00;1.013489355119e+00;1.292851227154e+00;9.988357311308e+02;1.310395096511e+00;1.013588210660e+00;1.292827652507e+00;9.988231937880e+02;7.789617519698e+04;8.073307734054e-01;2.780675483564e+03;1.007852674681e+02
2.620000000000e+03;2.620000000000e+03;1.013250000000e-01;7.674462781312e+00;1.303022802371e-01;2.801335775286e+01;9.344446206498e+00;2.808813600671e+03;2.031192421225e+03;1.310975580310e+00;1.014173958979e+00;1.292653561753e+00;1.002593428627e+03;1.311097172169e+00;1.014289451202e+00;1.292625983669e+00;1.002579312790e+03;7.863054396150e+04;8.149419109372e-01;2.806890393529e+03;1.007852674681e+02
2.640000000000e+03;2.640000000000e+03;1.013250000000e-01;7.733047410072e+00;1.293151259745e-01;2.801335556316e+01;9.354419217924e+00;2.835042467531e+03;2.051485188672e+03;1.311649259701e+00;1.014847615169e+00;1.292459321080e+00;1.006337268139e+03;1.311790881454e+00;1.014982194386e+00;1.292427163626e+00;1.006321337219e+03;7.936530370611e+04;8.225571006610e-01;2.833119260389e+03;1.007852674681e+02
2.660000000000e+03;2.660000000000e+03;1.013250000000e-01;7.791632140272e+00;1.283428147014e-01;2.801335302474e+01;9.364322166093e+00;2.861285129401e+03;2.071791740377e+03;1.312312215388e+00;1.015510543961e+00;1.292268429108e+00;1.010067405166e+03;1.312476773162e+00;1.015666971078e+00;1.292231045432e+00;1.010049392346e+03;8.010044989587e+04;8.301762955759e-01;2.859361922260e+03;1.007852674681e+02
2.680000000000e+03;2.680000000000e+03;1.013250000000e-01;7.850216988328e+00;1.273850138776e-01;2.801335008741e+01;9.374156044250e+00;2.887541435659e+03;2.092111924071e+03;1.312964662476e+00;1.016162959928e+00;1.292080812086e+00;1.013783992483e+03;1.313155425123e+00;1.016344339099e+00;1.292037477247e+00;1.013763597506e+03;8.083597831130e+04;8.377994519502e-01;2.885618228517e+03;1.007852674681e+02
2.700000000000e+03;2.700000000000e+03;1.013250000000e-01;7.908801972818e+00;1.264414007882e-01;2.801334669480e+01;9.383921827897e+00;2.913811247552e+03;2.112445599134e+03;1.313606810682e+00;1.016805072190e+00;1.291896398444e+00;1.017487180227e+03;1.313827447314e+00;1.017014886140e+00;1.291846301699e+00;1.017464065908e+03;8.157188506550e+04;8.454265294995e-01;2.911888040410e+03;1.007852674681e+02
2.720000000000e+03;2.720000000000e+03;1.013250000000e-01;7.967387114730e+00;1.255116621798e-01;2.801334278368e+01;9.393620475569e+00;2.940094438877e+03;2.132792637254e+03;1.314238864585e+00;1.017437084654e+00;1.291715118711e+00;1.021177115979e+03;1.314493485101e+00;1.017679232800e+00;1.291657355221e+00;1.021150904439e+03;8.230816662310e+04;8.530574915825e-01;2.938171231735e+03;1.007852674681e+02
2.740000000000e+03;2.740000000000e+03;1.013250000000e-01;8.025972437718e+00;1.245954939118e-01;2.801333828335e+01;9.403252929598e+00;2.966390896721e+03;2.153152923133e+03;1.314861023847e+00;1.018059196235e+00;1.291536905427e+00;1.024853944836e+03;1.315154222641e+00;1.018338035763e+00;1.291470467373e+00;1.024824213450e+03;8.304481982100e+04;8.606923054163e-01;2.964467689579e+03;1.007852674681e+02
2.760000000000e+03;2.760000000000e+03;1.013250000000e-01;8.084557968408e+00;1.236926006230e-01;2.801333311482e+01;9.412820116887e+00;2.992700522270e+03;2.173526355275e+03;1.315473483442e+00;1.018671601070e+00;1.291361693072e+00;1.028517809502e+03;1.315810386771e+00;1.018991991471e+00;1.291285460017e+00;1.028484086475e+03;8.378184189109e+04;8.683309423116e-01;2.990777315129e+03;1.007852674681e+02
2.780000000000e+03;2.780000000000e+03;1.013250000000e-01;8.143143736706e+00;1.228026954126e-01;2.801332719011e+01;9.422322949667e+00;3.019023231695e+03;2.193912846832e+03;1.316076433860e+00;1.019274488716e+00;1.291189417994e+00;1.032168850360e+03;1.316462749372e+00;1.019641838164e+00;1.291102147077e+00;1.032130610181e+03;8.451923048502e+04;8.759733779297e-01;3.017100024553e+03;1.007852674681e+02
2.800000000000e+03;2.800000000000e+03;1.013250000000e-01;8.201729776140e+00;1.219254995341e-01;2.801332041131e+01;9.431762326266e+00;3.045358957108e+03;2.214312326534e+03;1.316670061310e+00;1.019868044344e+00;1.291020018337e+00;1.035807205556e+03;1.317112133158e+00;1.020288361508e+00;1.290920333112e+00;1.035763863831e+03;8.525698370106e+04;8.836195925607e-01;3.043435749967e+03;1.007852674681e+02
2.820000000000e+03;2.820000000000e+03;1.013250000000e-01;8.260316124238e+00;1.210607421023e-01;2.801331266974e+01;9.441139131874e+00;3.071707647604e+03;2.234724739683e+03;1.317254547907e+00;1.020452448919e+00;1.290853433987e+00;1.039433011077e+03;1.317759414432e+00;1.020932396996e+00;1.290739813005e+00;1.039383919197e+03;8.599510011313e+04;8.912695714244e-01;3.069784440463e+03;1.007852674681e+02
2.840000000000e+03;2.840000000000e+03;1.013250000000e-01;8.318902822924e+00;1.202081598122e-01;2.801330384496e+01;9.450454239305e+00;3.098069270375e+03;2.255150049235e+03;1.317830071858e+00;1.021027879370e+00;1.290689606508e+00;1.043046400833e+03;1.318405527551e+00;1.021574834137e+00;1.290560371086e+00;1.042990840221e+03;8.673357880220e+04;8.989233049958e-01;3.096146063233e+03;1.007852674681e+02
