 'T[K]'  'P[atm]'  'H[MJ/kg]'   'Cpef[kJ/kg/K]'  'Visc[Pa*s]'  'Leff[W/m/K]'  'Sigma[1/Ohm/m]'  'Mass[g/mol]' 
    880         2      0.627506          1.13959   3.86562e-05      0.0633555                 0        28.0134 
    900         2      0.650343          1.14413   3.92233e-05      0.0645347                 0        28.0134 
    920         2      0.673271          1.14864   3.97796e-05      0.0657014                 0        28.0134 
    940         2      0.696289          1.15311   4.03253e-05      0.0668542                 0        28.0134 
    960         2      0.719395          1.15753   4.08607e-05       0.067993                 0        28.0134 
    980         2       0.74259           1.1619   4.13861e-05      0.0691175                 0        28.0134 
   1000         2      0.765871          1.16622   4.19185e-05      0.0702516                 0        28.0134 
   1020         2      0.789238          1.17046   4.24511e-05      0.0713845                 0        28.0134 
   1040         2      0.812689          1.17464    4.2975e-05      0.0725035                 0        28.0134 
   1060         2      0.836223          1.17874   4.35069e-05      0.0736429                 0        28.0134 
   1080         2      0.859838          1.18276   4.40576e-05      0.0748132                 0        28.0134 
   1100         2      0.883533           1.1867   4.46016e-05      0.0759719                 0        28.0134 
   1120         2      0.907305          1.19054   4.51469e-05      0.0771374                 0        28.0134 
   1140         2      0.931154          1.19428    4.5689e-05      0.0782984                 0        28.0134 
   1160         2      0.955076          1.19792   4.63181e-05      0.0796284                 0        28.0134 
   1180         2       0.97907          1.20145   4.68313e-05      0.0807434                 0        28.0134 
   1200         2       1.00313          1.20487   4.73379e-05      0.0818442                 0        28.0134 
   1220         2       1.02726          1.20816    4.7838e-05      0.0829301                 0        28.0134 
   1240         2       1.05146          1.21134   4.83316e-05      0.0840012                 0        28.0134 
   1260         2       1.07572          1.21441   4.88191e-05      0.0850577                 0        28.0134 
   1280         2       1.10003          1.21737   4.93004e-05         0.0861                 0        28.0134 
   1300         2       1.12441          1.22023   4.97757e-05      0.0871283                 0        28.0134 
   1320         2       1.14884          1.22299   5.02531e-05      0.0881548                 0        28.0134 
   1340         2       1.17333          1.22567   5.07362e-05       0.089185                 0        28.0134 
   1360         2       1.19787          1.22826   5.12169e-05      0.0902068                 0        28.0134 
   1380         2       1.22246          1.23077   5.17411e-05      0.0912804                 0        28.0134 
   1400         2        1.2471           1.2332    5.2228e-05       0.092316                 0        28.0134 
   1420         2       1.27179          1.23557   5.27124e-05      0.0933454                 0        28.0134 
   1440         2       1.29652          1.23786   5.31943e-05      0.0943685                 0        28.0134 
   1460         2        1.3213          1.24009   5.36738e-05      0.0953856                 0        28.0134 
   1480         2       1.34612          1.24225    5.4151e-05      0.0963968                 0        28.0134 
   1500         2       1.37099          1.24436   5.46258e-05      0.0974024                 0        28.0134 
   1520         2        1.3959           1.2464   5.50984e-05      0.0984024                 0        28.0134 
   1540         2       1.42085           1.2484   5.55688e-05      0.0993971                 0        28.0134 
   1560         2       1.44583          1.25034    5.6037e-05       0.100386                 0        28.0134 
   1580         2       1.47086          1.25223    5.6503e-05       0.101371                 0        28.0134 
   1600         2       1.49592          1.25407    5.6967e-05        0.10235                 0        28.0134 
   1620         2       1.52102          1.25587   5.74288e-05       0.103324                 0        28.0134 
   1640         2       1.54616          1.25762   5.78887e-05       0.104294                 0        28.0134 
   1660         2       1.57133          1.25933   5.83466e-05       0.105258                 0        28.0134 
   1680         2       1.59653            1.261   5.88025e-05       0.106219                 0        28.0134 
   1700         2       1.62177          1.26264   5.92565e-05       0.107174                 0        28.0134 
   1720         2       1.64704          1.26423   5.97086e-05       0.108125                 0        28.0134 
   1740         2       1.67234          1.26579   6.01589e-05       0.109072                 0        28.0134 
   1760         2       1.69767          1.26731   6.06073e-05       0.110015                 0        28.0134 
   1780         2       1.72303           1.2688   6.10539e-05       0.110953                 0        28.0134 
   1800         2       1.74842          1.27025   6.14988e-05       0.111888                 0        28.0134 
   1820         2       1.77384          1.27168   6.19419e-05       0.112818                 0        28.0134 
   1840         2       1.79928          1.27307   6.23833e-05       0.113744                 0        28.0134 
   1860         2       1.82476          1.27443    6.2823e-05       0.114667                 0        28.0134 
   1880         2       1.85026          1.27577   6.32611e-05       0.115585                 0        28.0134 
   1900         2       1.87579          1.27708   6.36975e-05         0.1165                 0        28.0134 
   1920         2       1.90134          1.27836   6.41324e-05       0.117411                 0        28.0134 
   1940         2       1.92692          1.27961   6.45656e-05       0.118319                 0        28.0134 
   1960         2       1.95253          1.28084   6.49973e-05       0.119223                 0        28.0134 
   1980         2       1.97816          1.28205   6.54274e-05       0.120123                 0        28.0134 
   2000         2       2.00381          1.28323    6.5856e-05        0.12102                 0        28.0134 
   2020         2       2.02949          1.28439   6.62831e-05       0.121914                 0        28.0134 
   2040         2       2.05519          1.28553   6.67088e-05       0.122804                 0        28.0134 
   2060         2       2.08091          1.28664   6.71329e-05       0.123691                 0        28.0134 
   2080         2       2.10665          1.28774   6.75557e-05       0.124574                 0        28.0134 
   2100         2       2.13242          1.28881    6.7977e-05       0.125454                 0        28.0134 
   2120         2        2.1582          1.28987    6.8397e-05       0.126332                 0        28.0134 
   2140         2       2.18401           1.2909   6.88155e-05       0.127206                 0        28.0134 
   2160         2       2.20984          1.29192   6.92327e-05       0.128076                 0        28.0134 
   2180         2       2.23569          1.29291   6.96486e-05       0.128944                 0        28.0134 
   2200         2       2.26156          1.29389   7.00631e-05       0.129809                 0        28.0134 
   2220         2       2.28744          1.29485   7.04763e-05       0.130671                 0        28.0134 
   2240         2       2.31335           1.2958   7.08882e-05        0.13153                 0        28.0134 
   2260         2       2.33928          1.29673   7.12989e-05       0.132386                 0        28.0134 
   2280         2       2.36522          1.29764   7.17083e-05       0.133239                 0        28.0134 
   2300         2       2.39118          1.29854   7.21164e-05       0.134089                 0        28.0134 
   2320         2       2.41716          1.29942   7.25234e-05       0.134937                 0        28.0134 
   2340         2       2.44316          1.30028   7.29291e-05       0.135782                 0        28.0134 
   2360         2       2.46917          1.30114   7.33336e-05       0.136624                 0        28.0134 
   2380         2        2.4952          1.30197   7.37369e-05       0.137463                 0        28.0134 
   2400         2       2.52125           1.3028    7.4139e-05         0.1383                 0        28.0134 
   2420         2       2.54732          1.30361     7.454e-05       0.139134                 0        28.0134 
   2440         2        2.5734          1.30441   7.49399e-05       0.139965                 0        28.0134 
   2460         2       2.59949          1.30519   7.53386e-05       0.140795                 0        28.0134 
   2480         2        2.6256          1.30596   7.57362e-05       0.141621                 0        28.0134 
   2500         2       2.65173          1.30672   7.61327e-05       0.142445                 0        28.0134 
   2520         2       2.67787          1.30747   7.65281e-05       0.143267                 0        28.0134 
   2540         2       2.70403          1.30821   7.69224e-05       0.144087                 0        28.0134 
   2560         2        2.7302          1.30894   7.73157e-05       0.144904                 0        28.0134 
   2580         2       2.75639          1.30965   7.77079e-05       0.145719                 0        28.0134 
   2600         2       2.78259          1.31036    7.8099e-05       0.146531                 0        28.0134 
   2620         2        2.8088          1.31106   7.84891e-05       0.147342                 0        28.0134 
   2640         2       2.83503          1.31174   7.88782e-05        0.14815                 0        28.0134 
   2660         2       2.86127          1.31242   7.92663e-05       0.148957                 0        28.0134 
   2680         2       2.88753          1.31309   7.96533e-05       0.149761                 0        28.0134 
   2700         2       2.91379          1.31376   8.00394e-05       0.150564                 0        28.0134 
   2720         2       2.94008          1.31441   8.04245e-05       0.151364                 0        28.0134 
   2740         2       2.96637          1.31506   8.08086e-05       0.152163                 0        28.0134 
   2760         2       2.99268          1.31571   8.11918e-05       0.152961                 0        28.0134 
   2780         2         3.019          1.31634    8.1574e-05       0.153756                 0        28.0134 
   2800         2       3.04533          1.31698   8.19553e-05       0.154551                 0        28.0134 
   2820         2       3.07168          1.31761   8.23356e-05       0.155343                 0        28.0134 
   2840         2       3.09804          1.31823    8.2715e-05       0.156135                 0        28.0134 
   2860         2       3.12441          1.31885   8.30935e-05       0.156925                 0        28.0133 
   2880         2       3.15079          1.31947    8.3471e-05       0.157715                 0        28.0133 
   2900         2       3.17719          1.32009   8.38477e-05       0.158503                 0        28.0133 
   2920         2       3.20359          1.32071   8.42235e-05       0.159291                 0        28.0133 
   2940         2       3.23001          1.32133   8.45984e-05       0.160078                 0        28.0133 
   2960         2       3.25645          1.32196   8.49725e-05       0.160865                 0        28.0133 
   2980         2       3.28289          1.32258   8.53456e-05       0.161651                 0        28.0133 
   3000         2       3.30935          1.32321   8.57179e-05       0.162438                 0        28.0133 
   3020         2       3.33582          1.32385   8.60894e-05       0.163224                 0        28.0132 
   3040         2        3.3623          1.32449     8.646e-05       0.164011                 0        28.0132 
   3060         2        3.3888          1.32514   8.68298e-05       0.164799                 0        28.0132 
   3080         2       3.41531           1.3258   8.71987e-05       0.165587                 0        28.0132 
   3100         2       3.44183          1.32646   8.75669e-05       0.166377                 0        28.0131 
   3120         2       3.46837          1.32715   8.79342e-05       0.167168                 0        28.0131 
   3140         2       3.49492          1.32784   8.83007e-05        0.16796                 0        28.0131 
   3160         2       3.52148          1.32856   8.86664e-05       0.168755                 0         28.013 
   3180         2       3.54806          1.32929   8.90313e-05       0.169552                 0         28.013 
   3200         2       3.57465          1.33004   8.93955e-05       0.170352                 0        28.0129 
   3220         2       3.60126          1.33081   8.97588e-05       0.171155                 0        28.0129 
   3240         2       3.62789          1.33161   9.01214e-05       0.171962                 0        28.0128 
   3260         2       3.65453          1.33244   9.04832e-05       0.172773                 0        28.0128 
   3280         2       3.68118          1.33329   9.08443e-05       0.173588                 0        28.0127 
   3300         2       3.70786          1.33418   9.12046e-05       0.174408                 0        28.0126 
   3320         2       3.73455           1.3351   9.15641e-05       0.175233                 0        28.0125 
   3340         2       3.76126          1.33606   9.19229e-05       0.176065                 0        28.0124 
   3360         2         3.788          1.33707    9.2281e-05       0.176903                 0        28.0123 
   3380         2       3.81475          1.33811   9.26383e-05       0.177749                 0        28.0122 
   3400         2       3.84152          1.33921   9.29949e-05       0.178603                 0        28.0121 
   3420         2       3.86832          1.34035   9.33507e-05       0.179465                 0        28.0119 
   3440         2       3.89513          1.34156   9.37059e-05       0.180336                 0        28.0118 
   3460         2       3.92198          1.34282   9.40603e-05       0.181218                 0        28.0116 
   3480         2       3.94885          1.34414   9.44141e-05       0.182111                 0        28.0114 
   3500         2       3.97574          1.34554   9.47671e-05       0.183015                 0        28.0112 
   3520         2       4.00267            1.347   9.51194e-05       0.183932                 0         28.011 
   3540         2       4.02962          1.34854    9.5471e-05       0.184863                 0        28.0108 
   3560         2       4.05661          1.35017    9.5822e-05       0.185808                 0        28.0105 
   3580         2       4.08363          1.35188   9.61722e-05       0.186768                 0        28.0102 
   3600         2       4.11069          1.35368   9.65218e-05       0.187746                 0        28.0099 
   3620         2       4.13778          1.35558   9.68706e-05       0.188741                 0        28.0096 
   3640         2       4.16491          1.35759   9.72188e-05       0.189755                 0        28.0093 
   3660         2       4.19208           1.3597   9.75664e-05       0.190789                 0        28.0089 
   3680         2        4.2193          1.36194   9.79132e-05       0.191845                 0        28.0085 
   3700         2       4.24656          1.36429   9.82594e-05       0.192923                 0         28.008 
   3720         2       4.27387          1.36677   9.86049e-05       0.194026                 0        28.0076 
   3740         2       4.30123          1.36939   9.89498e-05       0.195154                 0        28.0071 
   3760         2       4.32865          1.37215    9.9294e-05       0.196309                 0        28.0065 
   3780         2       4.35612          1.37506   9.96375e-05       0.197492                 0        28.0059 
   3800         2       4.38365          1.37813   9.99804e-05       0.198706                 0        28.0053 
   3820         2       4.41125          1.38137   0.000100323       0.199952                 0        28.0046 
   3840         2       4.43891          1.38478   0.000100664       0.201231                 0        28.0039 
   3860         2       4.46664          1.38837   0.000101005       0.202546                 0        28.0031 
   3880         2       4.49445          1.39215   0.000101345       0.203898                 0        28.0023 
   3900         2       4.52233          1.39614   0.000101685       0.205289                 0        28.0014 
   3920         2       4.55029          1.40033   0.000102024       0.206722                 0        28.0004 
   3940         2       4.57834          1.40475   0.000102362       0.208198                 0        27.9994 
   3960         2       4.60648          1.40939     0.0001027       0.209719                 0        27.9983 
   3980         2       4.63472          1.41427   0.000103037       0.211288                 0        27.9972 
   4000         2       4.66306          1.41941   0.000103373       0.212907                 0         27.996 
   4020         2        4.6915           1.4248   0.000103709       0.214578                 0        27.9947 
   4040         2       4.72005          1.43046   0.000104044       0.216304                 0        27.9933 
   4060         2       4.74872          1.43641   0.000104379       0.218087                 0        27.9918 
   4080         2       4.77751          1.44265   0.000104713       0.219929                 0        27.9902 
   4100         2       4.80643          1.44919   0.000105046       0.221835                 0        27.9885 
   4120         2       4.83548          1.45606   0.000105378       0.223805                 0        27.9867 
   4140         2       4.86467          1.46325    0.00010571       0.225844                 0        27.9848 
   4160         2       4.89401          1.47079   0.000106041       0.227953                 0        27.9828 
   4180         2        4.9235          1.47869   0.000106372       0.230136                 0        27.9807 
   4200         2       4.95316          1.48695   0.000106702       0.232397                 0        27.9785 
   4220         2       4.98299           1.4956   0.000107031       0.234737                 0        27.9761 
   4240         2       5.01299          1.50465   0.000107359        0.23716                 0        27.9736 
   4260         2       5.04317          1.51411   0.000107687        0.23967                 0        27.9709 
   4280         2       5.07355          1.52399   0.000108014        0.24227                 0        27.9681 
   4300         2       5.10414          1.53432   0.000108341       0.244964                 0        27.9652 
   4320         2       5.13493           1.5451   0.000108667       0.247754                 0         27.962 
   4340         2       5.16594          1.55636   0.000108992       0.250645                 0        27.9587 
   4360         2       5.19719           1.5681   0.000109316        0.25364                 0        27.9552 
   4380         2       5.22867          1.58035    0.00010964       0.256743                 0        27.9516 
   4400         2       5.26041          1.59312   0.000109963       0.259958                 0        27.9477 
   4420         2        5.2924          1.60643   0.000110285       0.263289                 0        27.9437 
   4440         2       5.32467          1.62029   0.000110607        0.26674                 0        27.9394 
   4460         2       5.35722          1.63472   0.000110928       0.270314                 0        27.9349 
   4480         2       5.39006          1.64974   0.000111248       0.274017                 0        27.9302 
   4500         2       5.42321          1.66537   0.000111568       0.277853                 0        27.9252 
   4520         2       5.45668          1.68163   0.000111886       0.281825                 0          27.92 
   4540         2       5.49048          1.69853   0.000112204       0.285938                 0        27.9145 
   4560         2       5.52462          1.71609   0.000112521       0.290197                 0        27.9088 
   4580         2       5.55913          1.73434   0.000112838       0.294607                 0        27.9028 
   4600         2         5.594          1.75329   0.000113153       0.299171                 0        27.8965 
   4620         2       5.62926          1.77296   0.000113468       0.303896                 0        27.8899 
   4640         2       5.66493          1.79337   0.000113782       0.308784                 0         27.883 
   4660         2         5.701          1.81455   0.000114096       0.313842                 0        27.8757 
   4680         2       5.73751          1.83651   0.000114408       0.319075                 0        27.8682 
   4700         2       5.77447          1.85927   0.000114719       0.324486                 0        27.8602 
   4720         2       5.81189          1.88286    0.00011503       0.330083                 0         27.852 
   4740         2       5.84979          1.90729    0.00011534       0.335869                 0        27.8433 
   4760         2       5.88819          1.93259   0.000115649       0.341849                 0        27.8343 
   4780         2        5.9271          1.95879   0.000115957        0.34803                 0        27.8249 
   4800         2       5.96655          1.98589   0.000116264       0.354416                 0        27.8151 
   4820         2       6.00654          2.01393   0.000116571       0.361013                 0        27.8048 
   4840         2       6.04711          2.04293   0.000116876       0.367826                 0        27.7941 
   4860         2       6.08827          2.07291    0.00011718        0.37486                 0         27.783 
   4880         2       6.13003          2.10389   0.000117484       0.382122                 0        27.7714 
   4900         2       6.17243          2.13591   0.000117786       0.389617                 0        27.7593 
   4920         2       6.21548          2.16897   0.000118088        0.39735                 0        27.7468 
   4940         2       6.25919          2.20311   0.000118388       0.405327                 0        27.7337 
   4960         2       6.30361          2.23835   0.000118688       0.413553                 0        27.7201 
   4980         2       6.34874          2.27471   0.000118986       0.422035                 0         27.706 
   5000         2        6.3946          2.31223   0.000119284       0.430778                 0        27.6913 
