"";"Temperature (K)";"Pressure (MPa)";"Volume (m3/kg)";"Density (kg/m3)";"mol_mass (g/mol)";"Entropy (kJ/kg/K)";"Enthalpy (kJ/kg)";"Internal energy (kJ/kg)";"Cp(fr) (kJ/kg/K)";"Cv(fr) (kJ/kg/K)";"gamma(fr)";"Sound speed(fr) (m/s)";"Cp(eq) (kJ/kg/K)";"Cv(eq) (kJ/kg/K)";"gamma(eq)";"Sound speed(eq) (m/s)";"Energy Input (J/mol) ";"Energy Input (eV/molecule)";"Energy Input (kJ/kg)";"Flow rate (kg/h)"
7.300000000000e+03;7.300000000000e+03;1.013250000000e-01;3.363477799786e+01;2.973113127322e-02;1.780924644038e+01;1.393728307082e+01;2.976633853984e+04;2.635826752430e+04;1.750520652170e+00;1.283661482815e+00;1.363693369012e+00;2.155821212587e+03;1.749114321211e+01;1.366975102538e+01;1.140075171236e+00;1.971148449709e+03;8.338024789644e+05;8.641687457792e+00;2.976441533270e+04;1.007852674681e+02
7.320000000000e+03;7.320000000000e+03;1.013250000000e-01;3.391412000439e+01;2.948624348414e-02;1.771094613797e+01;1.398504662881e+01;3.011548961447e+04;2.667911395359e+04;1.757460642367e+00;1.288010284649e+00;1.364477181055e+00;2.165376983680e+03;1.742240807614e+01;1.361815617598e+01;1.140583515744e+00;1.979758096852e+03;8.435833877544e+05;8.743058656546e+00;3.011356640732e+04;1.007852674681e+02
7.340000000000e+03;7.340000000000e+03;1.013250000000e-01;3.419345918001e+01;2.924535931669e-02;1.761425343529e+01;1.403247854529e+01;3.046316498222e+04;2.699848496530e+04;1.764393634021e+00;1.292366248327e+00;1.365242736960e+00;2.174886338671e+03;1.734359766399e+01;1.355940199796e+01;1.141103959301e+00;1.988348159073e+03;8.533229569772e+05;8.844001404163e+00;3.046124177508e+04;1.007852674681e+02
7.360000000000e+03;7.360000000000e+03;1.013250000000e-01;3.447266811834e+01;2.900848859645e-02;1.751919397670e+01;1.407955344310e+01;3.080916485653e+04;2.731619368242e+04;1.771315382295e+00;1.296726767599e+00;1.365989679981e+00;2.184345207001e+03;1.725488856187e+01;1.349358962084e+01;1.141636741363e+00;1.996915665502e+03;8.630155899316e+05;8.944457695369e+00;3.080724164939e+04;1.007852674681e+02
7.380000000000e+03;7.380000000000e+03;1.013250000000e-01;3.475162058255e+01;2.877563645197e-02;1.742579062657e+01;1.412624666933e+01;3.115329326594e+04;2.763205692456e+04;1.778221675181e+00;1.301089235214e+00;1.366717690880e+00;2.193749634272e+03;1.715648555086e+01;1.342083839113e+01;1.142182111377e+00;2.005457737585e+03;8.726557967908e+05;9.044370632554e+00;3.115137005880e+04;1.007852674681e+02
7.400000000000e+03;7.400000000000e+03;1.013250000000e-01;3.503019186888e+01;2.854680339015e-02;1.733406347647e+01;1.417253436240e+01;3.149535860813e+04;2.794589572506e+04;1.785108344913e+00;1.305451049826e+00;1.367426488455e+00;2.203095792529e+03;1.704862058905e+01;1.334128545639e+01;1.142740328590e+00;2.013971597084e+03;8.822382101221e+05;9.143684586626e+00;3.149343540099e+04;1.007852674681e+02
7.420000000000e+03;7.420000000000e+03;1.013250000000e-01;3.530825916157e+01;2.832198538659e-02;1.724402986228e+01;1.421839351534e+01;3.183517418177e+04;2.825753582694e+04;1.791971279131e+00;1.309809622813e+00;1.368115829904e+00;2.212379989920e+03;1.693155161573e+01;1.325508524066e+01;1.143311661839e+00;2.022454573599e+03;8.917575997866e+05;9.242345351429e+00;3.183325097462e+04;1.007852674681e+02
7.440000000000e+03;7.440000000000e+03;1.013250000000e-01;3.558570187662e+01;2.810117399025e-02;1.715570439091e+01;1.426380203473e+01;3.217255869280e+04;2.856680815433e+04;1.798806431679e+00;1.314162384979e+00;1.368785511014e+00;2.221598679660e+03;1.680556118932e+01;1.316240881487e+01;1.143896389309e+00;2.030904111552e+03;9.012088871215e+05;9.340300290736e+00;3.217063548566e+04;1.007852674681e+02
7.460000000000e+03;7.460000000000e+03;1.013250000000e-01;3.586240199237e+01;2.788435644140e-02;1.706909897620e+01;1.430873879495e+01;3.250733673192e+04;2.887354925644e+04;1.805609833006e+00;1.318506793086e+00;1.369435366184e+00;2.230748468255e+03;1.667095497226e+01;1.306344316683e+01;1.144494798263e+00;2.039317776599e+03;9.105871583155e+05;9.437498476875e+00;3.250541352478e+04;1.007852674681e+02
7.480000000000e+03;7.480000000000e+03;1.013250000000e-01;3.613824436480e+01;2.767151580208e-02;1.698422288363e+01;1.435318368752e+01;3.283933922035e+04;2.917760172141e+04;1.812377600084e+00;1.322840336179e+00;1.370065268284e+00;2.239826122938e+03;1.652806007818e+01;1.295839037659e+01;1.145107184736e+00;2.047693261432e+03;9.198876768972e+05;9.533890820153e+00;3.283741601321e+04;1.007852674681e+02
7.500000000000e+03;7.500000000000e+03;1.013250000000e-01;3.641311702544e+01;2.746263109806e-02;1.690108278339e+01;1.439711766515e+01;3.316840382129e+04;2.947881455755e+04;1.819105945790e+00;1.327160541666e+00;1.370675128350e+00;2.248828578291e+03;1.637722329793e+01;1.284746670405e+01;1.145733853198e+00;2.056028390930e+03;9.291058952609e+05;9.629430188321e+00;3.316648061415e+04;1.007852674681e+02
7.520000000000e+03;7.520000000000e+03;1.013250000000e-01;3.668691273650e+01;2.725767652303e-02;1.681968275267e+01;1.444052282371e+01;3.349437552433e+04;2.977704373655e+04;1.825791196306e+00;1.331464988002e+00;1.371264894502e+00;2.257752945434e+03;1.621880907874e+01;1.273090155454e+01;1.146375114803e+00;2.064321161312e+03;9.382374710379e+05;9.724071576242e+00;3.349245231719e+04;1.007852674681e+02
7.540000000000e+03;7.540000000000e+03;1.013250000000e-01;3.695952601894e+01;2.705662403483e-02;1.674002449536e+01;1.448338232444e+01;3.381710644530e+04;3.007215200023e+04;1.832429819950e+00;1.335751335262e+00;1.371834541038e+00;2.266596498318e+03;1.605319795754e+01;1.260893655202e+01;1.147031289690e+00;2.072569655172e+03;9.472782614896e+05;9.817772047788e+00;3.381518323816e+04;1.007852674681e+02
7.560000000000e+03;7.560000000000e+03;1.013250000000e-01;3.723085546252e+01;2.685944192195e-02;1.666210731577e+01;1.452568049374e+01;3.413645647549e+04;3.036400946415e+04;1.839018412686e+00;1.340017305418e+00;1.372384076871e+00;2.275356691842e+03;1.588078428115e+01;1.248182432774e+01;1.147702704907e+00;2.080772101996e+03;9.562243416950e+05;9.910490924331e+00;3.413453326835e+04;1.007852674681e+02
7.580000000000e+03;7.580000000000e+03;1.013250000000e-01;3.750080438036e+01;2.666609467512e-02;1.658592818122e+01;1.456740285890e+01;3.445229360557e+04;3.065249391558e+04;1.845553692389e+00;1.344260674045e+00;1.372913548706e+00;2.284031169623e+03;1.570197406180e+01;1.234982730515e+01;1.148389693766e+00;2.088926892617e+03;9.650720136236e+05;1.000218987878e+01;3.445037039843e+04;1.007852674681e+02
7.600000000000e+03;7.600000000000e+03;1.013250000000e-01;3.776928043986e+01;2.647654359188e-02;1.651148183461e+01;1.460853614460e+01;3.476449404620e+04;3.093749092054e+04;1.852032503778e+00;1.348479274378e+00;1.373423039544e+00;2.292617764130e+03;1.551718294206e+01;1.221321649915e+01;1.149092595889e+00;2.097032565608e+03;9.738178095150e+05;1.009283297060e+01;3.476257083906e+04;1.007852674681e+02
7.620000000000e+03;7.620000000000e+03;1.013250000000e-01;3.803619582855e+01;2.629074696396e-02;1.643876088536e+01;1.464906828292e+01;3.507294239960e+04;3.121889397864e+04;1.858451824132e+00;1.352671001722e+00;1.373912667431e+00;2.301114497990e+03;1.532683408976e+01;1.207227026548e+01;1.149811756636e+00;2.105087808252e+03;9.824584966854e+05;1.018238669565e+01;3.507101919246e+04;1.007852674681e+02
7.640000000000e+03;7.640000000000e+03;1.013250000000e-01;3.830146739523e+01;2.610866026831e-02;1.636775590457e+01;1.468898841762e+01;3.537753178913e+04;3.149660463825e+04;1.864808768228e+00;1.356833817448e+00;1.374382584107e+00;2.309519584444e+03;1.513135610500e+01;1.192727302967e+01;1.150547526490e+00;2.113091456815e+03;9.909910811564e+05;1.027082002377e+01;3.537560858199e+04;1.007852674681e+02
7.660000000000e+03;7.660000000000e+03;1.013250000000e-01;3.856501676613e+01;2.593023636070e-02;1.629845552354e+01;1.472828690296e+01;3.567816394721e+04;3.177053257277e+04;1.871100592488e+00;1.360965752534e+00;1.374832973574e+00;2.317831426972e+03;1.493118095717e+01;1.177851400623e+01;1.151300260410e+00;2.121042496133e+03;9.994128101190e+05;1.035810442431e+01;3.567624074007e+04;1.007852674681e+02
7.680000000000e+03;7.680000000000e+03;1.013250000000e-01;3.882677043634e+01;2.575542567054e-02;1.623084653513e+01;1.476695529727e+01;3.597474926247e+04;3.204059561845e+04;1.877324698359e+00;1.365064910676e+00;1.375264050579e+00;2.326048618125e+03;1.472674196890e+01;1.162628591879e+01;1.152070317131e+00;2.128940058542e+03;1.007721173254e+06;1.044421387986e+01;3.597282605533e+04;1.007852674681e+02
7.700000000000e+03;7.700000000000e+03;1.013250000000e-01;3.908665983660e+01;2.558417639626e-02;1.616491399722e+01;1.480498635133e+01;3.626720678718e+04;3.230671977507e+04;1.883478634905e+00;1.369129470942e+00;1.375676059043e+00;2.334169937593e+03;1.451847186286e+01;1.147088373135e+01;1.152858058430e+00;2.136783422166e+03;1.015913902941e+06;1.052912488836e+01;3.626528358004e+04;1.007852674681e+02
7.720000000000e+03;7.720000000000e+03;1.013250000000e-01;3.934462137614e+01;2.541643469993e-02;1.610064133773e+01;1.484237399203e+01;3.655546420637e+04;3.256883917072e+04;1.889560100645e+00;1.373157689983e+00;1.376069270433e+00;2.342194349565e+03;1.430680088531e+01;1.131260340070e+01;1.153663848347e+00;2.144572008593e+03;1.023988973390e+06;1.061281645415e+01;3.655354099923e+04;1.007852674681e+02
7.740000000000e+03;7.740000000000e+03;1.013250000000e-01;3.960059646201e+01;2.525214490038e-02;1.603801046058e+01;1.487911330146e+01;3.683945777023e+04;3.282689599224e+04;1.895566944645e+00;1.377147903803e+00;1.376443982096e+00;2.350120999405e+03;1.409215501960e+01;1.115174065916e+01;1.154488052360e+00;2.152305379978e+03;1.031944598754e+06;1.069527006835e+01;3.683753456309e+04;1.007852674681e+02
7.760000000000e+03;7.760000000000e+03;1.013250000000e-01;3.985453149592e+01;2.509124966385e-02;1.597700185193e+01;1.491520049176e+01;3.711913219188e+04;3.308084038332e+04;1.901497166901e+00;1.381098529093e+00;1.376800515565e+00;2.357949209713e+03;1.387495430047e+01;1.098858983645e+01;1.155331036516e+00;2.159983235600e+03;1.039779230258e+06;1.077646967919e+01;3.711720898474e+04;1.007852674681e+02
7.780000000000e+03;7.780000000000e+03;1.013250000000e-01;4.010637784955e+01;2.493369019140e-02;1.591759468629e+01;1.495063287616e+01;3.739444051242e+04;3.333063031206e+04;1.907348918023e+00;1.385008064153e+00;1.377139214846e+00;2.365678475809e+03;1.365561123861e+01;1.082344272860e+01;1.156193166530e+00;2.167605407910e+03;1.047491552425e+06;1.085640165279e+01;3.739251730528e+04;1.007852674681e+02
7.800000000000e+03;7.800000000000e+03;1.013250000000e-01;4.035609181933e+01;2.477940640231e-02;1.585976693187e+01;1.498540883644e+01;3.766534393570e+04;3.357623141030e+04;1.913120498284e+00;1.388875089400e+00;1.377460444704e+00;2.373308460700e+03;1.343452936337e+01;1.065658752108e+01;1.157074806827e+00;2.175171858115e+03;1.055080478442e+06;1.093505472523e+01;3.766342072856e+04;1.007852674681e+02
7.820000000000e+03;7.820000000000e+03;1.013250000000e-01;4.060363456211e+01;2.462833711279e-02;1.580349545474e+01;1.501952778724e+01;3.793181163514e+04;3.381761678698e+04;1.918810356038e+00;1.392698267493e+00;1.377764588945e+00;2.380838989585e+03;1.321210188935e+01;1.048830777235e+01;1.157976319551e+00;2.182682671335e+03;1.062545144751e+06;1.101241994643e+01;3.792988842800e+04;1.007852674681e+02
7.840000000000e+03;7.840000000000e+03;1.013250000000e-01;4.084897201293e+01;2.448042020944e-02;1.574875612137e+01;1.505299013761e+01;3.819382053517e+04;3.405476681789e+04;1.924417085574e+00;1.396476343085e+00;1.378052048718e+00;2.388270043949e+03;1.298871051132e+01;1.031888146326e+01;1.158898063530e+00;2.190138051378e+03;1.069884904928e+06;1.108849061672e+01;3.819189732803e+04;1.007852674681e+02
7.860000000000e+03;7.860000000000e+03;1.013250000000e-01;4.109207478632e+01;2.433559281686e-02;1.569552389910e+01;1.508579725015e+01;3.845135506987e+04;3.428766891436e+04;1.929939424439e+00;1.400208142231e+00;1.378323240832e+00;2.395601755308e+03;1.276472433001e+01;1.014858011677e+01;1.159840393207e+00;2.197538315165e+03;1.077099322919e+06;1.116326221676e+01;3.844943186273e+04;1.007852674681e+02
7.880000000000e+03;7.880000000000e+03;1.013250000000e-01;4.133291806264e+01;2.419379145901e-02;1.564377295419e+01;1.511795139804e+01;3.870440692147e+04;3.451631727321e+04;1.935376250272e+00;1.403892571473e+00;1.378578596112e+00;2.402834398654e+03;1.254049890990e+01;9.977667991414e+00;1.160803657520e+00;2.204883886868e+03;1.084188165713e+06;1.123673233158e+01;3.870248371433e+04;1.007852674681e+02
7.900000000000e+03;7.900000000000e+03;1.013250000000e-01;4.157148146086e+01;2.405495221385e-02;1.559347674722e+01;1.514945572047e+01;3.895297474128e+04;3.474071261062e+04;1.940726577202e+00;1.407528616620e+00;1.378818557780e+00;2.409968385657e+03;1.231637546855e+01;9.806401351177e+00;1.161788198759e+00;2.212175291781e+03;1.091151395531e+06;1.130890056962e+01;3.895105153414e+04;1.007852674681e+02
7.920000000000e+03;7.920000000000e+03;1.013250000000e-01;4.180774889935e+01;2.391901086106e-02;1.554460812533e+01;1.518031417673e+01;3.919706385574e+04;3.496086188228e+04;1.945989551850e+00;1.411115341258e+00;1.379043579893e+00;2.417004257681e+03;1.209268019579e+01;9.635027813379e+00;1.162794351381e+00;2.219413149982e+03;1.097989161583e+06;1.137976847734e+01;3.919514064859e+04;1.007852674681e+02
7.940000000000e+03;7.940000000000e+03;1.013250000000e-01;4.204170844621e+01;2.378590302246e-02;1.549713941132e+01;1.521053149929e+01;3.943668596010e+04;3.517677799224e+04;1.951164448994e+00;1.414651885009e+00;1.379254125817e+00;2.423942678651e+03;1.186972369973e+01;9.463785775447e+00;1.163822440793e+00;2.226598169821e+03;1.104701791494e+06;1.144933945028e+01;3.943476275296e+04;1.007852674681e+02
7.960000000000e+03;7.960000000000e+03;1.013250000000e-01;4.227335216053e+01;2.365556429503e-02;1.545104248921e+01;1.524011314625e+01;3.967185880231e+04;3.538847949282e+04;1.956250666922e+00;1.418137461563e+00;1.379450666768e+00;2.430784427840e+03;1.164780057559e+01;9.292903920519e+00;1.164872782108e+00;2.233731141275e+03;1.111289782443e+06;1.151761864133e+01;3.966993559516e+04;1.007852674681e+02
7.980000000000e+03;7.980000000000e+03;1.013250000000e-01;4.250267592622e+01;2.352793037633e-02;1.540628888618e+01;1.526906525346e+01;3.990260585939e+04;3.559599027794e+04;1.961247722543e+00;1.421571356520e+00;1.379633680398e+00;2.437530392595e+03;1.142718909238e+01;9.122600801104e+00;1.165945678868e+00;2.240812929200e+03;1.117753792102e+06;1.158461286671e+01;3.990068265225e+04;1.007852674681e+02
8.000000000000e+03;8.000000000000e+03;1.013250000000e-01;4.272973811491e+01;2.340290495839e-02;1.536284841722e+01;1.529739605529e+01;4.012896220068e+04;3.579934505973e+04;1.966155351801e+00;1.424952980067e+00;1.379803670230e+00;2.444181693502e+03;1.120814332625e+01;8.953079943748e+00;1.167041386208e+00;2.247845979857e+03;1.124094802882e+06;1.165033230832e+01;4.012703899354e+04;1.007852674681e+02
8.020000000000e+03;8.020000000000e+03;1.013250000000e-01;4.295442368039e+01;2.328048927954e-02;1.532069504374e+01;1.532510993287e+01;4.035094921065e+04;3.599856573640e+04;1.970973859833e+00;1.428282423429e+00;1.379960872935e+00;2.450738959067e+03;1.099092464534e+01;8.784548621817e+00;1.168160232227e+00;2.254828228448e+03;1.130313413836e+06;1.171478317485e+01;4.034902600351e+04;1.007852674681e+02
8.040000000000e+03;8.040000000000e+03;1.013250000000e-01;4.317679815634e+01;2.316058722972e-02;1.527979819008e+01;1.535221627173e+01;4.056861197839e+04;3.619369634260e+04;1.975704230404e+00;1.431560263543e+00;1.380105525921e+00;2.457203249290e+03;1.077575479889e+01;8.617189717473e+00;1.169302411594e+00;2.261762220866e+03;1.136410888061e+06;1.177797855729e+01;4.056668877125e+04;1.007852674681e+02
8.060000000000e+03;8.060000000000e+03;1.013250000000e-01;4.339687096199e+01;2.304313601034e-02;1.524012869832e+01;1.537872344806e+01;4.078199363136e+04;3.638477905131e+04;1.980346785614e+00;1.434786432116e+00;1.380238020994e+00;2.463575720312e+03;1.056284616051e+01;8.451178994407e+00;1.170468154807e+00;2.268649039943e+03;1.142388433705e+06;1.183993097710e+01;4.078007042422e+04;1.007852674681e+02
8.080000000000e+03;8.080000000000e+03;1.013250000000e-01;4.361465444469e+01;2.292807343615e-02;1.520165740494e+01;1.540464028179e+01;4.099114138074e+04;3.657185982254e+04;1.984901943951e+00;1.437960924395e+00;1.380358749864e+00;2.469857599496e+03;1.035239476040e+01;8.286681107927e+00;1.171657672967e+00;2.275489808239e+03;1.148247373313e+06;1.190065414140e+01;4.098921817360e+04;1.007852674681e+02
8.100000000000e+03;8.100000000000e+03;1.013250000000e-01;4.383016369608e+01;2.281533801548e-02;1.516435519926e+01;1.542997599214e+01;4.119610619692e+04;3.675498809743e+04;1.989370214262e+00;1.441083795832e+00;1.380468103254e+00;2.476050178798e+03;1.014458053770e+01;8.123849605153e+00;1.172871156348e+00;2.282285681349e+03;1.153989134739e+06;1.196016284875e+01;4.119418298978e+04;1.007852674681e+02
8.120000000000e+03;8.120000000000e+03;1.013250000000e-01;4.404341636918e+01;2.270486902328e-02;1.512819307771e+01;1.545474015436e+01;4.139694249079e+04;3.693421649812e+04;1.993752189751e+00;1.444155158744e+00;1.380566470077e+00;2.482154808317e+03;9.939567660808e+00;7.962826982139e+00;1.174108772961e+00;2.289037841338e+03;1.159615242217e+06;1.201847289658e+01;4.139501928365e+04;1.007852674681e+02
8.140000000000e+03;8.140000000000e+03;1.013250000000e-01;4.425443249750e+01;2.259660656719e-02;1.509314219434e+01;1.547894265787e+01;4.159370780203e+04;3.710960053433e+04;1.998048542047e+00;1.447175178970e+00;1.380654236669e+00;2.488172890049e+03;9.737504908002e+00;7.803744793529e+00;1.175370667125e+00;2.295747490302e+03;1.165127307630e+06;1.207560099076e+01;4.159178459489e+04;1.007852674681e+02
8.160000000000e+03;8.160000000000e+03;1.013250000000e-01;4.446323431669e+01;2.249049164704e-02;1.505917390741e+01;1.550259366597e+01;4.178646249559e+04;3.728119831792e+04;2.002260015363e+00;1.450144072542e+00;1.380731786086e+00;2.494105871844e+03;9.538526100710e+00;7.646723810274e+00;1.176656958052e+00;2.302415844113e+03;1.170527022005e+06;1.213156465741e+01;4.178453928845e+04;1.007852674681e+02
8.180000000000e+03;8.180000000000e+03;1.013250000000e-01;4.466984608978e+01;2.238646620788e-02;1.502625982235e+01;1.552570357709e+01;4.197526946722e+04;3.744907028613e+04;2.006387420767e+00;1.453062102405e+00;1.380799497452e+00;2.499955241611e+03;9.342750582086e+00;7.491874220792e+00;1.177967738448e+00;2.309044126323e+03;1.175816147265e+06;1.218638215745e+01;4.197334626008e+04;1.007852674681e+02
8.200000000000e+03;8.200000000000e+03;1.013250000000e-01;4.487429393647e+01;2.228447318671e-02;1.499437183096e+01;1.554828298778e+01;4.216019385906e+04;3.761327893446e+04;2.010431630592e+00;1.455929575172e+00;1.380857745372e+00;2.505722521753e+03;9.150283733732e+00;7.339295871028e+00;1.179303073142e+00;2.315633562294e+03;1.180996508263e+06;1.224007240400e+01;4.215827065191e+04;1.007852674681e+02
8.220000000000e+03;8.220000000000e+03;1.013250000000e-01;4.507660566697e+01;2.218445655354e-02;1.496348214723e+01;1.557034265742e+01;4.234130278579e+04;3.777388855970e+04;2.014393573000e+00;1.458746837955e+00;1.380906899393e+00;2.511409263858e+03;8.961217523825e+00;7.189078538862e+00;1.180662997748e+00;2.322185373523e+03;1.186069985111e+06;1.229265488288e+01;4.233937957865e+04;1.007852674681e+02
8.240000000000e+03;8.240000000000e+03;1.013250000000e-01;4.527681062110e+01;2.208636134662e-02;1.493356333961e+01;1.559189347472e+01;4.251866507211e+04;3.793096501365e+04;2.018274226712e+00;1.461514275258e+00;1.380947323526e+00;2.517017043647e+03;8.775631080210e+00;7.041302238410e+00;1.182047517368e+00;2.328700772213e+03;1.191038505821e+06;1.234414957639e+01;4.251674186497e+04;1.007852674681e+02
8.260000000000e+03;8.260000000000e+03;1.013250000000e-01;4.547493951287e+01;2.199013370247e-02;1.490458836021e+01;1.561294642607e+01;4.269235100182e+04;3.808457546794e+04;2.022074615928e+00;1.464232305958e+00;1.380979375813e+00;2.522547456183e+03;8.593591282461e+00;6.896037549913e+00;1.183456605339e+00;2.335180956080e+03;1.195904039282e+06;1.239457689047e+01;4.269042779468e+04;1.007852674681e+02
8.280000000000e+03;8.280000000000e+03;1.013250000000e-01;4.567102428089e+01;2.189572088092e-02;1.487653057070e+01;1.563351256572e+01;4.286243207884e+04;3.823478819029e+04;2.025795805431e+00;1.466901380384e+00;1.381003407946e+00;2.528002111344e+03;8.415153367344e+00;6.753345971055e+00;1.184890202046e+00;2.341627103417e+03;1.200668588562e+06;1.244395758529e+01;4.286050887169e+04;1.007852674681e+02
8.300000000000e+03;8.300000000000e+03;1.013250000000e-01;4.586509794498e+01;2.180307128526e-02;1.484936376537e+01;1.565360298772e+01;4.302898080052e+04;3.838167233231e+04;2.029438895901e+00;1.469521977482e+00;1.381019764930e+00;2.533382629562e+03;8.240361542512e+00;6.613280285738e+00;1.186348213786e+00;2.348040368428e+03;1.205334184559e+06;1.249231270946e+01;4.302705759338e+04;1.007852674681e+02
8.320000000000e+03;8.320000000000e+03;1.013250000000e-01;4.605719446906e+01;2.171213447818e-02;1.482306219132e+01;1.567322879978e+01;4.319207044326e+04;3.852529772893e+04;2.033005019431e+00;1.472094602091e+00;1.381028784797e+00;2.538690637823e+03;8.069249603753e+00;6.475884946564e+00;1.187830511717e+00;2.354421876831e+03;1.209902879992e+06;1.253966353777e+01;4.319014723612e+04;1.007852674681e+02
8.340000000000e+03;8.340000000000e+03;1.013250000000e-01;4.624734863054e+01;2.162286119338e-02;1.479760056595e+01;1.569240109889e+01;4.335177486036e+04;3.866573470963e+04;2.036495335257e+00;1.474619782330e+00;1.381030798353e+00;2.543927765926e+03;7.901841551532e+00;6.341196467515e+00;1.189336930880e+00;2.360772721746e+03;1.214376743745e+06;1.258603151251e+01;4.334985165322e+04;1.007852674681e+02
8.360000000000e+03;8.360000000000e+03;1.013250000000e-01;4.643559589628e+01;2.153520334344e-02;1.477295409195e+01;1.571113094864e+01;4.350816829232e+04;3.880305392120e+04;2.039911025708e+00;1.477098067091e+00;1.381026128973e+00;2.549095643000e+03;7.738152203014e+00;6.209243823535e+00;1.190867269311e+00;2.367093959866e+03;1.218757855546e+06;1.263143818838e+01;4.350624508518e+04;1.007852674681e+02
8.380000000000e+03;8.380000000000e+03;1.013250000000e-01;4.662197230509e+01;2.144911402409e-02;1.474909846992e+01;1.572942935837e+01;4.366132518919e+04;3.893732616203e+04;2.043253292363e+00;1.479530023652e+00;1.381015092427e+00;2.554195894271e+03;7.578187796182e+00;6.080048854014e+00;1.192421287249e+00;2.373386607933e+03;1.223048300994e+06;1.267590518092e+01;4.365940198205e+04;1.007852674681e+02
8.400000000000e+03;8.400000000000e+03;1.013250000000e-01;4.680651435697e+01;2.136454751519e-02;1.472600990874e+01;1.574730726393e+01;4.381132004494e+04;3.906862222772e+04;2.046523352433e+00;1.481916235398e+00;1.380997996748e+00;2.559230138074e+03;7.421946583076e+00;5.953626667376e+00;1.193998706450e+00;2.379651639501e+03;1.227250166919e+06;1.271945411845e+01;4.380939683779e+04;1.007852674681e+02
8.420000000000e+03;8.420000000000e+03;1.013250000000e-01;4.698925890866e+01;2.128145927868e-02;1.470366513390e+01;1.576477551008e+01;4.395822724358e+04;3.919701276774e+04;2.049722435350e+00;1.484257299666e+00;1.380975142121e+00;2.564199983095e+03;7.269419409592e+00;5.829986044284e+00;1.195599209610e+00;2.385889982001e+03;1.231365537069e+06;1.276210659731e+01;4.395630403644e+04;1.007852674681e+02
8.440000000000e+03;8.440000000000e+03;1.013250000000e-01;4.717024307597e+01;2.119980595371e-02;1.468204139379e+01;1.578184483444e+01;4.410212091671e+04;3.932256815293e+04;2.052851779575e+00;1.486553825701e+00;1.380946820817e+00;2.569107025852e+03;7.120590279611e+00;5.709129837189e+00;1.197222439908e+00;2.392102514117e+03;1.235396488123e+06;1.280388414061e+01;4.410019770956e+04;1.007852674681e+02
8.460000000000e+03;8.460000000000e+03;1.013250000000e-01;4.734950414210e+01;2.111954534939e-02;1.466111646433e+01;1.579852585297e+01;4.424307481214e+04;3.944535835335e+04;2.055912629604e+00;1.488806432731e+00;1.380913317142e+00;2.573952848390e+03;6.975436901658e+00;5.591055364213e+00;1.198868000676e+00;2.398290063460e+03;1.239345086008e+06;1.284480816000e+01;4.424115160500e+04;1.007852674681e+02
8.480000000000e+03;8.480000000000e+03;1.013250000000e-01;4.752707947255e+01;2.104063643502e-02;1.464086865181e+01;1.581482904692e+01;4.438116217334e+04;3.956545282641e+04;2.058906233186e+00;1.491015748152e+00;1.380874907417e+00;2.578739016188e+03;6.833931216518e+00;5.475754795605e+00;1.200535455194e+00;2.404453404549e+03;1.243213382523e+06;1.288489992072e+01;4.437923896620e+04;1.007852674681e+02
8.500000000000e+03;8.500000000000e+03;1.013250000000e-01;4.770300643581e+01;2.096303932847e-02;1.462127679426e+01;1.583076475102e+01;4.451645562916e+04;3.968292041457e+04;2.061833838733e+00;1.493182405826e+00;1.380831859985e+00;2.583467076271e+03;6.696039904645e+00;5.363215531217e+00;1.202224326631e+00;2.410593257095e+03;1.247003412247e+06;1.292418050954e+01;4.451453242202e+04;1.007852674681e+02
8.520000000000e+03;8.520000000000e+03;1.013250000000e-01;4.787732233007e+01;2.088671528257e-02;1.460232026139e+01;1.584634314319e+01;4.464902709353e+04;3.979782925252e+04;2.064696692926e+00;1.495307044489e+00;1.380784435234e+00;2.588138555510e+03;6.561724872409e+00;5.253420567697e+00;1.203934098118e+00;2.416710284590e+03;1.250717189736e+06;1.296267080570e+01;4.464710388639e+04;1.007852674681e+02
8.540000000000e+03;8.540000000000e+03;1.013250000000e-01;4.805006431550e+01;2.081162666992e-02;1.458397895323e+01;1.586157423525e+01;4.477894767466e+04;3.991024668322e+04;2.067496038499e+00;1.497390306266e+00;1.380732885639e+00;2.592754959110e+03;6.430943716503e+00;5.146348854273e+00;1.205664212980e+00;2.422805093193e+03;1.254356706972e+06;1.300039145446e+01;4.477702446752e+04;1.007852674681e+02
8.560000000000e+03;8.560000000000e+03;1.013250000000e-01;4.822126935211e+01;2.073773696619e-02;1.456623329759e+01;1.587646786500e+01;4.490628759331e+04;4.002023918243e+04;2.070233112212e+00;1.499432835288e+00;1.380677455829e+00;2.597317769267e+03;6.303650166073e+00;5.041975636217e+00;1.207414075102e+00;2.428878230917e+03;1.257923931077e+06;1.303736284347e+01;4.490436438617e+04;1.007852674681e+02
8.580000000000e+03;8.580000000000e+03;1.013250000000e-01;4.839097414292e+01;2.066501073210e-02;1.454906424648e+01;1.589103368926e+01;4.503111610967e+04;4.012787229141e+04;2.072909142983e+00;1.501435276407e+00;1.380618382661e+00;2.601828443994e+03;6.179794502317e+00;4.940272785255e+00;1.209183049460e+00;2.434930187104e+03;1.261420802264e+06;1.307360508146e+01;4.502919290252e+04;1.007852674681e+02
