"";"Temperature (K)";"Pressure (MPa)";"Volume (m3/kg)";"Density (kg/m3)";"mol_mass (g/mol)";"Entropy (kJ/kg/K)";"Enthalpy (kJ/kg)";"Internal energy (kJ/kg)";"Cp(fr) (kJ/kg/K)";"Cv(fr) (kJ/kg/K)";"gamma(fr)";"Sound speed(fr) (m/s)";"Cp(eq) (kJ/kg/K)";"Cv(eq) (kJ/kg/K)";"gamma(eq)";"Sound speed(eq) (m/s)";"Energy Input (J/mol) ";"Energy Input (eV/molecule)";"Energy Input (kJ/kg)";"Flow rate (kg/h)"
1.560000000000e+03;1.560000000000e+03;2.026500000000e-01;2.284765870153e+00;4.376816080210e-01;2.801337342215e+01;8.473375925777e+00;1.445838169468e+03;9.828272795629e+02;1.250343337049e+00;9.535418817336e-01;1.311262107099e+00;7.791840749351e+02;1.250343336807e+00;9.535412188913e-01;1.311263018995e+00;7.791822702995e+02;4.044896772016e+04;4.192207937089e-01;1.443914962327e+03;1.007852674681e+02
1.580000000000e+03;1.580000000000e+03;2.026500000000e-01;2.314057746460e+00;4.321413333482e-01;2.801337331104e+01;8.489316140809e+00;1.470864007542e+03;1.001917080587e+03;1.252234561015e+00;9.554331045221e-01;1.310645983574e+00;7.839786899252e+02;1.252234560768e+00;9.554324416798e-01;1.310646893241e+00;7.839768731383e+02;4.115002653791e+04;4.264867006178e-01;1.468940800400e+03;1.007852674681e+02
1.600000000000e+03;1.600000000000e+03;2.026500000000e-01;2.343349622736e+00;4.267395655765e-01;2.801337320207e+01;8.505079331398e+00;1.495927187531e+03;1.021044223526e+03;1.254077878142e+00;9.572764204943e-01;1.310047809905e+00;7.887449266451e+02;1.254077877891e+00;9.572757576520e-01;1.310048717411e+00;7.887430977744e+02;4.185213142968e+04;4.337634492367e-01;1.494003980390e+03;1.007852674681e+02
1.620000000000e+03;1.620000000000e+03;2.026500000000e-01;2.372641498982e+00;4.214711748189e-01;2.801337309518e+01;8.520669312964e+00;1.521026771087e+03;1.040207770032e+03;1.255875247109e+00;9.590737883286e-01;1.309466760944e+00;7.934832478968e+02;1.255875246854e+00;9.590731254863e-01;1.309467666353e+00;7.934814070088e+02;4.255525610914e+04;4.410507671292e-01;1.519103563946e+03;1.007852674681e+02
1.640000000000e+03;1.640000000000e+03;2.026500000000e-01;2.401933513087e+00;4.163312575271e-01;2.801337299031e+01;8.536089800839e+00;1.546161857875e+03;1.059406819769e+03;1.257628512006e+00;9.608270521146e-01;1.308902064360e+00;7.981941063632e+02;1.257628511746e+00;9.608263892722e-01;1.308902967732e+00;7.981922764344e+02;4.325937535482e+04;4.483483928952e-01;1.544238650733e+03;1.007852674681e+02
1.660000000000e+03;1.660000000000e+03;2.026500000000e-01;2.431225543309e+00;4.113151915305e-01;2.801337288740e+01;8.551344365051e+00;1.571331583364e+03;1.078640508208e+03;1.259339410568e+00;9.625379495864e-01;1.308352996481e+00;8.028779447626e+02;1.259339410304e+00;9.625372867441e-01;1.308353897874e+00;8.028761282369e+02;4.396446494832e+04;4.556560755304e-01;1.569408376222e+03;1.007852674681e+02
1.680000000000e+03;1.680000000000e+03;2.026500000000e-01;2.460517568316e+00;4.064185571674e-01;2.801337278639e+01;8.566436479864e+00;1.596535116779e+03;1.097908004573e+03;1.261009581726e+00;9.642081196741e-01;1.307818878514e+00;8.075351960169e+02;1.261009581458e+00;9.642074568318e-01;1.307819777983e+00;8.075333917953e+02;4.467050161679e+04;4.629735738307e-01;1.594611909638e+03;1.007852674681e+02
1.700000000000e+03;1.700000000000e+03;2.026500000000e-01;2.489809588458e+00;4.016371390951e-01;2.801337268723e+01;8.581369517652e+00;1.621771659196e+03;1.117208509939e+03;1.262640572539e+00;9.658391094364e-01;1.307299073109e+00;8.121662834290e+02;1.262640573598e+00;9.658384478865e-01;1.307299970335e+00;8.121644903770e+02;4.537746297962e+04;4.703006558393e-01;1.619848452054e+03;1.007852674681e+02
1.720000000000e+03;1.720000000000e+03;2.026500000000e-01;2.519101604055e+00;3.969669180434e-01;2.801337258985e+01;8.596146750043e+00;1.647040441765e+03;1.136541255458e+03;1.264233844567e+00;9.674323804327e-01;1.306792981233e+00;8.167716208696e+02;1.264233846220e+00;9.674317194628e-01;1.306793876474e+00;8.167698381047e+02;4.608532749874e+04;4.776370983314e-01;1.645117234623e+03;1.007852674681e+02
1.740000000000e+03;1.740000000000e+03;2.026500000000e-01;2.548393615402e+00;3.924040595441e-01;2.801337249422e+01;8.610771351621e+00;1.672340724064e+03;1.155905500706e+03;1.265790779733e+00;9.689893145860e-01;1.306300039309e+00;8.213516129676e+02;1.265790782225e+00;9.689886544327e-01;1.306300932548e+00;8.213498395895e+02;4.679407443241e+04;4.849826863357e-01;1.670417516922e+03;1.007852674681e+02
1.760000000000e+03;1.760000000000e+03;2.026500000000e-01;2.577685622769e+00;3.879449034308e-01;2.801337240026e+01;8.625246403483e+00;1.697671792560e+03;1.175300532151e+03;1.267312685723e+00;9.705112195807e-01;1.305819716614e+00;8.259066553067e+02;1.267312689388e+00;9.705105605677e-01;1.305820607807e+00;8.259048904683e+02;4.750368379214e+04;4.923372126878e-01;1.695748585419e+03;1.007852674681e+02
1.780000000000e+03;1.780000000000e+03;2.026500000000e-01;2.606977626406e+00;3.835859540455e-01;2.801337230794e+01;8.639574896662e+00;1.723032959176e+03;1.194725661715e+03;1.268800800961e+00;9.719993338399e-01;1.305351512895e+00;8.304371346234e+02;1.268800806252e+00;9.719986764064e-01;1.305352401966e+00;8.304353775232e+02;4.821413630253e+04;4.997004776135e-01;1.721109752034e+03;1.007852674681e+02
1.800000000000e+03;1.800000000000e+03;2.026500000000e-01;2.636265829503e+00;3.793244174425e-01;2.801337221719e+01;8.653759307912e+00;1.748423559949e+03;1.214180225436e+03;1.270256299199e+00;9.734548311165e-01;1.304894956186e+00;8.349434290063e+02;1.270256306728e+00;9.734541758540e-01;1.304895843015e+00;8.349410775938e+02;4.892541336377e+04;5.070722883411e-01;1.746500352808e+03;1.007852674681e+02
1.820000000000e+03;1.820000000000e+03;2.026500000000e-01;2.665557896264e+00;3.751559856950e-01;2.801337212796e+01;8.667803325280e+00;1.773842953788e+03;1.233663582222e+03;1.271680293761e+00;9.748788247337e-01;1.304449600809e+00;8.394259080961e+02;1.271680304346e+00;9.748781724330e-01;1.304450485220e+00;8.394235773461e+02;4.963749701666e+04;5.144524587380e-01;1.771919746646e+03;1.007852674681e+02
1.840000000000e+03;1.840000000000e+03;2.026500000000e-01;2.694849956843e+00;3.710781735586e-01;2.801337204020e+01;8.681709248158e+00;1.799290521297e+03;1.253175112677e+03;1.273073841462e+00;9.762723715045e-01;1.304015025541e+00;8.438849332854e+02;1.273073856189e+00;9.762717232152e-01;1.304015907287e+00;8.438826218176e+02;5.035036990988e+04;5.218408089717e-01;1.797367314156e+03;1.007852674681e+02
1.860000000000e+03;1.860000000000e+03;2.026500000000e-01;2.724142011607e+00;3.670880577221e-01;2.801337195384e+01;8.695479738825e+00;1.824765663692e+03;1.272714218016e+03;1.274437946230e+00;9.776364753577e-01;1.303590831923e+00;8.483208579160e+02;1.274437966531e+00;9.776358324634e-01;1.303591710669e+00;8.483185644010e+02;5.106401526940e+04;5.292371651931e-01;1.822842456551e+03;1.007852674681e+02
1.880000000000e+03;1.880000000000e+03;2.026500000000e-01;2.753434060895e+00;3.631828392778e-01;2.801337186882e+01;8.709117384609e+00;1.850267801773e+03;1.292280319039e+03;1.275773562469e+00;9.789720906954e-01;1.303176642720e+00;8.527340274758e+02;1.275773590221e+00;9.789714550082e-01;1.303177518011e+00;8.527317506199e+02;5.177841686986e+04;5.366413592393e-01;1.848344594631e+03;1.007852674681e+02
1.900000000000e+03;1.900000000000e+03;2.026500000000e-01;2.782726105023e+00;3.593598371736e-01;2.801337178506e+01;8.722624700550e+00;1.875796374967e+03;1.311872855172e+03;1.277081598165e+00;9.802801255045e-01;1.302772100483e+00;8.571247797918e+02;1.277081635810e+00;9.802794993821e-01;1.302772971721e+00;8.571225183207e+02;5.249355900775e+04;5.440532283563e-01;1.873873167826e+03;1.007852674681e+02
1.920000000000e+03;1.920000000000e+03;2.026500000000e-01;2.812018144287e+00;3.556164820741e-01;2.801337170248e+01;8.736004131960e+00;1.901350840437e+03;1.331491283577e+03;1.278362917778e+00;9.815614442423e-01;1.302376866244e+00;8.614934452217e+02;1.278362968476e+00;9.815608307335e-01;1.302377732646e+00;8.614911978616e+02;5.320942647630e+04;5.514726149383e-01;1.899427633296e+03;1.007852674681e+02
1.940000000000e+03;1.940000000000e+03;2.026500000000e-01;2.841310178964e+00;3.519503106009e-01;2.801337162099e+01;8.749258056881e+00;1.926930672236e+03;1.351135078305e+03;1.279618344914e+00;9.828168705153e-01;1.301990618296e+00;8.658403468414e+02;1.279618412728e+00;9.828162735385e-01;1.301991478852e+00;8.658381122980e+02;5.392600454200e+04;5.588993662842e-01;1.925007465095e+03;1.007852674681e+02
1.960000000000e+03;1.960000000000e+03;2.026500000000e-01;2.870602209313e+00;3.483589599268e-01;2.801337154049e+01;8.762388788437e+00;1.952535360523e+03;1.370803729515e+03;1.280848664819e+00;9.840471895670e-01;1.301613051080e+00;8.701658006294e+02;1.280848754942e+00;9.840466141296e-01;1.301613904490e+00;8.701635775631e+02;5.464327892243e+04;5.663333343685e-01;1.950612153382e+03;1.007852674681e+02
1.980000000000e+03;1.980000000000e+03;2.026500000000e-01;2.899894235580e+00;3.448401626965e-01;2.801337146083e+01;8.775398577097e+00;1.978164410822e+03;1.390496742727e+03;1.282054626688e+00;9.852531505915e-01;1.301243874143e+00;8.744701156478e+02;1.282054745722e+00;9.852526030559e-01;1.301244718755e+00;8.744679026447e+02;5.536123576567e+04;5.737743756270e-01;1.976241203681e+03;1.007852674681e+02
2.000000000000e+03;2.000000000000e+03;2.026500000000e-01;2.929186257997e+00;3.413917422527e-01;2.801337138187e+01;8.788289612847e+00;2.003817343331e+03;1.410213638137e+03;1.283236945818e+00;9.864354688851e-01;1.300882811187e+00;8.787535942191e+02;1.283237102110e+00;9.864349572921e-01;1.300883644913e+00;8.787513897575e+02;5.607986163080e+04;5.812223507557e-01;2.001894136190e+03;1.007852674681e+02
2.020000000000e+03;2.020000000000e+03;2.026500000000e-01;2.958478276786e+00;3.380116081456e-01;2.801337130342e+01;8.801064027273e+00;2.029493692270e+03;1.429953949961e+03;1.284396305614e+00;9.875948278504e-01;1.300529599178e+00;8.830165320995e+02;1.284396509661e+00;9.875943623073e-01;1.300530419396e+00;8.830143345102e+02;5.679914346975e+04;5.886771245218e-01;2.027570485129e+03;1.007852674681e+02
2.040000000000e+03;2.040000000000e+03;2.026500000000e-01;2.987770292160e+00;3.346977519068e-01;2.801337122527e+01;8.813723895563e+00;2.055193005271e+03;1.449717225826e+03;1.285533359455e+00;9.887318808630e-01;1.300183987526e+00;8.872592186480e+02;1.285533624389e+00;9.887314740103e-01;1.300184790961e+00;8.872570260676e+02;5.751906861017e+04;5.961385655866e-01;2.053269798129e+03;1.007852674681e+02
2.060000000000e+03;2.060000000000e+03;2.026500000000e-01;3.017062304327e+00;3.314482430694e-01;2.801337114714e+01;8.826271238426e+00;2.080914842807e+03;1.469503026201e+03;1.286648732431e+00;9.898472530118e-01;1.299845737326e+00;8.914819369917e+02;1.286649074601e+00;9.898469205791e-01;1.299846519912e+00;8.914797473074e+02;5.823962473940e+04;6.036065463394e-01;2.078991635665e+03;1.007852674681e+02
2.080000000000e+03;2.080000000000e+03;2.026500000000e-01;3.046354313490e+00;3.282612254168e-01;2.801337106871e+01;8.838708023943e+00;2.106658777653e+03;1.489310923853e+03;1.287743022974e+00;9.909415427231e-01;1.299514620645e+00;8.956849641870e+02;1.287743462634e+00;9.909413041902e-01;1.299515377358e+00;8.956827749720e+02;5.896079988944e+04;6.110809427417e-01;2.104735570512e+03;1.007852674681e+02
2.100000000000e+03;2.100000000000e+03;2.026500000000e-01;3.075646319849e+00;3.251349134477e-01;2.801337098958e+01;8.851036169337e+00;2.132424394388e+03;1.509140503351e+03;1.288816804366e+00;9.920153232771e-01;1.299190419870e+00;8.998685713765e+02;1.288817366492e+00;9.920152026547e-01;1.299191144535e+00;8.998663798141e+02;5.968258242290e+04;6.185616341812e-01;2.130501187247e+03;1.007852674681e+02
2.120000000000e+03;2.120000000000e+03;2.026500000000e-01;3.104938323608e+00;3.220675890392e-01;2.801337090928e+01;8.863257542681e+00;2.158211288918e+03;1.528991360590e+03;1.289870626164e+00;9.930691442240e-01;1.298872927093e+00;9.040330239423e+02;1.289871341414e+00;9.930691709735e-01;1.298873612157e+00;9.040308267367e+02;6.040496101974e+04;6.260485033350e-01;2.156288081777e+03;1.007852674681e+02
2.140000000000e+03;2.140000000000e+03;2.026500000000e-01;3.134230324974e+00;3.190575982984e-01;2.801337082723e+01;8.875373964535e+00;2.184019068040e+03;1.548863102352e+03;1.290905015517e+00;9.941035327083e-01;1.298561943544e+00;9.081785816551e+02;1.290905921360e+00;9.941037428203e-01;1.298562579809e+00;9.081763749275e+02;6.112792466500e+04;6.335414360418e-01;2.182095860898e+03;1.007852674681e+02
2.160000000000e+03;2.160000000000e+03;2.026500000000e-01;3.163522324160e+00;3.161033485880e-01;2.801337074272e+01;8.887387209525e+00;2.209847349027e+03;1.568755345896e+03;1.291920478413e+00;9.951189947082e-01;1.298257279062e+00;9.123054988194e+02;1.291921620443e+00;9.951194319607e-01;1.298257855376e+00;9.123032779870e+02;6.185146263723e+04;6.410403211827e-01;2.207924141885e+03;1.007852674681e+02
2.180000000000e+03;2.180000000000e+03;2.026500000000e-01;3.192814321394e+00;3.132033057166e-01;2.801337065491e+01;8.899299007859e+00;2.235695759250e+03;1.588667718569e+03;1.292917500829e+00;9.961160161945e-01;1.297958751601e+00;9.164140244147e+02;1.292918934299e+00;9.961167336169e-01;1.297959254500e+00;9.164117840501e+02;6.257556449782e+04;6.485450505696e-01;2.233772552109e+03;1.007852674681e+02
2.200000000000e+03;2.200000000000e+03;2.026500000000e-01;3.222106316917e+00;3.103559912811e-01;2.801337056279e+01;8.911111046788e+00;2.261563935819e+03;1.608599857456e+03;1.293896549828e+00;9.970950642173e-01;1.297666186768e+00;9.205044022333e+02;1.293898341423e+00;9.970961257862e-01;1.297666600064e+00;9.205021359015e+02;6.330022008094e+04;6.560555188422e-01;2.259640728678e+03;1.007852674681e+02
2.220000000000e+03;2.220000000000e+03;2.026500000000e-01;3.251398310993e+00;3.075599801535e-01;2.801337046514e+01;8.922824972008e+00;2.287451525251e+03;1.628551409042e+03;1.294858074569e+00;9.980565879236e-01;1.297379417396e+00;9.245768710141e+02;1.294860304460e+00;9.980580705197e-01;1.297379721702e+00;9.245745710847e+02;6.402541948438e+04;6.635716233720e-01;2.285528318110e+03;1.007852674681e+02
2.240000000000e+03;2.240000000000e+03;2.026500000000e-01;3.280690303911e+00;3.048138981018e-01;2.801337036051e+01;8.934442389022e+00;2.313358183170e+03;1.648522028913e+03;1.295802507266e+00;9.990010195118e-01;1.297098283142e+00;9.286316645726e+02;1.295805271466e+00;9.990030151705e-01;1.297098455328e+00;9.286293220037e+02;6.475115306096e+04;6.710932641738e-01;2.311434976028e+03;1.007852674681e+02
2.260000000000e+03;2.260000000000e+03;2.026500000000e-01;3.309982295995e+00;3.021164195379e-01;2.801337024716e+01;8.945964864435e+00;2.339283574024e+03;1.668511381473e+03;1.296730264083e+00;9.999287751280e-01;1.296822630109e+00;9.326690119276e+02;1.296733677153e+00;9.999313936177e-01;1.296822642685e+00;9.326666160185e+02;6.547741141076e+04;6.786203438251e-01;2.337360366882e+03;1.007852674681e+02
2.280000000000e+03;2.280000000000e+03;2.026500000000e-01;3.339274287608e+00;2.994662653831e-01;2.801337012303e+01;8.957393927223e+00;2.365227370833e+03;1.688519139684e+03;1.297641745976e+00;1.000840255706e+00;1.296552310499e+00;9.366891374247e+02;1.297645944114e+00;1.000843627473e+00;1.296552130909e+00;9.366866755322e+02;6.620418537395e+04;6.861527673916e-01;2.363304163692e+03;1.007852674681e+02
2.300000000000e+03;2.300000000000e+03;2.026500000000e-01;3.368566279164e+00;2.968622010454e-01;2.801336998568e+01;8.968731069940e+00;2.391189254959e+03;1.708544984841e+03;1.298537339483e+00;1.001735847758e+00;1.296287182284e+00;9.406922608559e+02;1.298542484044e+00;1.001740127277e+00;1.296286772107e+00;9.406897180724e+02;6.693146602436e+04;6.936904423608e-01;2.389266047817e+03;1.007852674681e+02
2.320000000000e+03;2.320000000000e+03;2.026500000000e-01;3.397858271136e+00;2.943030345011e-01;2.801336983223e+01;8.979977749893e+00;2.417168915896e+03;1.728588606362e+03;1.299417417466e+00;1.002615924115e+00;1.296027108898e+00;9.446785975763e+02;1.299423698956e+00;1.002621293694e+00;1.296026422946e+00;9.446759563632e+02;6.765924466371e+04;7.012332785820e-01;2.415245708754e+03;1.007852674681e+02
2.340000000000e+03;2.340000000000e+03;2.026500000000e-01;3.427150264064e+00;2.917876144754e-01;2.801336965929e+01;8.991135390273e+00;2.443166051093e+03;1.748649701599e+03;1.300282339813e+00;1.003480844630e+00;1.295771958948e+00;9.486483586176e+02;1.300289982407e+00;1.003487518706e+00;1.295770944253e+00;9.486455983911e+02;6.838751281652e+04;7.087811882139e-01;2.441242843952e+03;1.007852674681e+02
2.360000000000e+03;2.360000000000e+03;2.026500000000e-01;3.456442258574e+00;2.893148287143e-01;2.801336946288e+01;9.002205381253e+00;2.469180365798e+03;1.768727975689e+03;1.301132454090e+00;1.004330956826e+00;1.295521605948e+00;9.526017507988e+02;1.301141720732e+00;1.004339186815e+00;1.295520200616e+00;9.525988474615e+02;6.911626222573e+04;7.163340856786e-01;2.467257158656e+03;1.007852674681e+02
2.380000000000e+03;2.380000000000e+03;2.026500000000e-01;3.485734255388e+00;2.868836023441e-01;2.801336923834e+01;9.013189081042e+00;2.495211572920e+03;1.788823141408e+03;1.301968096168e+00;1.005166596525e+00;1.295275928059e+00;9.565389768335e+02;1.301979294302e+00;1.005176676267e+00;1.295274060001e+00;9.565359022480e+02;6.984548484900e+04;7.238918876238e-01;2.493288365779e+03;1.007852674681e+02
2.400000000000e+03;2.400000000000e+03;2.026500000000e-01;3.515026255341e+00;2.844928963135e-01;2.801336898024e+01;9.024087816917e+00;2.521259392930e+03;1.808934919071e+03;1.302789590798e+00;1.005988088420e+00;1.295034807861e+00;9.604602354349e+02;1.302803078802e+00;1.006000360292e+00;1.295032393363e+00;9.604569568323e+02;7.057517285573e+04;7.314545128918e-01;2.519336185788e+03;1.007852674681e+02
2.420000000000e+03;2.420000000000e+03;2.026500000000e-01;3.544313191342e+00;2.821421093493e-01;2.801336868226e+01;9.034902461819e+00;2.547323553773e+03;1.829063036440e+03;1.303597252167e+00;1.006795746632e+00;1.294798132122e+00;9.643657214178e+02;1.303613446529e+00;1.006810608356e+00;1.294795074262e+00;9.643615112614e+02;7.130531862477e+04;7.390218824953e-01;2.545400346631e+03;1.007852674681e+02
2.440000000000e+03;2.440000000000e+03;2.026500000000e-01;3.573605244659e+00;2.798294527619e-01;2.801336833706e+01;9.045635140016e+00;2.573403790822e+03;1.849207228673e+03;1.304391384412e+00;1.007589875220e+00;1.294565791590e+00;9.682556257983e+02;1.304410767783e+00;1.007607787504e+00;1.294561978476e+00;9.682511383286e+02;7.203591474300e+04;7.465939196035e-01;2.571480583680e+03;1.007852674681e+02
2.460000000000e+03;2.460000000000e+03;2.026500000000e-01;3.602897303151e+00;2.775544002116e-01;2.801336793619e+01;9.056286660065e+00;2.599499846843e+03;1.869367238286e+03;1.305172282116e+00;1.008370768676e+00;1.294337680801e+00;9.721301358905e+02;1.305195412194e+00;1.008392263638e+00;1.294332983625e+00;9.721253198940e+02;7.276695400444e+04;7.541705495321e-01;2.597576639702e+03;1.007852674681e+02
2.480000000000e+03;2.480000000000e+03;2.026500000000e-01;3.632189368366e+00;2.753160418092e-01;2.801336746985e+01;9.066858235151e+00;2.625611472003e+03;1.889542815151e+03;1.305940230759e+00;1.009138712379e+00;1.294113697889e+00;9.759894354018e+02;1.305967750198e+00;1.009164402931e+00;1.294107968777e+00;9.759842319101e+02;7.349842941038e+04;7.617516997454e-01;2.623688264862e+03;1.007852674681e+02
2.500000000000e+03;2.500000000000e+03;2.026500000000e-01;3.661481442079e+00;2.731134967687e-01;2.801336692681e+01;9.077351052209e+00;2.651738423896e+03;1.909733716524e+03;1.306695507167e+00;1.009893983033e+00;1.293893744413e+00;9.798337045250e+02;1.306728154516e+00;1.009924573248e+00;1.293886814058e+00;9.798280458035e+02;7.423033417022e+04;7.693372998642e-01;2.649815216754e+03;1.007852674681e+02
2.520000000000e+03;2.520000000000e+03;2.026500000000e-01;3.690773526328e+00;2.709459122503e-01;2.801336629415e+01;9.087766272781e+00;2.677880467607e+03;1.929939707097e+03;1.307438379913e+00;1.010636849076e+00;1.293677725197e+00;9.836631200290e+02;1.307477001707e+00;1.010673145621e+00;1.293669400254e+00;9.836569284601e+02;7.496266170321e+04;7.769272816842e-01;2.675957260465e+03;1.007852674681e+02
2.540000000000e+03;2.540000000000e+03;2.026500000000e-01;3.720065623443e+00;2.688124622582e-01;2.801336555712e+01;9.098105033863e+00;2.704037375804e+03;1.950160559084e+03;1.308169109715e+00;1.011367571070e+00;1.293465548170e+00;9.874778553471e+02;1.308214673772e+00;1.011410495791e+00;1.293455608412e+00;9.874710421996e+02;7.569540564099e+04;7.845215792026e-01;2.702114168662e+03;1.007852674681e+02
2.560000000000e+03;2.560000000000e+03;2.026500000000e-01;3.749357736095e+00;2.667123465902e-01;2.801336469887e+01;9.108368448715e+00;2.730208928863e+03;1.970396052335e+03;1.308887949801e+00;1.012086402062e+00;1.293257124228e+00;9.912780806636e+02;1.308941559839e+00;1.012137005798e+00;1.293245319423e+00;9.912705447397e+02;7.642855983115e+04;7.921201286547e-01;2.728285721721e+03;1.007852674681e+02
2.580000000000e+03;2.580000000000e+03;2.026500000000e-01;3.778649867336e+00;2.646447898347e-01;2.801336370019e+01;9.118557607671e+00;2.756394915028e+03;1.990645974496e+03;1.309595146256e+00;1.012793587936e+00;1.293052367092e+00;9.950639629987e+02;1.309658057914e+00;1.012853065650e+00;1.293038413611e+00;9.950555891505e+02;7.716211834170e+04;7.997228685603e-01;2.754471707886e+03;1.007852674681e+02
2.600000000000e+03;2.600000000000e+03;2.026500000000e-01;3.807942020646e+00;2.626090404156e-01;2.801336253928e+01;9.128673578918e+00;2.782595130608e+03;2.010910121183e+03;1.310290938360e+00;1.013489367740e+00;1.292851193182e+00;9.988356662917e+02;1.310364576709e+00;1.013559075055e+00;1.292834770298e+00;9.988263237972e+02;7.789607546654e+04;8.073297397802e-01;2.780671923467e+03;1.007852674681e+02
2.620000000000e+03;2.620000000000e+03;2.026500000000e-01;3.837234199996e+00;2.606043696788e-01;2.801336119144e+01;9.138717409264e+00;2.808809380209e+03;2.031188296214e+03;1.310975558892e+00;1.014173973992e+00;1.292653521498e+00;1.002593351483e+03;1.311061537550e+00;1.014255445225e+00;1.292634267372e+00;1.002582892273e+03;7.863042573202e+04;8.149406855844e-01;2.806886173068e+03;1.007852674681e+02
2.640000000000e+03;2.640000000000e+03;2.026500000000e-01;3.866526409899e+00;2.586300710218e-01;2.801335962873e+01;9.148690124894e+00;2.835037477006e+03;2.051480311863e+03;1.311649234436e+00;1.014847632979e+00;1.292459273503e+00;1.006337176592e+03;1.311749376375e+00;1.014942600762e+00;1.292436780833e+00;1.006325433322e+03;7.936516390454e+04;8.225556517309e-01;2.833114269864e+03;1.007852674681e+02
2.660000000000e+03;2.660000000000e+03;2.026500000000e-01;3.895818655481e+00;2.566854590608e-01;2.801335781961e+01;9.158592732108e+00;2.861279243055e+03;2.071785989162e+03;1.312312185656e+00;1.015510565031e+00;1.292268373019e+00;1.010067296802e+03;1.312428545818e+00;1.015620981620e+00;1.292242184337e+00;1.010054080746e+03;8.010028499929e+04;8.301745865564e-01;2.859356035913e+03;1.007852674681e+02
2.680000000000e+03;2.680000000000e+03;2.026500000000e-01;3.925110942553e+00;2.547698688358e-01;2.801335572859e+01;9.168426218053e+00;2.887534509651e+03;2.092105158241e+03;1.312964627565e+00;1.016162984786e+00;1.292080746123e+00;1.013783864530e+03;1.313099517379e+00;1.016291045151e+00;1.292050348724e+00;1.013768963310e+03;8.083578429028e+04;8.377974410794e-01;2.885611302510e+03;1.007852674681e+02
2.700000000000e+03;2.700000000000e+03;2.026500000000e-01;3.954403277689e+00;2.528826550499e-01;2.801335331581e+01;9.178191551441e+00;2.913803117727e+03;2.112437658712e+03;1.313606769781e+00;1.016805101439e+00;1.291896321057e+00;1.017487029510e+03;1.313762784032e+00;1.016953268589e+00;1.291861141414e+00;1.017470204578e+03;8.157165732146e+04;8.454241691170e-01;2.911879910585e+03;1.007852674681e+02
2.720000000000e+03;2.720000000000e+03;2.026500000000e-01;3.983695668315e+00;2.510231913431e-01;2.801335053656e+01;9.187889683253e+00;2.940084918297e+03;2.132783340098e+03;1.314238816769e+00;1.017437118980e+00;1.291715028135e+00;1.021176938867e+03;1.314418861313e+00;1.017608149923e+00;1.291674426366e+00;1.021157922974e+03;8.230789991930e+04;8.530547274136e-01;2.938161711156e+03;1.007852674681e+02
2.740000000000e+03;2.740000000000e+03;2.026500000000e-01;4.012988122802e+00;2.491908695962e-01;2.801334734083e+01;9.197521547448e+00;2.966379772958e+03;2.153142062310e+03;1.314860968065e+00;1.018059236418e+00;1.291536799658e+00;1.024853737190e+03;1.315068291634e+00;1.018256212159e+00;1.291490062913e+00;1.024832231386e+03;8.304450820658e+04;8.606890757852e-01;2.964456565817e+03;1.007852674681e+02
2.760000000000e+03;2.760000000000e+03;2.026500000000e-01;4.042280650567e+00;2.473850992656e-01;2.801334367278e+01;9.207088061648e+00;2.992687554427e+03;2.173513696167e+03;1.315473418501e+00;1.018671647990e+00;1.291361569841e+00;1.028517566609e+03;1.315711645670e+00;1.018898004462e+00;1.291307905664e+00;1.028493237189e+03;8.378147861770e+04;8.683271772771e-01;2.990764347285e+03;1.007852674681e+02
2.780000000000e+03;2.780000000000e+03;2.026500000000e-01;4.071573262189e+00;2.456053067463e-01;2.801333947017e+01;9.216590127832e+00;3.019008147142e+03;2.193898123975e+03;1.316076358407e+00;1.019274543370e+00;1.291189274732e+00;1.032168566866e+03;1.316349525312e+00;1.019534104964e+00;1.291127803863e+00;1.032141042049e+03;8.451880791541e+04;8.759689983379e-01;3.017084940001e+03;1.007852674681e+02
2.800000000000e+03;2.800000000000e+03;2.026500000000e-01;4.100865969528e+00;2.438509347613e-01;2.801333466380e+01;9.226028633014e+00;3.045341447917e+03;2.214295240153e+03;1.316669973815e+00;1.019868107854e+00;1.291019852151e+00;1.035806875392e+03;1.316982566455e+00;1.020165123349e+00;1.290949600850e+00;1.035775741756e+03;8.525649320906e+04;8.836145090083e-01;3.043418240775e+03;1.007852674681e+02
2.820000000000e+03;2.820000000000e+03;2.026500000000e-01;4.130158785856e+00;2.421214417771e-01;2.801332917679e+01;9.235404449926e+00;3.071687366645e+03;2.234704951916e+03;1.317254446641e+00;1.020452522545e+00;1.290853241614e+00;1.039432627378e+03;1.317611441881e+00;1.020791703546e+00;1.290773133494e+00;1.039397426042e+03;8.599453197449e+04;8.912636831275e-01;3.069764159503e+03;1.007852674681e+02
2.840000000000e+03;2.840000000000e+03;2.026500000000e-01;4.159451726001e+00;2.404163014440e-01;2.801332292398e+01;9.244718437687e+00;3.098045827069e+03;2.255127180010e+03;1.317829954872e+00;1.021027964528e+00;1.290689384283e+00;1.043045955846e+03;1.318236864256e+00;1.021414526510e+00;1.290598231627e+00;1.043006178402e+03;8.673292207549e+04;8.989164985552e-01;3.096122619927e+03;1.007852674681e+02
