"";"Temperature (K)";"Pressure (MPa)";"Volume (m3/kg)";"Density (kg/m3)";"mol_mass (g/mol)";"Entropy (kJ/kg/K)";"Enthalpy (kJ/kg)";"Internal energy (kJ/kg)";"Cp(fr) (kJ/kg/K)";"Cv(fr) (kJ/kg/K)";"gamma(fr)";"Sound speed(fr) (m/s)";"Cp(eq) (kJ/kg/K)";"Cv(eq) (kJ/kg/K)";"gamma(eq)";"Sound speed(eq) (m/s)";"Energy Input (J/mol) ";"Energy Input (eV/molecule)";"Energy Input (kJ/kg)";"Flow rate (kg/h)"
1.540000000000e+03;1.540000000000e+03;1.013250000000e-02;4.510938346332e+01;2.216833667906e-02;2.801337353548e+01;9.346393003282e+00;1.420850652059e+03;9.637757992038e+02;1.248402123990e+00;9.516006698752e-01;1.311897063034e+00;7.743606086153e+02;1.248402119242e+00;9.516000070329e-01;1.311897984474e+00;7.743579908149e+02;3.974898239453e+04;4.119660126765e-01;1.418927444917e+03;1.007852674681e+02
1.560000000000e+03;1.560000000000e+03;1.013250000000e-02;4.569521987133e+01;2.188412711036e-02;2.801337342215e+01;9.362514180687e+00;1.445838169479e+03;9.828272795738e+02;1.250343337049e+00;9.535418817335e-01;1.311262107099e+00;7.791840749353e+02;1.250343332217e+00;9.535412188912e-01;1.311263026317e+00;7.791814409344e+02;4.044896772047e+04;4.192207937121e-01;1.443914962338e+03;1.007852674681e+02
1.580000000000e+03;1.580000000000e+03;1.013250000000e-02;4.628105627800e+01;2.160711272433e-02;2.801337331102e+01;9.378454396564e+00;1.470864007560e+03;1.001917080604e+03;1.252234561015e+00;9.554331045221e-01;1.310645983574e+00;7.839786899255e+02;1.252234556099e+00;9.554324416798e-01;1.310646900640e+00;7.839760398026e+02;4.115002653840e+04;4.264867006229e-01;1.468940800418e+03;1.007852674681e+02
1.600000000000e+03;1.600000000000e+03;1.013250000000e-02;4.686689705748e+01;2.133702171009e-02;2.801337320204e+01;9.394217615674e+00;1.495927187559e+03;1.021044223553e+03;1.254077878142e+00;9.572764204943e-01;1.310047809905e+00;7.887449266455e+02;1.254077873142e+00;9.572757576519e-01;1.310048724886e+00;7.887422972853e+02;4.185213143046e+04;4.337634492448e-01;1.494003980418e+03;1.007852674681e+02
1.620000000000e+03;1.620000000000e+03;1.013250000000e-02;4.745273986998e+01;2.107359875826e-02;2.801337309514e+01;9.409807637780e+00;1.521026771131e+03;1.040207770075e+03;1.255875247109e+00;9.590737883285e-01;1.309466760944e+00;7.934832478975e+02;1.255875243254e+00;9.590731266807e-01;1.309467673553e+00;7.934806558066e+02;4.255525611036e+04;4.410507671418e-01;1.519103563989e+03;1.007852674681e+02
1.640000000000e+03;1.640000000000e+03;1.013250000000e-02;4.803858245676e+01;2.081660092489e-02;2.801337299025e+01;9.425228146782e+00;1.546161857942e+03;1.059406819835e+03;1.257628512006e+00;9.608270521144e-01;1.308902064361e+00;7.981941063642e+02;1.257628508689e+00;9.608263910702e-01;1.308902974834e+00;7.981915491323e+02;4.325937535670e+04;4.483483929146e-01;1.544238650800e+03;1.007852674681e+02
1.660000000000e+03;1.660000000000e+03;1.013250000000e-02;4.862442483347e+01;2.056579596417e-02;2.801337288731e+01;9.440482728368e+00;1.571331583466e+03;1.078640508309e+03;1.259339410569e+00;9.625379495862e-01;1.308352996482e+00;8.028779447641e+02;1.259339408075e+00;9.625372894232e-01;1.308353904798e+00;8.028754200854e+02;4.396446495119e+04;4.556560755601e-01;1.569408376325e+03;1.007852674681e+02
1.680000000000e+03;1.680000000000e+03;1.013250000000e-02;4.921026701438e+01;2.032096269073e-02;2.801337278626e+01;9.455574859601e+00;1.596535116934e+03;1.097908004726e+03;1.261009581727e+00;9.642081196738e-01;1.307818878515e+00;8.075351960191e+02;1.261009580462e+00;9.642074607853e-01;1.307819784618e+00;8.075327017430e+02;4.467050162113e+04;4.629735738757e-01;1.594611909792e+03;1.007852674681e+02
1.700000000000e+03;1.700000000000e+03;1.013250000000e-02;4.979610901260e+01;2.008189032896e-02;2.801337268704e+01;9.470507912929e+00;1.621771659428e+03;1.117208510168e+03;1.262640572540e+00;9.658391094359e-01;1.307299073111e+00;8.121662834325e+02;1.262640573074e+00;9.658384523737e-01;1.307299976899e+00;8.121638175452e+02;4.537746298611e+04;4.703006559066e-01;1.619848452286e+03;1.007852674681e+02
1.720000000000e+03;1.720000000000e+03;1.013250000000e-02;5.038195084016e+01;1.984837790765e-02;2.801337258957e+01;9.485285160048e+00;1.647040442109e+03;1.136541255796e+03;1.264233844569e+00;9.674323804319e-01;1.306792981236e+00;8.167716208747e+02;1.264233847693e+00;9.674317259635e-01;1.306793882543e+00;8.167691814810e+02;4.608532750837e+04;4.776370984313e-01;1.645117234967e+03;1.007852674681e+02
1.740000000000e+03;1.740000000000e+03;1.013250000000e-02;5.096779250810e+01;1.962023369643e-02;2.801337249380e+01;9.499909775610e+00;1.672340724570e+03;1.155905501204e+03;1.265790779736e+00;9.689893145848e-01;1.306300039313e+00;8.213516129752e+02;1.265790786543e+00;9.689886637684e-01;1.306300937893e+00;8.213491982799e+02;4.679407444658e+04;4.849826864825e-01;1.670417517428e+03;1.007852674681e+02
1.760000000000e+03;1.760000000000e+03;1.013250000000e-02;5.155363402662e+01;1.939727468065e-02;2.801337239966e+01;9.514384840778e+00;1.697671793297e+03;1.175300532877e+03;1.267312685728e+00;9.705112195790e-01;1.305819716621e+00;8.259066553179e+02;1.267312697713e+00;9.705105738620e-01;1.305820612118e+00;8.259042636062e+02;4.750368381278e+04;4.923372129017e-01;1.695748586155e+03;1.007852674681e+02
1.780000000000e+03;1.780000000000e+03;1.013250000000e-02;5.213947540512e+01;1.917932607166e-02;2.801337230707e+01;9.528713346646e+00;1.723032960240e+03;1.194725662763e+03;1.268800800968e+00;9.719993338374e-01;1.305351512905e+00;8.304371346396e+02;1.268800820161e+00;9.719986951841e-01;1.305352404822e+00;8.304347642562e+02;4.821413633236e+04;4.997004779227e-01;1.721109753099e+03;1.007852674681e+02
1.800000000000e+03;1.800000000000e+03;1.013250000000e-02;5.272516483170e+01;1.896627546243e-02;2.801337221594e+01;9.542897342887e+00;1.748423561475e+03;1.214180226939e+03;1.270256299208e+00;9.734548311128e-01;1.304894956201e+00;8.349434290296e+02;1.270256328345e+00;9.734542021686e-01;1.304895843852e+00;8.349398762625e+02;4.892541340653e+04;5.070722887842e-01;1.746500354334e+03;1.007852674681e+02
1.820000000000e+03;1.820000000000e+03;1.013250000000e-02;5.331100853960e+01;1.875785184700e-02;2.801337212619e+01;9.556941383203e+00;1.773842955958e+03;1.233663584358e+03;1.271680293775e+00;9.748788247284e-01;1.304449600830e+00;8.394259081295e+02;1.271680336512e+00;9.748782090296e-01;1.304450483289e+00;8.394224006299e+02;4.963749707746e+04;5.144524593681e-01;1.771919748817e+03;1.007852674681e+02
1.840000000000e+03;1.840000000000e+03;1.013250000000e-02;5.389685201550e+01;1.855395932424e-02;2.801337203769e+01;9.570847328071e+00;1.799290524361e+03;1.253175115692e+03;1.273073841481e+00;9.762723714968e-01;1.304015025570e+00;8.438849333327e+02;1.273073902675e+00;9.762717737375e-01;1.304015901597e+00;8.438814682122e+02;5.035036999569e+04;5.218408098611e-01;1.797367317219e+03;1.007852674681e+02
1.860000000000e+03;1.860000000000e+03;1.013250000000e-02;5.448269527321e+01;1.835445172059e-02;2.801337195033e+01;9.584617839883e+00;1.824765667984e+03;1.272714222239e+03;1.274437946257e+00;9.776364753468e-01;1.303590831965e+00;8.483208579827e+02;1.274438032314e+00;9.776359017150e-01;1.303591699918e+00;8.483174323693e+02;5.106401538962e+04;5.292371664391e-01;1.822842460842e+03;1.007852674681e+02
1.880000000000e+03;1.880000000000e+03;1.013250000000e-02;5.506853832564e+01;1.815918908337e-02;2.801337186393e+01;9.598255506089e+00;1.850267807742e+03;1.292280324911e+03;1.275773562505e+00;9.789720906799e-01;1.303176642777e+00;8.527340275690e+02;1.275773681817e+00;9.789715492794e-01;1.303177500505e+00;8.527306385571e+02;5.177841703709e+04;5.366413609725e-01;1.848344600601e+03;1.007852674681e+02
1.900000000000e+03;1.900000000000e+03;1.013250000000e-02;5.565438118487e+01;1.796803735322e-02;2.801337177831e+01;9.611762841863e+00;1.875796383214e+03;1.311872863283e+03;1.277081598215e+00;9.802801254829e-01;1.302772100563e+00;8.571247799212e+02;1.277081761704e+00;9.802796268574e-01;1.302772945263e+00;8.571214245120e+02;5.249355923876e+04;5.440532307506e-01;1.873873176072e+03;1.007852674681e+02
1.920000000000e+03;1.920000000000e+03;1.013250000000e-02;5.624022386223e+01;1.778086805717e-02;2.801337169323e+01;9.625142292667e+00;1.901350851754e+03;1.331491294705e+03;1.278362917846e+00;9.815614442122e-01;1.302376866353e+00;8.614934454001e+02;1.278363139643e+00;9.815610019959e-01;1.302377694410e+00;8.614901204319e+02;5.320942679332e+04;5.514726182240e-01;1.899427644612e+03;1.007852674681e+02
1.940000000000e+03;1.940000000000e+03;1.013250000000e-02;5.682606636844e+01;1.759755802058e-02;2.801337160838e+01;9.638396236714e+00;1.926930687665e+03;1.351135093475e+03;1.279618345006e+00;9.828168704737e-01;1.301990618445e+00;8.658403470859e+02;1.279618643280e+00;9.828165021909e-01;1.301991425218e+00;8.658370491506e+02;5.392600497421e+04;5.588993707637e-01;1.925007480524e+03;1.007852674681e+02
1.960000000000e+03;1.960000000000e+03;1.013250000000e-02;5.741190871371e+01;1.741798909677e-02;2.801337152339e+01;9.651526987328e+00;1.952535381427e+03;1.370803750063e+03;1.280848664943e+00;9.840471895099e-01;1.301613051282e+00;8.701658009623e+02;1.280849062920e+00;9.840469175539e-01;1.301613830855e+00;8.701625263066e+02;5.464327950801e+04;5.663333404375e-01;1.950612174285e+03;1.007852674681e+02
1.980000000000e+03;1.980000000000e+03;1.013250000000e-02;5.799775090780e+01;1.724204791303e-02;2.801337143781e+01;9.664536795216e+00;1.978164438971e+03;1.390496770393e+03;1.282054626853e+00;9.852531505136e-01;1.301243874415e+00;8.744701160982e+02;1.282055154060e+00;9.852530033387e-01;1.301244619294e+00;8.744668605050e+02;5.536123655420e+04;5.737743837995e-01;1.976241231829e+03;1.007852674681e+02
2.000000000000e+03;2.000000000000e+03;1.013250000000e-02;5.858359296017e+01;1.706962563187e-02;2.801337135106e+01;9.677427850647e+00;2.003817381013e+03;1.410213675165e+03;1.283236946038e+00;9.864354687795e-01;1.300882811550e+00;8.787535948249e+02;1.283237639802e+00;9.864354823443e-01;1.300883512294e+00;8.787503534715e+02;5.607986268638e+04;5.812223616959e-01;2.001894173871e+03;1.007852674681e+02
2.020000000000e+03;2.020000000000e+03;1.013250000000e-02;5.916943488009e+01;1.690061772648e-02;2.801337126243e+01;9.690202285546e+00;2.029493742423e+03;1.429953999237e+03;1.284396305906e+00;9.875948277082e-01;1.300529599661e+00;8.830165329096e+02;1.284397213168e+00;9.875950472144e-01;1.300530244441e+00;8.830133001992e+02;5.679914487472e+04;5.886771390831e-01;2.027570535282e+03;1.007852674681e+02
2.040000000000e+03;2.040000000000e+03;1.013250000000e-02;5.975527667674e+01;1.673492376932e-02;2.801337117102e+01;9.702862175510e+00;2.055193071654e+03;1.449717291037e+03;1.285533359839e+00;9.887318806725e-01;1.300183988165e+00;8.872592197253e+02;1.285534539328e+00;9.887323626498e-01;1.300184562241e+00;8.872559890857e+02;5.751907046977e+04;5.961385848599e-01;2.053269864512e+03;1.007852674681e+02
2.060000000000e+03;2.060000000000e+03;1.013250000000e-02;6.034111835938e+01;1.657244723315e-02;2.801337107573e+01;9.715409541745e+00;2.080914930196e+03;1.469503112032e+03;1.286648732934e+00;9.898472527582e-01;1.299845738167e+00;8.914819384165e+02;1.286650257765e+00;9.898480675519e-01;1.299846223259e+00;8.914787020612e+02;5.823962718748e+04;6.036065717118e-01;2.078991723055e+03;1.007852674681e+02
2.080000000000e+03;2.080000000000e+03;1.013250000000e-02;6.092695993750e+01;1.641309530339e-02;2.801337097520e+01;9.727846352930e+00;2.106658892095e+03;1.489311036234e+03;1.287743023629e+00;9.909415423873e-01;1.299514621747e+00;8.956849660615e+02;1.287744984380e+00;9.909427771130e-01;1.299514995300e+00;8.956817147071e+02;5.896080309534e+04;6.110809759683e-01;2.104735684954e+03;1.007852674681e+02
2.100000000000e+03;2.100000000000e+03;1.013250000000e-02;6.151280142098e+01;1.625677870133e-02;2.801337086776e+01;9.740174527011e+00;2.132424543493e+03;1.509140649745e+03;1.288816805214e+00;9.920153228348e-01;1.299190421305e+00;8.998685738299e+02;1.288819313583e+00;9.920170848717e-01;1.299190655618e+00;8.998652963624e+02;5.968258659982e+04;6.185616774716e-01;2.130501336351e+03;1.007852674681e+02
2.120000000000e+03;2.120000000000e+03;1.013250000000e-02;6.209864282035e+01;1.610341151727e-02;2.801337075137e+01;9.752395932935e+00;2.158211482223e+03;1.528991550348e+03;1.289870627257e+00;9.930691436444e-01;1.298872928952e+00;9.040330271374e+02;1.289873820352e+00;9.930715647483e-01;1.298872990162e+00;9.040297102199e+02;6.040496643486e+04;6.260485594583e-01;2.156288275081e+03;1.007852674681e+02
2.140000000000e+03;2.140000000000e+03;1.013250000000e-02;6.268448414693e+01;1.595291105301e-02;2.801337062351e+01;9.764512392311e+00;2.184019317442e+03;1.548863347135e+03;1.290905016920e+00;9.941035319529e-01;1.298561945942e+00;9.081785857959e+02;1.290909062303e+00;9.941067730777e-01;1.298561792830e+00;9.081752134089e+02;6.112793165159e+04;6.335415084522e-01;2.182096110300e+03;1.007852674681e+02
2.160000000000e+03;2.160000000000e+03;1.013250000000e-02;6.327032541323e+01;1.580519767314e-02;2.801337048114e+01;9.776525681026e+00;2.209847669301e+03;1.568755660183e+03;1.291920480204e+00;9.951189937283e-01;1.298257282141e+00;9.123055041604e+02;1.291925581779e+00;9.951232506553e-01;1.298256864755e+00;9.123020570650e+02;6.185147160919e+04;6.410404141697e-01;2.207924462159e+03;1.007852674681e+02
2.180000000000e+03;2.180000000000e+03;1.013250000000e-02;6.385616663314e+01;1.566019466444e-02;2.801337032057e+01;9.788437530799e+00;2.235696168664e+03;1.588668120260e+03;1.292917503107e+00;9.961160149297e-01;1.297958755535e+00;9.164140312724e+02;1.292923907970e+00;9.961215248136e-01;1.297958013586e+00;9.164104863856e+02;6.257557596687e+04;6.485451694371e-01;2.233772961522e+03;1.007852674681e+02
2.200000000000e+03;2.200000000000e+03;1.013250000000e-02;6.444200782238e+01;1.551782810300e-02;2.801337013733e+01;9.800249630679e+00;2.261564456865e+03;1.608600368585e+03;1.293896552711e+00;9.970950625924e-01;1.297666191774e+00;9.205044109990e+02;1.293904559092e+00;9.971021115449e-01;1.297665052792e+00;9.205007406705e+02;6.330023467720e+04;6.560556701206e-01;2.259641249723e+03;1.007852674681e+02
2.220000000000e+03;2.220000000000e+03;1.013250000000e-02;6.502784899890e+01;1.537802672847e-02;2.801336992607e+01;9.811963628507e+00;2.287452185511e+03;1.628552056623e+03;1.294858078202e+00;9.980565858455e-01;1.297379423738e+00;9.245768821699e+02;1.294868044634e+00;9.980655176876e-01;1.297377800951e+00;9.245730533453e+02;6.402543798051e+04;6.635718150694e-01;2.285528978370e+03;1.007852674681e+02
2.240000000000e+03;2.240000000000e+03;1.013250000000e-02;6.561369018336e+01;1.524072182506e-02;2.801336968034e+01;9.823581132324e+00;2.313359016332e+03;1.648522845934e+03;1.295802511827e+00;9.990010168663e-01;1.297098291142e+00;9.286316787100e+02;1.295814867693e+00;9.990122431919e-01;1.297096081046e+00;9.286276519686e+02;6.475117640067e+04;6.710935060710e-01;2.311435809191e+03;1.007852674681e+02
2.260000000000e+03;2.260000000000e+03;1.013250000000e-02;6.619953139967e+01;1.510584710884e-02;2.801336939247e+01;9.835103711738e+00;2.339284621075e+03;1.668512408058e+03;1.296730269785e+00;9.999287717748e-01;1.296822640160e+00;9.326690297699e+02;1.296745527416e+00;9.999427834829e-01;1.296819719750e+00;9.326647582201e+02;6.547744074221e+04;6.786206478218e-01;2.337361413933e+03;1.007852674681e+02
2.280000000000e+03;2.280000000000e+03;1.013250000000e-02;6.678537267570e+01;1.497333862096e-02;2.801336905332e+01;9.846532899260e+00;2.365228681451e+03;1.688520424461e+03;1.297641753077e+00;1.000840251474e+00;1.296552323077e+00;9.366891598523e+02;1.297660521571e+00;1.000857631938e+00;1.296548546697e+00;9.366845878695e+02;6.620422208882e+04;6.861531479114e-01;2.363305474310e+03;1.007852674681e+02
2.300000000000e+03;2.300000000000e+03;1.013250000000e-02;6.737121404397e+01;1.484313462642e-02;2.801336865203e+01;9.857870191595e+00;2.391190889138e+03;1.708546586521e+03;1.298537348294e+00;1.001735842439e+00;1.296287197963e+00;9.406922889370e+02;1.298560349249e+00;1.001757282493e+00;1.296282393734e+00;9.406873507244e+02;6.693151180327e+04;6.936909168221e-01;2.389267681996e+03;1.007852674681e+02
2.320000000000e+03;2.320000000000e+03;1.013250000000e-02;6.795705554252e+01;1.471517551808e-02;2.801336817578e+01;9.869117050908e+00;2.417170945828e+03;1.728590595579e+03;1.299417428358e+00;1.002615917457e+00;1.296027128368e+00;9.446786326020e+02;1.299445513740e+00;1.002642232402e+00;1.296021094159e+00;9.446732505562e+02;6.765930152903e+04;7.012338679451e-01;2.415247738687e+03;1.007852674681e+02
2.340000000000e+03;2.340000000000e+03;1.013250000000e-02;6.854289721590e+01;1.458940372553e-02;2.801336760948e+01;9.880274906060e+00;2.443168563352e+03;1.748652163039e+03;1.300282353229e+00;1.003480836328e+00;1.295771983038e+00;9.486484021432e+02;1.300316525581e+00;1.003512985155e+00;1.295764481921e+00;9.486424850033e+02;6.838758319342e+04;7.087819176135e-01;2.441245356210e+03;1.007852674681e+02
2.360000000000e+03;2.360000000000e+03;1.013250000000e-02;6.912873911625e+01;1.446576362862e-02;2.801336693537e+01;9.891345153814e+00;2.469183463845e+03;1.768731010539e+03;1.301132470560e+00;1.004330946517e+00;1.295521635645e+00;9.526018046913e+02;1.301173905799e+00;1.004370053589e+00;1.295512390801e+00;9.525952454490e+02;6.911634901257e+04;7.163349851540e-01;2.467260256704e+03;1.007852674681e+02
2.380000000000e+03;2.380000000000e+03;1.013250000000e-02;6.971458130459e+01;1.434420147531e-02;2.801336613271e+01;9.902329160025e+00;2.495215380001e+03;1.788826870178e+03;1.301968116316e+00;1.005166583769e+00;1.295275964542e+00;9.565390433264e+02;1.302018189380e+00;1.005213963187e+00;1.295264653556e+00;9.565317168738e+02;6.984559149828e+04;7.238929929572e-01;2.493292172859e+03;1.007852674681e+02
2.400000000000e+03;2.400000000000e+03;1.013250000000e-02;7.030042385227e+01;1.422466530360e-02;2.801336517724e+01;9.913228260805e+00;2.521264055380e+03;1.808939484820e+03;1.302789615367e+00;1.005988072696e+00;1.295034852526e+00;9.604603171920e+02;1.302849928966e+00;1.006045255607e+00;1.295021101019e+00;9.604520776814e+02;7.057530346683e+04;7.314558665700e-01;2.519340848239e+03;1.007852674681e+02
2.420000000000e+03;2.420000000000e+03;1.013250000000e-02;7.088626684255e+01;1.410710486731e-02;2.801336404076e+01;9.924043763672e+00;2.547329244808e+03;1.829068608469e+03;1.303597282030e+00;1.006795727318e+00;1.294798186621e+00;9.643658216057e+02;1.303669698807e+00;1.006864492439e+00;1.294781561169e+00;9.643564994952e+02;7.130547805001e+04;7.390235348088e-01;2.545406037666e+03;1.007852674681e+02
2.440000000000e+03;2.440000000000e+03;1.013250000000e-02;7.147190048628e+01;1.399151265317e-02;2.801336269057e+01;9.934776077090e+00;2.573410714830e+03;1.849214006711e+03;1.304391420599e+00;1.007589851582e+00;1.294565857874e+00;9.682557481694e+02;1.304478098864e+00;1.007672259094e+00;1.294545858179e+00;9.682437252553e+02;7.203610870800e+04;7.465959298937e-01;2.571487507688e+03;1.007852674681e+02
2.460000000000e+03;2.460000000000e+03;1.013250000000e-02;7.205774618174e+01;1.387775850604e-02;2.801336108880e+01;9.945428211308e+00;2.599508244327e+03;1.869375457303e+03;1.305172325832e+00;1.008370739845e+00;1.294337761162e+00;9.721302848790e+02;1.305275759793e+00;1.008469169553e+00;1.294313811255e+00;9.721167717623e+02;7.276718924651e+04;7.541729876257e-01;2.597585037185e+03;1.007852674681e+02
2.480000000000e+03;2.480000000000e+03;1.013250000000e-02;7.264359261204e+01;1.376583899616e-02;2.801335919178e+01;9.956000509514e+00;2.625621625098e+03;1.889552750737e+03;1.305940283418e+00;1.009138677331e+00;1.294113795015e+00;9.759896162315e+02;1.306063347098e+00;1.009255870258e+00;1.294085233750e+00;9.759743504968e+02;7.349871383309e+04;7.617546475564e-01;2.623698417956e+03;1.007852674681e+02
2.500000000000e+03;2.500000000000e+03;1.013250000000e-02;7.322943993080e+01;1.365571006613e-02;2.801335694928e+01;9.966494176146e+00;2.651750662658e+03;1.909745691010e+03;1.306695570415e+00;1.009893940569e+00;1.293893861447e+00;9.798339233322e+02;1.306841566712e+00;1.010033045417e+00;1.293859931901e+00;9.798166033378e+02;7.423067701957e+04;7.693408532200e-01;2.649827455517e+03;1.007852674681e+02
2.520000000000e+03;2.520000000000e+03;1.013250000000e-02;7.381528831520e+01;1.354732905370e-02;2.801335430363e+01;9.976910392652e+00;2.677895177091e+03;1.929954096445e+03;1.307438455669e+00;1.010636797792e+00;1.293677865802e+00;9.836633840023e+02;1.307611170389e+00;1.010801422081e+00;1.293637703667e+00;9.836436638973e+02;7.496307376587e+04;7.769315523799e-01;2.675971969949e+03;1.007852674681e+02
2.540000000000e+03;2.540000000000e+03;1.013250000000e-02;7.440113796916e+01;1.344065463642e-02;2.801335118887e+01;9.987250318604e+00;2.704055004020e+03;1.950177800636e+03;1.308169200205e+00;1.011367509328e+00;1.293465716607e+00;9.874781728845e+02;1.308372961562e+00;1.011561775669e+00;1.293418337480e+00;9.874556571212e+02;7.569589946728e+04;7.845266973122e-01;2.702131796879e+03;1.007852674681e+02
2.560000000000e+03;2.560000000000e+03;1.013250000000e-02;7.498698912701e+01;1.333564677875e-02;2.801334752965e+01;9.997515092811e+00;2.730229995709e+03;1.970416653502e+03;1.308888057606e+00;1.012086327959e+00;1.293257325435e+00;9.912784615504e+02;1.309127801576e+00;1.012314935834e+00;1.293201610928e+00;9.912526988528e+02;7.642914998514e+04;7.921262451229e-01;2.728306788567e+03;1.007852674681e+02
2.580000000000e+03;2.580000000000e+03;1.013250000000e-02;7.557284205741e+01;1.323226668173e-02;2.801334324018e+01;1.000770583444e+01;2.756420022278e+03;1.990670522475e+03;1.309595274359e+00;1.012793499265e+00;1.293052606784e+00;9.950644186067e+02;1.309876616318e+00;1.013061792696e+00;1.292987289382e+00;9.950348953598e+02;7.716282168115e+04;7.997301581041e-01;2.754496815137e+03;1.007852674681e+02
2.600000000000e+03;2.600000000000e+03;1.013250000000e-02;7.615869706782e+01;1.313047673478e-02;2.801333822302e+01;1.001782364417e+01;2.782624973073e+03;2.010939293814e+03;1.310291090200e+00;1.013489261949e+00;1.292851477953e+00;9.988362098031e+02;1.310620403253e+00;1.013803303450e+00;1.292775124548e+00;9.988023428221e+02;7.789691145545e+04;8.073384041282e-01;2.780701765932e+03;1.007852674681e+02
2.620000000000e+03;2.620000000000e+03;1.013250000000e-02;7.674455450930e+01;1.303024046975e-02;2.801333236769e+01;1.002786960528e+01;2.808844758164e+03;2.031222874060e+03;1.310975738429e+00;1.014173848141e+00;1.292653858934e+00;1.002593998141e+03;1.311360238883e+00;1.014540499361e+00;1.292564852970e+00;1.002555126782e+03;7.863141678882e+04;8.149509570855e-01;2.806921551022e+03;1.007852674681e+02
2.640000000000e+03;2.640000000000e+03;1.013250000000e-02;7.733041478196e+01;1.293152251698e-02;2.801332554927e+01;1.003784478488e+01;2.835079310006e+03;2.051521191642e+03;1.311649446215e+00;1.014847483685e+00;1.292459672316e+00;1.006337943981e+03;1.312097286646e+00;1.015274493166e+00;1.292356194447e+00;1.006293321552e+03;7.936633578913e+04;8.225677973657e-01;2.833156102865e+03;1.007852674681e+02
2.660000000000e+03;2.660000000000e+03;1.013250000000e-02;7.791627834074e+01;1.283428856326e-02;2.801331762682e+01;1.004775023504e+01;2.861328585265e+03;2.071834198640e+03;1.312312434886e+00;1.015510388418e+00;1.292268843188e+00;1.010068205158e+03;1.312832805264e+00;1.016006486878e+00;1.292148850399e+00;1.010016989590e+03;8.010166724238e+04;8.301889123865e-01;2.859405378124e+03;1.007852674681e+02
2.680000000000e+03;2.680000000000e+03;1.013250000000e-02;7.850214570207e+01;1.273850531163e-02;2.801330844165e+01;1.005758699399e+01;2.887592566803e+03;2.092161872710e+03;1.312964920205e+00;1.016162776420e+00;1.292081299052e+00;1.013784937089e+03;1.313568157545e+00;1.016737780025e+00;1.291942502161e+00;1.013726180825e+03;8.083741066852e+04;8.378142971728e-01;2.885669359662e+03;1.007852674681e+02
2.700000000000e+03;2.700000000000e+03;1.013250000000e-02;7.908801745079e+01;1.264414044292e-02;2.801329781549e+01;1.006735608738e+01;2.913871265859e+03;2.112504219186e+03;1.313607112634e+00;1.016804856264e+00;1.291896969749e+00;1.017488292892e+03;1.314304819672e+00;1.017469778308e+00;1.291736809215e+00;1.017420931954e+03;8.157356638237e+04;8.454439549873e-01;2.911948058717e+03;1.007852674681e+02
2.720000000000e+03;2.720000000000e+03;1.013250000000e-02;7.967389424797e+01;1.255116257890e-02;2.801328554848e+01;1.007705852945e+01;2.940164724407e+03;2.132861273368e+03;1.314239217583e+00;1.017436831244e+00;1.291715787384e+00;1.021178423498e+03;1.315044390959e+00;1.018204002707e+00;1.291531407356e+00;1.021101265692e+03;8.231013555979e+04;8.530778980169e-01;2.938241517266e+03;1.007852674681e+02
2.740000000000e+03;2.740000000000e+03;1.013250000000e-02;8.025977683932e+01;1.245954124694e-02;2.801327141699e+01;1.008669532437e+01;2.966473017727e+03;2.153233103000e+03;1.314861435655e+00;1.018058899591e+00;1.291537686260e+00;1.024855477776e+03;1.315788604102e+00;1.018942099030e+00;1.291325906800e+00;1.024767189987e+03;8.304712030960e+04;8.607161481176e-01;2.964549810585e+03;1.007852674681e+02
2.760000000000e+03;2.760000000000e+03;1.013250000000e-02;8.084566606449e+01;1.236924684624e-02;2.801325517134e+01;1.009626746753e+01;2.992796257172e+03;2.173619810949e+03;1.315473962870e+00;1.018671254683e+00;1.291362602825e+00;1.028519602655e+03;1.316539335935e+00;1.019685847910e+00;1.291119890238e+00;1.028418697198e+03;8.378452375122e+04;8.683587376200e-01;2.990873050031e+03;1.007852674681e+02
2.780000000000e+03;2.780000000000e+03;1.013250000000e-02;8.143156286693e+01;1.228025061528e-02;2.801323653326e+01;1.010577594683e+01;3.019134593170e+03;2.194021538102e+03;1.316076990894e+00;1.019274085235e+00;1.291190475613e+00;1.032170943247e+03;1.317298618676e+00;1.020437175268e+00;1.290912910833e+00;1.032055763243e+03;8.452235009859e+04;8.760057101980e-01;3.017211386028e+03;1.007852674681e+02
2.800000000000e+03;2.800000000000e+03;1.013250000000e-02;8.201746830485e+01;1.219252460077e-02;2.801321519323e+01;1.011522174412e+01;3.045488218441e+03;2.214438466476e+03;1.316670707246e+00;1.019867575487e+00;1.291021245202e+00;1.035809642976e+03;1.318068651690e+00;1.021198163222e+00;1.290704490172e+00;1.035678346700e+03;8.526060475051e+04;8.836571218058e-01;3.043565011300e+03;1.007852674681e+02
2.820000000000e+03;2.820000000000e+03;1.013250000000e-02;8.260338356291e+01;1.210604162768e-02;2.801319080759e+01;1.012460583655e+01;3.071857371469e+03;2.234870822568e+03;1.317255295504e+00;1.020451905376e+00;1.290854854173e+00;1.039435843718e+03;1.318851813765e+00;1.021971061472e+00;1.290494116179e+00;1.039286387891e+03;8.599929438768e+04;8.913130416834e-01;3.069934164327e+03;1.007852674681e+02
