"";"Temperature (K)";"Pressure (MPa)";"Volume (m3/kg)";"Density (kg/m3)";"mol_mass (g/mol)";"Entropy (kJ/kg/K)";"Enthalpy (kJ/kg)";"Internal energy (kJ/kg)";"Cp(fr) (kJ/kg/K)";"Cv(fr) (kJ/kg/K)";"gamma(fr)";"Sound speed(fr) (m/s)";"Cp(eq) (kJ/kg/K)";"Cv(eq) (kJ/kg/K)";"gamma(eq)";"Sound speed(eq) (m/s)";"Energy Input (J/mol) ";"Energy Input (eV/molecule)";"Energy Input (kJ/kg)";"Flow rate (kg/h)"
2.840000000000e+03;2.840000000000e+03;1.013250000000e-02;8.318930996491e+01;1.202077527055e-02;2.801316299549e+01;1.013392919802e+01;3.098242340210e+03;2.255318880939e+03;1.317830935501e+00;1.021027250699e+00;1.290691247073e+00;1.043049685933e+03;1.319650675889e+00;1.022758299132e+00;1.290281240993e+00;1.042879807934e+03;8.673842707676e+04;8.989735534354e-01;3.096319133069e+03;1.007852674681e+02
2.860000000000e+03;2.860000000000e+03;1.013250000000e-02;8.377524898753e+01;1.193669982585e-02;2.801313133558e+01;1.014319280071e+01;3.124643466075e+03;2.275782968053e+03;1.318397803518e+00;1.021593783275e+00;1.290530370390e+00;1.046651308807e+03;1.320468014558e+00;1.023562497033e+00;1.290065278818e+00;1.046458507765e+03;8.747801238182e+04;9.066387561853e-01;3.122720258934e+03;1.007852674681e+02
2.880000000000e+03;2.880000000000e+03;1.013250000000e-02;8.436120227508e+01;1.185379028548e-02;2.801309536256e+01;1.015239761657e+01;3.151061148173e+03;2.296263466373e+03;1.318956072466e+00;1.022151671082e+00;1.290372172527e+00;1.050240850406e+03;1.321306825579e+00;1.024386480480e+00;1.289845603765e+00;1.050022367147e+03;8.821806148326e+04;9.143087658092e-01;3.149137941032e+03;1.007852674681e+02
2.900000000000e+03;2.900000000000e+03;1.013250000000e-02;8.494717165538e+01;1.177202231119e-02;2.801305456342e+01;1.016154461888e+01;3.177495847841e+03;2.316760818731e+03;1.319505912065e+00;1.022701078405e+00;1.290216603783e+00;1.053818447820e+03;1.322170338400e+00;1.025233292467e+00;1.289621547689e+00;1.053571243659e+03;8.895858730470e+04;9.219837162498e-01;3.175572640700e+03;1.007852674681e+02
2.920000000000e+03;2.920000000000e+03;1.013250000000e-02;8.553315915681e+01;1.169137221001e-02;2.801300837350e+01;1.017063478392e+01;3.203948093465e+03;2.337275532973e+03;1.320047489019e+00;1.023242165965e+00;1.290063616342e+00;1.057384237329e+03;1.323062031218e+00;1.026106207637e+00;1.289392397928e+00;1.057104971639e+03;8.969960464801e+04;9.296637609165e-01;3.202024886323e+03;1.007852674681e+02
2.940000000000e+03;2.940000000000e+03;1.013250000000e-02;8.611916702662e+01;1.161181691052e-02;2.801295617233e+01;1.017966909260e+01;3.230418485598e+03;2.357808186898e+03;1.320580967182e+00;1.023775091042e+00;1.289913164265e+00;1.060938354562e+03;1.323985645205e+00;1.027008745223e+00;1.289157395574e+00;1.060623361318e+03;9.044113033677e+04;9.373490741722e-01;3.228495278457e+03;1.007852674681e+02
2.960000000000e+03;2.960000000000e+03;1.013250000000e-02;8.670519775052e+01;1.153333394011e-02;2.801289727914e+01;1.018864853217e+01;3.256907702401e+03;2.378359433491e+03;1.321106507728e+00;1.024300007595e+00;1.289765203487e+00;1.064480934671e+03;1.324945201944e+00;1.027944685290e+00;1.288915732807e+00;1.064126197571e+03;9.118318336852e+04;9.450398529109e-01;3.254984495259e+03;1.007852674681e+02
2.980000000000e+03;2.980000000000e+03;1.013250000000e-02;8.729125407362e+01;1.145590140287e-02;2.801283094822e+01;1.019757409802e+01;3.283416505388e+03;2.398930006465e+03;1.321624269308e+00;1.024817066374e+00;1.289619691819e+00;1.068012112506e+03;1.325945018694e+00;1.028918082597e+00;1.288666551245e+00;1.067613239063e+03;9.192578507590e+04;9.527363182282e-01;3.281493298247e+03;1.007852674681e+02
3.000000000000e+03;3.000000000000e+03;1.013250000000e-02;8.787733902278e+01;1.137949795841e-02;2.801275636392e+01;1.020644679548e+01;3.309945745521e+03;2.419520726122e+03;1.322134408211e+00;1.025326415025e+00;1.289476588955e+00;1.071532022800e+03;1.326989725430e+00;1.029933282251e+00;1.288408939903e+00;1.071084217225e+03;9.266895929720e+04;9.604387171886e-01;3.308022538379e+03;1.007852674681e+02
3.020000000000e+03;3.020000000000e+03;1.013250000000e-02;8.846345593047e+01;1.130410280134e-02;2.801267263544e+01;1.021526764166e+01;3.336496369627e+03;2.440132505536e+03;1.322637078521e+00;1.025828198191e+00;1.289335856486e+00;1.075040800361e+03;1.328084282100e+00;1.030994935494e+00;1.288141933351e+00;1.074538835306e+03;9.341273255633e+04;9.681473246910e-01;3.334573162486e+03;1.007852674681e+02
3.040000000000e+03;3.040000000000e+03;1.013250000000e-02;8.904960845993e+01;1.122969564150e-02;2.801257879135e+01;1.022403766743e+01;3.363069427183e+03;2.460766357073e+03;1.323132432269e+00;1.026322557608e+00;1.289197457915e+00;1.078538580269e+03;1.329233996327e+00;1.032108015875e+00;1.287864510007e+00;1.077976767458e+03;9.415713425264e+04;9.758624454359e-01;3.361146220041e+03;1.007852674681e+02
3.060000000000e+03;3.060000000000e+03;1.013250000000e-02;8.963580063253e+01;1.115625668476e-02;2.801247377374e+01;1.023275791937e+01;3.389666077441e+03;2.481423399250e+03;1.323620619586e+00;1.026809632196e+00;1.289061358681e+00;1.082025498085e+03;1.330444541553e+00;1.033277835804e+00;1.287575590572e+00;1.081397657891e+03;9.490219686079e+04;9.835844159967e-01;3.387742870300e+03;1.007852674681e+02
3.080000000000e+03;3.080000000000e+03;1.013250000000e-02;9.022203685663e+01;1.108376661446e-02;2.801235643220e+01;1.024142946181e+01;3.416287596939e+03;2.502104863945e+03;1.324101788855e+00;1.027289558148e+00;1.288927526181e+00;1.085501690066e+03;1.331721975613e+00;1.034510063462e+00;1.287274036665e+00;1.084801120088e+03;9.564795614087e+04;9.913136069979e-01;3.414364389797e+03;1.007852674681e+02
3.100000000000e+03;3.100000000000e+03;1.013250000000e-02;9.080832195739e+01;1.101220657364e-02;2.801222551742e+01;1.025005337889e+01;3.442935387367e+03;2.522812103971e+03;1.324576086862e+00;1.027762469007e+00;1.288795929804e+00;1.088967293387e+03;1.333072759708e+00;1.035810740054e+00;1.286958649671e+00;1.088186736109e+03;9.639445135907e+04;9.990504254017e-01;3.441012180225e+03;1.007852674681e+02
3.120000000000e+03;3.120000000000e+03;1.013250000000e-02;9.139466120917e+01;1.094155814760e-02;2.801207967452e+01;1.025863077678e+01;3.469610983838e+03;2.543546601005e+03;1.325043658946e+00;1.028228495752e+00;1.288666540969e+00;1.092422446374e+03;1.334503777773e+00;1.037186297385e+00;1.286628169841e+00;1.091554055991e+03;9.714172551906e+04;1.006795316906e+00;3.467687776696e+03;1.007852674681e+02
3.140000000000e+03;3.140000000000e+03;1.013250000000e-02;9.198106030845e+01;1.087180335437e-02;2.801191743602e+01;1.026716278558e+01;3.496316063532e+03;2.564309973896e+03;1.325504649146e+00;1.028687766867e+00;1.288539333157e+00;1.095867288745e+03;1.336022356211e+00;1.038643575735e+00;1.286281275690e+00;1.094902596921e+03;9.788982560437e+04;1.014548768458e+00;3.494392856390e+03;1.007852674681e+02
3.160000000000e+03;3.160000000000e+03;1.013250000000e-02;9.256752245289e+01;1.080292497305e-02;2.801173721463e+01;1.027565055220e+01;3.523052454714e+03;2.585103987316e+03;1.325959200356e+00;1.029140408423e+00;1.288414281962e+00;1.099301961862e+03;1.337636283807e+00;1.040189841848e+00;1.285916583767e+00;1.098231825379e+03;9.863880283095e+04;1.022311310869e+00;3.521129247573e+03;1.007852674681e+02
3.180000000000e+03;3.180000000000e+03;1.013250000000e-02;9.315405764712e+01;1.073490543792e-02;2.801153729551e+01;1.028409527246e+01;3.549822146287e+03;2.605930560925e+03;1.326407454476e+00;1.029586544139e+00;1.288291365138e+00;1.102726608993e+03;1.339353832663e+00;1.041832807867e+00;1.285532648608e+00;1.101541211999e+03;9.938871291467e+04;1.030083521588e+00;3.547898939145e+03;1.007852674681e+02
3.200000000000e+03;3.200000000000e+03;1.013250000001e-02;9.374067332155e+01;1.066772794100e-02;2.801131582840e+01;1.029249816301e+01;3.576627297563e+03;2.626791778744e+03;1.326849552563e+00;1.030026295457e+00;1.288170562649e+00;1.106141375576e+03;1.341183778437e+00;1.043580649512e+00;1.285127963391e+00;1.104830175505e+03;1.001396163453e+05;1.037866027544e+00;3.574704090421e+03;1.007852674681e+02
3.220000000000e+03;3.220000000000e+03;1.013249999999e-02;9.432737754660e+01;1.060137603747e-02;2.801107081936e+01;1.030086047405e+01;3.603470248580e+03;2.647689899039e+03;1.327285634985e+00;1.030459781606e+00;1.288051856731e+00;1.109546409509e+03;1.343135421508e+00;1.045442025106e+00;1.284700960863e+00;1.108098101845e+03;1.008915786751e+05;1.045659508133e+00;3.601547041438e+03;1.007852674681e+02
3.240000000000e+03;3.240000000000e+03;1.013250000001e-02;9.491417907576e+01;1.053583363137e-02;2.801080012215e+01;1.030918349184e+01;3.630353530807e+03;2.668627364575e+03;1.327715841580e+00;1.030887119668e+00;1.287935231947e+00;1.112941861432e+03;1.345218608256e+00;1.047426094644e+00;1.284250014830e+00;1.111344344640e+03;1.016446708193e+05;1.053464698332e+00;3.628430323666e+03;1.007852674681e+02
3.260000000000e+03;3.260000000000e+03;1.013250000004e-02;9.550108739357e+01;1.047108496136e-02;2.801050142928e+01;1.031746854120e+01;3.657279878280e+03;2.689606813287e+03;1.328140311816e+00;1.031308424640e+00;1.287820675255e+00;1.116327885032e+03;1.347443752570e+00;1.049542539021e+00;1.283773442200e+00;1.114568225877e+03;1.023989693675e+05;1.061282391932e+00;3.655356671138e+03;1.007852674681e+02
3.280000000000e+03;3.280000000000e+03;1.013249999998e-02;9.608811276417e+01;1.040711458715e-02;2.801017226279e+01;1.032571698815e+01;3.684252239165e+03;2.710631089342e+03;1.328559184946e+00;1.031723809498e+00;1.287708176079e+00;1.119704637357e+03;1.349821857571e+00;1.051801579399e+00;1.283269505637e+00;1.117769036899e+03;1.031545569078e+05;1.069113444891e+00;3.682329032023e+03;1.007852674681e+02
3.300000000000e+03;3.300000000000e+03;1.013250000004e-02;9.667526628065e+01;1.034390737644e-02;2.800980996463e+01;1.033393024250e+01;3.711273787765e+03;2.731703254631e+03;1.328972600183e+00;1.032133385261e+00;1.287597726379e+00;1.123072279138e+03;1.352364537524e+00;1.054213996681e+00;1.282736416867e+00;1.120946039695e+03;1.039115223632e+05;1.076958778825e+00;3.709350580624e+03;1.007852674681e+02
3.320000000000e+03;3.320000000000e+03;1.013250000004e-02;9.726255992174e+01;1.028144849164e-02;2.800941168672e+01;1.034210976060e+01;3.738347936965e+03;2.752826600665e+03;1.329380696858e+00;1.032537261052e+00;1.287489320728e+00;1.126430975123e+03;1.355084039904e+00;1.056791151069e+00;1.282172340692e+00;1.124098468514e+03;1.046699613403e+05;1.084819384617e+00;3.736424729823e+03;1.007852674681e+02
3.340000000000e+03;3.340000000000e+03;1.013250000002e-02;9.785000660589e+01;1.021972337751e-02;2.800897438067e+01;1.035025704808e+01;3.765478351112e+03;2.774004660891e+03;1.329783614603e+00;1.032935544160e+00;1.287382956392e+00;1.129780894421e+03;1.357993267593e+00;1.059545001671e+00;1.281575399753e+00;1.127225531869e+03;1.054299764899e+05;1.092696326161e+00;3.763555143970e+03;1.007852674681e+02
3.360000000000e+03;3.360000000000e+03;1.013250000002e-02;9.843762025035e+01;1.015871774893e-02;2.800849478722e+01;1.035837366261e+01;3.792668959351e+03;2.795241223432e+03;1.330181493518e+00;1.033328340103e+00;1.287278633416e+00;1.133122210865e+03;1.361105801184e+00;1.062488126134e+00;1.280943680087e+00;1.130326414903e+03;1.061916778807e+05;1.100590744229e+00;3.790745752209e+03;1.007852674681e+02
3.380000000000e+03;3.380000000000e+03;1.013250000000e-02;9.902541583298e+01;1.009841757884e-02;2.800796942523e+01;1.036646121684e+01;3.819923969401e+03;2.816540344241e+03;1.330574474360e+00;1.033715752695e+00;1.287176354710e+00;1.136455103377e+03;1.364435921361e+00;1.065633740265e+00;1.280275237515e+00;1.133400282176e+03;1.069551833851e+05;1.108503860474e+00;3.818000762259e+03;1.007852674681e+02
3.400000000000e+03;3.400000000000e+03;1.013250000003e-02;9.961340945522e+01;1.003880908674e-02;2.800739458045e+01;1.037452138121e+01;3.847247881780e+03;2.837906360680e+03;1.330962698724e+00;1.034097884108e+00;1.287076126137e+00;1.139779756347e+03;1.367998631322e+00;1.068995717617e+00;1.279568104899e+00;1.136446280891e+03;1.077206190781e+05;1.116436981561e+00;3.845324674639e+03;1.007852674681e+02
3.420000000000e+03;3.420000000000e+03;1.013250000000e-02;1.002016184105e+02;9.979878727136e-03;2.800676629390e+01;1.038255588694e+01;3.874645504484e+03;2.859343905520e+03;1.331346309239e+00;1.034474834941e+00;1.286977956613e+00;1.143096360034e+03;1.371809679228e+00;1.072588609003e+00;1.278820300294e+00;1.139463544570e+03;1.084881196479e+05;1.124391503423e+00;3.872722297342e+03;1.007852674681e+02
3.440000000000e+03;3.440000000000e+03;1.013250000002e-02;1.007900612509e+02;9.921613178812e-03;2.800608034995e+01;1.039056652903e+01;3.902121968103e+03;2.880857921361e+03;1.331725449762e+00;1.034846704286e+00;1.286881858199e+00;1.146405110960e+03;1.375885580635e+00;1.076427661906e+00;1.278029836017e+00;1.142451197208e+03;1.092578288199e+05;1.132368915659e+00;3.900198760962e+03;1.007852674681e+02
3.460000000000e+03;3.460000000000e+03;1.013249999997e-02;1.013787578620e+02;9.863999333675e-03;2.800533226405e+01;1.039855516928e+01;3.929682741401e+03;2.902453675475e+03;1.332100265585e+00;1.035213589805e+00;1.286787846203e+00;1.149706212336e+03;1.380243640891e+00;1.080528839761e+00;1.277194728633e+00;1.145408357910e+03;1.100298997926e+05;1.140370806046e+00;3.927759534259e+03;1.007852674681e+02
3.480000000000e+03;3.480000000000e+03;1.013250000000e-02;1.019677295358e+02;9.807024286534e-03;2.800451727015e+01;1.040652373935e+01;3.957333647329e+03;2.924136775061e+03;1.332470903642e+00;1.035575587797e+00;1.286695939286e+00;1.152999874488e+03;1.384901977471e+00;1.084908841062e+00;1.276313009874e+00;1.148334146040e+03;1.108044956867e+05;1.148398865199e+00;3.955410440187e+03;1.007852674681e+02
3.500000000000e+03;3.500000000000e+03;1.013250000000e-02;1.025569990500e+02;9.750675324580e-03;2.800363030784e+01;1.041447424391e+01;3.985080879494e+03;2.945913182926e+03;1.332837512727e+00;1.035932793282e+00;1.286606159561e+00;1.156286315297e+03;1.389879542202e+00;1.089585118273e+00;1.275382738463e+00;1.151227686843e+03;1.115817900063e+05;1.156454891347e+00;3.983157672352e+03;1.007852674681e+02
3.520000000000e+03;3.520000000000e+03;1.013250000001e-02;1.031465907485e+02;9.694939917488e-03;2.800266600918e+01;1.042240876378e+01;4.012931019065e+03;2.967789233569e+03;1.333200243719e+00;1.036285300074e+00;1.286518532708e+00;1.159565760653e+03;1.395196143381e+00;1.094575896503e+00;1.274402012815e+00;1.154088117597e+03;1.123619671122e+05;1.164540795240e+00;4.011007811923e+03;1.007852674681e+02
3.540000000000e+03;3.540000000000e+03;1.013250000001e-02;1.037365306246e+02;9.639805707585e-03;2.800161868516e+01;1.043032945911e+01;4.040891052123e+03;2.989771649686e+03;1.333559249810e+00;1.036633200874e+00;1.286433088083e+00;1.162838444923e+03;1.400872467720e+00;1.099900191916e+00;1.273368984585e+00;1.156914594232e+03;1.131452227084e+05;1.172658605192e+00;4.038967844982e+03;1.007852674681e+02
3.560000000000e+03;3.560000000000e+03;1.013250000000e-02;1.043268464085e+02;9.585260500296e-03;2.800048231199e+01;1.043823857261e+01;4.068968387449e+03;3.011867559071e+03;1.333914686751e+00;1.036976587351e+00;1.286349858832e+00;1.166104611427e+03;1.406930102130e+00;1.105577829830e+00;1.272281872982e+00;1.159706298431e+03;1.139317643399e+05;1.180810472240e+00;4.067045180308e+03;1.007852674681e+02
3.580000000000e+03;3.580000000000e+03;1.013250000000e-02;1.049175676428e+02;9.531292256077e-03;2.799925051703e+01;1.044613843275e+01;4.097170874738e+03;3.034084511932e+03;1.334266713089e+00;1.037315550238e+00;1.286268882004e+00;1.169364512929e+03;1.413391555274e+00;1.111629462482e+00;1.271138979781e+00;1.162462445095e+03;1.147218119035e+05;1.188998675433e+00;4.095247667597e+03;1.007852674681e+02
3.600000000000e+03;3.600000000000e+03;1.013250000001e-02;1.055087258167e+02;9.477889077511e-03;2.799791656449e+01;1.045403145719e+01;4.125506823257e+03;3.056430498594e+03;1.334615490432e+00;1.037650179430e+00;1.286190198672e+00;1.172618412138e+03;1.420280278906e+00;1.118076586437e+00;1.269938704927e+00;1.165182290528e+03;1.155155981699e+05;1.197225627254e+00;4.123583616115e+03;1.007852674681e+02
3.620000000000e+03;3.620000000000e+03;1.013250000001e-02;1.061003544221e+02;9.425039204127e-03;2.799647334088e+01;1.046192015596e+01;4.153985020908e+03;3.078913967599e+03;1.334961183709e+00;1.037980564087e+00;1.286113854052e+00;1.175866582226e+03;1.427620688925e+00;1.124941559554e+00;1.268679562619e+00;1.167865140528e+03;1.163133693182e+05;1.205493879149e+00;4.152061813767e+03;1.007852674681e+02
3.640000000000e+03;3.640000000000e+03;1.013250000001e-02;1.066924890650e+02;9.372731002561e-03;2.799491334017e+01;1.046980713480e+01;4.182614753728e+03;3.101543844192e+03;1.335303961443e+00;1.038306792744e+00;1.286039897624e+00;1.179109307350e+03;1.435438186143e+00;1.132247617539e+00;1.267360197719e+00;1.170510359085e+03;1.171153854818e+05;1.213806127189e+00;4.180691546586e+03;1.007852674681e+02
3.660000000000e+03;3.660000000000e+03;1.013250000000e-02;1.072851675684e+02;9.320952958039e-03;2.799322864883e+01;1.047769509857e+01;4.211405825785e+03;3.124329549191e+03;1.335643996035e+00;1.038628953422e+00;1.285968383256e+00;1.182346883192e+03;1.443759176740e+00;1.140018889999e+00;1.265979402340e+00;1.173117377253e+03;1.179219213060e+05;1.222165217852e+00;4.209482618643e+03;1.007852674681e+02
3.680000000000e+03;3.680000000000e+03;1.013250000000e-02;1.078784300778e+02;9.269693666090e-03;2.799141093056e+01;1.048558685457e+01;4.240368579490e+03;3.147281018220e+03;1.335981464056e+00;1.038947133753e+00;1.285899369326e+00;1.185579617512e+03;1.452611092366e+00;1.148280415985e+00;1.264536132422e+00;1.175685702180e+03;1.187332665170e+05;1.230574153913e+00;4.238445372348e+03;1.007852674681e+02
3.700000000000e+03;3.700000000000e+03;1.013250000000e-02;1.084723191699e+02;9.218941824537e-03;2.798945141088e+01;1.049348531598e+01;4.269513916306e+03;3.170408721319e+03;1.336316546551e+00;1.039261421106e+00;1.285832918852e+00;1.188807830703e+03;1.462022409880e+00;1.157058158983e+00;1.263029524105e+00;1.178214926220e+03;1.195497265017e+05;1.239036100462e+00;4.267590709164e+03;1.007852674681e+02
3.720000000000e+03;3.720000000000e+03;1.013250000000e-02;1.090668799640e+02;9.168686225644e-03;2.798734086158e+01;1.050139350522e+01;4.298853317842e+03;3.193723682909e+03;1.336649429349e+00;1.039571902723e+00;1.285769099615e+00;1.192031856371e+03;1.472022670687e+00;1.166379021308e+00;1.261458909676e+00;1.180704736017e+03;1.203716228991e+05;1.247554391027e+00;4.296930110700e+03;1.007852674681e+02
3.740000000000e+03;3.740000000000e+03;1.013250000000e-02;1.096621602337e+02;9.118915748776e-03;2.798506958491e+01;1.050931455738e+01;4.328398867337e+03;3.217237502098e+03;1.336980303386e+00;1.039878665859e+00;1.285707984289e+00;1.195252041916e+03;1.482642499653e+00;1.176270857864e+00;1.259823832872e+00;1.183154921457e+03;1.211992942017e+05;1.256132533807e+00;4.326475660195e+03;1.007852674681e+02
3.760000000000e+03;3.760000000000e+03;1.013250000000e-02;1.102582105394e+02;9.069619351776e-03;2.798262739781e+01;1.051725172367e+01;4.358163271515e+03;3.240962373347e+03;1.337309365042e+00;1.040181797934e+00;1.285649650569e+00;1.198468749125e+03;1.493913623591e+00;1.186762489254e+00;1.258124063288e+00;1.185565384464e+03;1.220330963682e+05;1.264774218026e+00;4.356240064373e+03;1.007852674681e+02
3.780000000000e+03;3.780000000000e+03;1.013250000000e-02;1.108550843347e+02;9.020786064989e-03;2.798000361587e+01;1.052520837482e+01;4.388159882802e+03;3.264911107444e+03;1.337636816480e+00;1.040481386690e+00;1.285594181300e+00;1.201682354782e+03;1.505868889252e+00;1.197883714154e+00;1.256359609666e+00;1.187936147287e+03;1.228734034454e+05;1.273483320377e+00;4.386236675660e+03;1.007852674681e+02
3.800000000000e+03;3.800000000000e+03;1.013250000000e-02;1.114528380970e+02;8.972404983802e-03;2.797718703732e+01;1.053318800453e+01;4.418402721903e+03;3.289097152823e+03;1.337962866010e+00;1.040777520360e+00;1.285541664608e+00;1.204893251283e+03;1.518542280844e+00;1.209665320962e+00;1.254530731794e+00;1.190267360419e+03;1.237206082008e+05;1.282263911577e+00;4.416479514761e+03;1.007852674681e+02
3.820000000000e+03;3.820000000000e+03;1.013250000000e-02;1.120515314552e+02;8.924465261767e-03;2.797416592695e+01;1.054119423288e+01;4.448906500719e+03;3.313534617176e+03;1.338287728448e+00;1.041070287838e+00;1.285492194026e+00;1.208101847262e+03;1.531968937021e+00;1.222139098640e+00;1.252637950797e+00;1.192559309870e+03;1.245751227650e+05;1.291120263024e+00;4.446983293578e+03;1.007852674681e+02
3.840000000000e+03;3.840000000000e+03;1.013250000000e-02;1.126512273220e+02;8.876956104008e-03;2.797092799998e+01;1.054923080978e+01;4.479686645606e+03;3.338238289378e+03;1.338611625501e+00;1.041359778870e+00;1.285445868626e+00;1.211308568230e+03;1.546185167349e+00;1.235337846746e+00;1.250682057574e+00;1.194812423716e+03;1.254373792824e+05;1.300056853548e+00;4.477763438464e+03;1.007852674681e+02
3.860000000000e+03;3.860000000000e+03;1.013250000000e-02;1.132519920278e+02;8.829866760793e-03;2.796746040598e+01;1.055730161842e+01;4.510759320948e+03;3.363223661700e+03;1.338934786157e+00;1.041646084240e+00;1.285402793151e+00;1.214513857216e+03;1.561228468191e+00;1.249295384574e+00;1.248664119165e+00;1.197027277798e+03;1.263078305726e+05;1.309078376255e+00;4.508836113807e+03;1.007852674681e+02
3.880000000000e+03;3.880000000000e+03;1.013250000000e-02;1.138538954595e+02;8.783186521321e-03;2.796374971276e+01;1.056541067863e+01;4.542141453051e+03;3.388506952296e+03;1.339257447085e+00;1.041929295983e+00;1.285363078137e+00;1.217718175430e+03;1.577137538023e+00;1.264046559390e+00;1.246585482854e+00;1.199204600441e+03;1.271869507989e+05;1.318189745465e+00;4.540218245909e+03;1.007852674681e+02
3.900000000000e+03;3.900000000000e+03;1.013250000000e-02;1.144570112016e+02;8.736904707732e-03;2.795978189049e+01;1.057356215034e+01;4.573850754329e+03;3.414105127967e+03;1.339579853056e+00;1.042209507587e+00;1.285326840049e+00;1.220922002920e+03;1.593952292138e+00;1.279627253705e+00;1.244447777842e+00;1.201345276113e+03;1.280752361463e+05;1.327396103731e+00;4.571927547188e+03;1.007852674681e+02
3.920000000000e+03;3.920000000000e+03;1.013250000000e-02;1.150616391166e+02;8.690993867964e-03;2.795554224001e+01;1.058176092896e+01;4.605905816936e+03;3.440035993995e+03;1.339902257788e+00;1.042486814059e+00;1.285294202016e+00;1.224125840764e+03;1.611714121420e+00;1.296074635987e+00;1.242252869904e+00;1.203451489631e+03;1.289732074441e+05;1.336702849031e+00;4.603982609795e+03;1.007852674681e+02
3.940000000000e+03;3.940000000000e+03;1.013250000000e-02;1.156674170978e+02;8.645477050414e-03;2.795101559571e+01;1.059001028252e+01;4.638325866407e+03;3.466317955388e+03;1.340224922733e+00;1.042761312815e+00;1.285265291552e+00;1.227330205818e+03;1.630464943605e+00;1.313426204733e+00;1.240003033646e+00;1.205522162416e+03;1.298814032650e+05;1.346115563232e+00;4.636402659266e+03;1.007852674681e+02
3.960000000000e+03;3.960000000000e+03;1.013250000000e-02;1.162746518088e+02;8.600326764636e-03;2.794618598850e+01;1.059831540182e+01;4.671131185485e+03;3.492970425810e+03;1.340548119967e+00;1.043033102947e+00;1.285240244225e+00;1.230535640123e+03;1.650248635254e+00;1.331721210308e+00;1.237700685352e+00;1.207559797062e+03;1.308003917976e+05;1.355640135150e+00;4.669207978343e+03;1.007852674681e+02
3.980000000000e+03;3.980000000000e+03;1.013250000000e-02;1.168834331032e+02;8.555532409085e-03;2.794103684091e+01;1.060668104087e+01;4.704342878511e+03;3.520013599147e+03;1.340872131059e+00;1.043302286126e+00;1.285219201462e+00;1.233742705901e+03;1.671110113072e+00;1.350999728168e+00;1.235348545927e+00;1.209565914701e+03;1.317307642463e+05;1.365282692138e+00;4.702419671370e+03;1.007852674681e+02
4.000000000000e+03;4.000000000000e+03;1.013250000000e-02;1.174938552874e+02;8.511083388606e-03;2.793555090044e+01;1.061511211055e+01;4.737982960947e+03;3.547468535281e+03;1.341197247946e+00;1.043568966706e+00;1.285202311238e+00;1.236951987653e+03;1.693095574197e+00;1.371302889352e+00;1.232949586623e+00;1.211542192049e+03;1.326731373389e+05;1.375049626083e+00;4.736059753806e+03;1.007852674681e+02
4.020000000000e+03;4.020000000000e+03;1.013250000000e-02;1.181060172808e+02;8.466969109820e-03;2.792971022496e+01;1.062361368188e+01;4.772074385085e+03;3.575357184188e+03;1.341523773424e+00;1.043833252004e+00;1.285189728196e+00;1.240164092873e+03;1.716252506777e+00;1.392672880991e+00;1.230507014662e+00;1.213490457252e+03;1.336281540472e+05;1.384947600866e+00;4.770151177943e+03;1.007852674681e+02
4.040000000000e+03;4.040000000000e+03;1.013250000000e-02;1.187200227793e+02;8.423178976805e-03;2.792349616847e+01;1.063219098927e+01;4.806641065967e+03;3.603702410190e+03;1.341852021653e+00;1.044095252592e+00;1.285181613767e+00;1.243379652755e+03;1.740629699766e+00;1.415152945515e+00;1.228024256369e+00;1.215412684385e+03;1.345964843130e+05;1.394983559890e+00;4.804717858825e+03;1.007852674681e+02
4.060000000000e+03;4.060000000000e+03;1.013250000000e-02;1.193359804223e+02;8.379702387002e-03;2.791688936729e+01;1.064084943376e+01;4.841707907496e+03;3.632528016383e+03;1.342182318674e+00;1.044355082601e+00;1.285178136282e+00;1.246599322914e+03;1.766277251926e+00;1.438787378489e+00;1.225504937983e+00;1.217310986674e+03;1.355788257791e+05;1.405164733658e+00;4.839784700354e+03;1.007852674681e+02
4.080000000000e+03;4.080000000000e+03;1.013250000000e-02;1.199540039622e+02;8.336528727417e-03;2.790986972678e+01;1.064959458618e+01;4.877300828713e+03;3.661858769190e+03;1.342515002943e+00;1.044612860031e+00;1.285179471085e+00;1.249823784110e+03;1.793246579984e+00;1.463621525028e+00;1.222952864381e+00;1.219187608485e+03;1.365759045261e+05;1.415498647408e+00;4.875377621571e+03;1.007852674681e+02
4.100000000000e+03;4.100000000000e+03;1.013250000000e-02;1.205742124371e+02;8.293647371088e-03;2.790241640860e+01;1.065843219028e+01;4.913446790230e+03;3.691720423049e+03;1.342850425876e+00;1.044868707080e+00;1.285185800644e+00;1.253053742973e+03;1.821590425932e+00;1.489701774721e+00;1.220371995966e+00;1.221044916216e+03;1.375884758123e+05;1.425993128781e+00;4.911523583088e+03;1.007852674681e+02
4.120000000000e+03;4.120000000000e+03;1.013250000000e-02;1.211967303462e+02;8.251047673842e-03;2.789450781863e+01;1.066736816586e+01;4.950173820801e+03;3.722139745204e+03;1.343188952408e+00;1.045122750486e+00;1.285197314654e+00;1.256289932729e+03;1.851362863421e+00;1.517075555001e+00;1.217766424020e+00;1.222885388169e+03;1.386173248185e+05;1.436656315540e+00;4.948250613660e+03;1.007852674681e+02
