 'T[K]'  'P[atm]'  'H[MJ/kg]'   'Cpef[kJ/kg/K]'  'Visc[Pa*s]'  'Leff[W/m/K]'  'Sigma[1/Ohm/m]'  'Mass[g/mol]' 
    3.000000e+02    1.000000e+00
    3.230000e+04    1.000000e+00
    2.000000e+01    0.000000e+00
   8280         1       42.8623          8.41505   0.000155717        1.85135                 0        14.8766 
   8300         1       43.0289          8.24026   0.000155709        1.80944                 0        14.8494 
   8320         1       43.1919          8.06915   0.000155708        1.76849                 0        14.8231 
   8340         1       43.3516          7.90174   0.000155711        1.72851                 0        14.7976 
   8360         1        43.508          7.73806    0.00015572        1.68947                 0         14.773 
   8380         1       43.6612           7.5781   0.000155734        1.65139                 0        14.7491 
   8400         1       43.8112          7.42186   0.000155754        1.61425                 0         14.726 
   8420         1       43.9581          7.26933   0.000155779        1.57805                 0        14.7037 
   8440         1        44.102          7.12051   0.000155808        1.54277                 0        14.6821 
   8460         1       44.2429          6.97535   0.000155843        1.50841                 0        14.6612 
   8480         1        44.381          6.83385   0.000155882        1.47494                 0        14.6409 
   8500         1       44.5163          6.69596   0.000155927        1.44237                 0        14.6213 
   8520         1       44.6489          6.56165   0.000155976        1.41068                 0        14.6024 
   8540         1       44.7788          6.43087   0.000156029        1.37985                 0         14.584 
   8560         1       44.9062          6.30358   0.000156087        1.34986                 0        14.5663 
   8580         1        45.031          6.17972   0.000156149        1.32071                 0        14.5491 
   8600         1       45.1534          6.05925   0.000156216        1.29238                 0        14.5325 
   8620         1       45.2734          5.94212   0.000156287        1.26485                 0        14.5164 
   8640         1       45.3911          5.82825   0.000156362         1.2381                 0        14.5009 
   8660         1       45.5065          5.71759    0.00015644        1.21213                 0        14.4858 
   8680         1       45.6198          5.61009   0.000156523        1.18691                 0        14.4713 
   8700         1        45.731          5.50567   0.000156609        1.16242                 0        14.4572 
   8720         1         45.84          5.40428     0.0001567        1.13865                 0        14.4436 
   8740         1       45.9471          5.30584   0.000156793        1.11559                 0        14.4304 
   8760         1       46.0523           5.2103   0.000156891        1.09322                 0        14.4176 
   8780         1       46.1556          5.11759   0.000156991        1.07151                 0        14.4053 
   8800         1        46.257          5.02764   0.000157095        1.05045                 0        14.3934 
   8820         1       46.3567          4.94038   0.000157202        1.03004                 0        14.3818 
   8840         1       46.4547          4.85575   0.000157313        1.01024                 0        14.3706 
   8860         1       46.5509          4.77369   0.000157426       0.991048                 0        14.3598 
   8880         1       46.6456          4.69412   0.000157542       0.972443                 0        14.3493 
   8900         1       46.7387          4.61699   0.000157661       0.954411                 0        14.3392 
   8920         1       46.8303          4.54223   0.000157783       0.936937                 0        14.3294 
   8940         1       46.9204          4.46977   0.000157908       0.920003                 0        14.3199 
   8960         1       47.0091          4.39955   0.000158035       0.903596                 0        14.3107 
   8980         1       47.0964          4.33151   0.000158165         0.8877                 0        14.3018 
   9000         1       47.1824          4.26559   0.000158297       0.872301                 0        14.2932 
   9020         1       47.2671          4.20172   0.000158432       0.857385                 0        14.2849 
   9040         1       47.3505          4.13986   0.000158569       0.842938                 0        14.2768 
   9060         1       47.4327          4.07993   0.000158708       0.828947                 0         14.269 
   9080         1       47.5137           4.0219    0.00015885       0.815397                 0        14.2615 
   9100         1       47.5936          3.96569   0.000158994       0.802277                 0        14.2541 
   9120         1       47.6723          3.91125   0.000159139       0.789572                 0         14.247 
   9140         1         47.75          3.85854   0.000159287       0.777272                 0        14.2402 
   9160         1       47.8267          3.80749   0.000159437       0.765363                 0        14.2335 
   9180         1       47.9023          3.75806   0.000159588       0.753834                 0        14.2271 
   9200         1        47.977           3.7102   0.000159741       0.742674                 0        14.2209 
   9220         1       48.0508          3.66387   0.000159896        0.73187                 0        14.2148 
   9240         1       48.1236            3.619   0.000160053       0.721413                 0         14.209 
   9260         1       48.1955          3.57556   0.000160212       0.711291                 0        14.2033 
   9280         1       48.2666           3.5335   0.000160372       0.701495                 0        14.1978 
   9300         1       48.3369          3.49279   0.000160533       0.692013                 0        14.1925 
   9320         1       48.4063          3.45336   0.000160696       0.682837                 0        14.1873 
   9340         1        48.475           3.4152   0.000160861       0.673957                 0        14.1823 
   9360         1       48.5429          3.37824   0.000161027       0.665363                 0        14.1775 
   9380         1       48.6102          3.34247   0.000161194       0.657047                 0        14.1728 
   9400         1       48.6767          3.30783   0.000161362       0.648999                 0        14.1682 
   9420         1       48.7425          3.27429   0.000161532       0.641213                 0        14.1638 
   9440         1       48.8076          3.24182   0.000161703       0.633678                 0        14.1595 
   9460         1       48.8722          3.21038   0.000161875       0.626388                 0        14.1554 
   9480         1       48.9361          3.17994   0.000162049       0.619334                 0        14.1513 
   9500         1       48.9994          3.15047   0.000162223       0.612509                 0        14.1474 
   9520         1       49.0621          3.12193   0.000162399       0.605907                 0        14.1437 
   9540         1       49.1242          3.09429   0.000162575       0.599519                 0          14.14 
   9560         1       49.1859          3.06752   0.000162753       0.593339                 0        14.1364 
   9580         1       49.2469           3.0416   0.000162931       0.587361                 0         14.133 
   9600         1       49.3075           3.0165   0.000163111       0.581577                 0        14.1296 
   9620         1       49.3676          2.99219   0.000163291       0.575982                 0        14.1264 
   9640         1       49.4272          2.96864   0.000163472        0.57057                 0        14.1232 
   9660         1       49.4864          2.94583   0.000163654       0.565336                 0        14.1202 
   9680         1       49.5451          2.92374   0.000163837       0.560273                 0        14.1172 
   9700         1       49.6033          2.90234   0.000164021       0.555375                 0        14.1143 
   9720         1       49.6612          2.88161   0.000164205       0.550639                 0        14.1115 
   9740         1       49.7186          2.86152    0.00016439       0.546058                 0        14.1088 
   9760         1       49.7756          2.84206   0.000164576       0.541628                 0        14.1062 
   9780         1       49.8323           2.8232   0.000164763       0.537343                 0        14.1036 
   9800         1       49.8886          2.80493    0.00016495         0.5332                 0        14.1011 
   9820         1       49.9445          2.78722   0.000165137       0.529194                 0        14.0987 
   9840         1       50.0001          2.77006   0.000165326        0.52532                 0        14.0964 
   9860         1       50.0553          2.75343   0.000165515       0.521574                 0        14.0941 
   9880         1       50.1102          2.73731   0.000165704       0.517952                 0        14.0919 
   9900         1       50.1648          2.72168   0.000165894       0.514451                 0        14.0897 
   9920         1       50.2191          2.70653   0.000166085       0.511066                 0        14.0876 
   9940         1        50.273          2.69185   0.000166276       0.507794                 0        14.0856 
   9960         1       50.3267           2.6776   0.000166468       0.504632                 0        14.0837 
   9980         1       50.3802           2.6638    0.00016666       0.501575                 0        14.0817 
  10000         1       50.4333           2.6504   0.000166852        0.49862                 0        14.0799 
  10020         1       50.4862          2.63742   0.000167045       0.495765                 0        14.0781 
  10040         1       50.5388          2.62482   0.000167238       0.493006                 0        14.0763 
  10060         1       50.5912           2.6126   0.000167432        0.49034                 0        14.0746 
  10080         1       50.6433          2.60075   0.000167626       0.487765                 0        14.0729 
  10100         1       50.6952          2.58925   0.000167821       0.485277                 0        14.0713 
  10120         1       50.7469          2.57809   0.000168016       0.482873                 0        14.0698 
  10140         1       50.7983          2.56726   0.000168211       0.480552                 0        14.0682 
  10160         1       50.8496          2.55675   0.000168407        0.47831                 0        14.0668 
  10180         1       50.9006          2.54655   0.000168602       0.476145                 0        14.0653 
  10200         1       50.9514          2.53665   0.000168799       0.474055                 0        14.0639 
  10220         1       51.0021          2.52704   0.000168995       0.472037                 0        14.0625 
  10240         1       51.0525          2.51771   0.000169192       0.470089                 0        14.0612 
  10260         1       51.1028          2.50865   0.000169389       0.468209                 0        14.0599 
  10280         1       51.1529          2.49985   0.000169586       0.466395                 0        14.0587 
  10300         1       51.2028           2.4913   0.000169783       0.464645                 0        14.0574 
  10320         1       51.2525            2.483   0.000169981       0.462957                 0        14.0563 
  10340         1       51.3021          2.47493   0.000170179       0.461329                 0        14.0551 
  10360         1       51.3515           2.4671   0.000170377       0.459759                 0         14.054 
  10380         1       51.4008          2.45949   0.000170576       0.458245                 0        14.0529 
  10400         1       51.4499          2.45209   0.000170774       0.456786                 0        14.0518 
  10420         1       51.4989           2.4449   0.000170973        0.45538                 0        14.0508 
  10440         1       51.5477          2.43791   0.000171172       0.454025                 0        14.0498 
  10460         1       51.5964          2.43111   0.000171371        0.45272                 0        14.0488 
  10480         1       51.6449           2.4245    0.00017157       0.451464                 0        14.0478 
  10500         1       51.6934          2.41808    0.00017177       0.450254                 0        14.0469 
  10520         1       51.7417          2.41183   0.000171969        0.44909                 0         14.046 
  10540         1       51.7898          2.40575   0.000172169        0.44797                 0        14.0451 
  10560         1       51.8379          2.39984   0.000172369       0.446893                 0        14.0442 
  10580         1       51.8858          2.39408   0.000172569       0.445857                 0        14.0434 
  10600         1       51.9337          2.38849   0.000172769       0.444862                 0        14.0425 
  10620         1       51.9814          2.38304   0.000172969       0.443906                 0        14.0417 
  10640         1        52.029          2.37773   0.000173169       0.442987                 0         14.041 
  10660         1       52.0765          2.37257    0.00017337       0.442105                 0        14.0402 
  10680         1       52.1239          2.36754    0.00017357       0.441259                 0        14.0395 
  10700         1       52.1712          2.36264   0.000173771       0.440448                 0        14.0388 
  10720         1       52.2184          2.35787   0.000173972        0.43967                 0         14.038 
  10740         1       52.2655          2.35323   0.000174172       0.438925                 0        14.0374 
  10760         1       52.3125           2.3487   0.000174373       0.438212                 0        14.0367 
  10780         1       52.3594          2.34429   0.000174574       0.437529                 0         14.036 
  10800         1       52.4063          2.33999   0.000174775       0.436876                 0        14.0354 
  10820         1       52.4531           2.3358   0.000174976       0.436253                 0        14.0348 
  10840         1       52.4997          2.33171   0.000175177       0.435657                 0        14.0342 
  10860         1       52.5463          2.32773   0.000175378       0.435089                 0        14.0336 
  10880         1       52.5928          2.32384   0.000175579       0.434547                 0         14.033 
  10900         1       52.6393          2.32005    0.00017578       0.434031                 0        14.0325 
  10920         1       52.6856          2.31635   0.000175981       0.433539                 0        14.0319 
  10940         1       52.7319          2.31274   0.000176183       0.433073                 0        14.0314 
  10960         1       52.7781          2.30922   0.000176384        0.43263                 0        14.0309 
  10980         1       52.8243          2.30578   0.000176585       0.432209                 0        14.0304 
  11000         1       52.8704          2.30242   0.000176786       0.431811                 0        14.0299 
  11020         1       52.9164          2.29914   0.000176988       0.431435                 0        14.0294 
  11040         1       52.9623          2.29594   0.000177189        0.43108                 0        14.0289 
  11060         1       53.0082          2.29281    0.00017739       0.430745                 0        14.0285 
  11080         1       53.0541          2.28975   0.000177592        0.43043                 0         14.028 
  11100         1       53.0998          2.28676   0.000177793       0.430134                 0        14.0276 
  11120         1       53.1455          2.28384   0.000177994       0.429857                 0        14.0271 
  11140         1       53.1912          2.28098   0.000178196       0.429598                 0        14.0267 
  11160         1       53.2368          2.27818   0.000178397       0.429357                 0        14.0263 
  11180         1       53.2823          2.27545   0.000178598       0.429133                 0        14.0259 
  11200         1       53.3278          2.27278   0.000178799       0.428926                 0        14.0255 
  11220         1       53.3732          2.27016   0.000179001       0.428735                 0        14.0252 
  11240         1       53.4186           2.2676   0.000179202        0.42856                 0        14.0248 
  11260         1       53.4639          2.26509   0.000179403         0.4284                 0        14.0244 
  11280         1       53.5092          2.26263   0.000179604       0.428255                 0        14.0241 
  11300         1       53.5544          2.26023   0.000179806       0.428124                 0        14.0237 
  11320         1       53.5996          2.25787   0.000180007       0.428008                 0        14.0234 
  11340         1       53.6447          2.25556   0.000180208       0.427906                 0        14.0231 
  11360         1       53.6898           2.2533   0.000180409       0.427817                 0        14.0227 
  11380         1       53.7349          2.25108    0.00018061        0.42774                 0        14.0224 
  11400         1       53.7799           2.2489   0.000180811       0.427677                 0        14.0221 
  11420         1       53.8248          2.24676   0.000181012       0.427625                 0        14.0218 
  11440         1       53.8697          2.24467   0.000181213       0.427586                 0        14.0215 
  11460         1       53.9146          2.24261   0.000181414       0.427558                 0        14.0212 
  11480         1       53.9594           2.2406   0.000181615       0.427542                 0        14.0209 
  11500         1       54.0042          2.23862   0.000181816       0.427537                 0        14.0207 
  11520         1        54.049          2.23667   0.000182016       0.427542                 0        14.0204 
  11540         1       54.0937          2.23476   0.000182217       0.427557                 0        14.0201 
  11560         1       54.1384          2.23288   0.000182418       0.427583                 0        14.0199 
  11580         1        54.183          2.23104   0.000182618       0.427619                 0        14.0196 
  11600         1       54.2276          2.22922   0.000182819       0.427664                 0        14.0194 
  11620         1       54.2722          2.22744   0.000183019       0.427719                 0        14.0192 
  11640         1       54.3167          2.22569    0.00018322       0.427782                 0        14.0189 
  11660         1       54.3612          2.22396    0.00018342       0.427855                 0        14.0187 
  11680         1       54.4057          2.22226   0.000183621       0.427936                 0        14.0185 
  11700         1       54.4501          2.22059   0.000183821       0.428025                 0        14.0182 
  11720         1       54.4945          2.21895   0.000184021       0.428123                 0         14.018 
  11740         1       54.5389          2.21733   0.000184221       0.428228                 0        14.0178 
  11760         1       54.5832          2.21573   0.000184421       0.428341                 0        14.0176 
  11780         1       54.6275          2.21416   0.000184621       0.428462                 0        14.0174 
  11800         1       54.6718          2.21261   0.000184821        0.42859                 0        14.0172 
  11820         1        54.716          2.21108   0.000185021       0.428726                 0         14.017 
  11840         1       54.7602          2.20957   0.000185221       0.428868                 0        14.0168 
  11860         1       54.8044          2.20809   0.000185421       0.429017                 0        14.0167 
  11880         1       54.8485          2.20662   0.000185621       0.429172                 0        14.0165 
  11900         1       54.8927          2.20518    0.00018582       0.429334                 0        14.0163 
  11920         1       54.9367          2.20375    0.00018602       0.429502                 0        14.0161 
  11940         1       54.9808          2.20234   0.000186219       0.429676                 0         14.016 
  11960         1       55.0248          2.20095   0.000186419       0.429856                 0        14.0158 
  11980         1       55.0688          2.19958   0.000186618       0.430042                 0        14.0156 
  12000         1       55.1128          2.19822   0.000186817       0.430234                 0        14.0155 
  12020         1       55.1568          2.19688   0.000187017       0.430431                 0        14.0153 
  12040         1       55.2007          2.19555   0.000187216       0.430633                 0        14.0152 
  12060         1       55.2446          2.19424   0.000187415       0.430841                 0         14.015 
  12080         1       55.2885          2.19295   0.000187614       0.431053                 0        14.0149 
  12100         1       55.3323          2.19167   0.000187813       0.431271                 0        14.0147 
  12120         1       55.3761           2.1904   0.000188011       0.431493                 0        14.0146 
  12140         1       55.4199          2.18914    0.00018821        0.43172                 0        14.0145 
  12160         1       55.4637           2.1879   0.000188409       0.431951                 0        14.0143 
  12180         1       55.5074          2.18667   0.000188607       0.432187                 0        14.0142 
  12200         1       55.5512          2.18545   0.000188806       0.432427                 0        14.0141 
  12220         1       55.5949          2.18424   0.000189004       0.432672                 0        14.0139 
  12240         1       55.6385          2.18305   0.000189203       0.432921                 0        14.0138 
  12260         1       55.6822          2.18186   0.000189401       0.433173                 0        14.0137 
  12280         1       55.7258          2.18069   0.000189599        0.43343                 0        14.0136 
  12300         1       55.7694          2.17953   0.000189797        0.43369                 0        14.0135 
  12320         1        55.813          2.17837   0.000189995       0.433954                 0        14.0133 
  12340         1       55.8565          2.17723   0.000190193       0.434222                 0        14.0132 
  12360         1       55.9001          2.17609   0.000190391       0.434493                 0        14.0131 
  12380         1       55.9436          2.17497   0.000190589       0.434767                 0         14.013 
  12400         1       55.9871          2.17385   0.000190786       0.435045                 0        14.0129 
  12420         1       56.0305          2.17274   0.000190984       0.435326                 0        14.0128 
  12440         1        56.074          2.17164   0.000191181       0.435611                 0        14.0127 
  12460         1       56.1174          2.17054   0.000191379       0.435898                 0        14.0126 
  12480         1       56.1608          2.16946   0.000191576       0.436189                 0        14.0125 
  12500         1       56.2042          2.16838   0.000191773       0.436482                 0        14.0124 
  12520         1       56.2475          2.16731   0.000191971       0.436778                 0        14.0123 
  12540         1       56.2909          2.16624   0.000192168       0.437077                 0        14.0122 
  12560         1       56.3342          2.16518   0.000192365       0.437379                 0        14.0121 
  12580         1       56.3775          2.16413   0.000192562       0.437684                 0         14.012 
  12600         1       56.4208          2.16308   0.000192758       0.437991                 0         14.012 
  12620         1        56.464          2.16204   0.000192955         0.4383                 0        14.0119 
  12640         1       56.5072          2.16101   0.000193152       0.438612                 0        14.0118 
  12660         1       56.5504          2.15998   0.000193348       0.438927                 0        14.0117 
  12680         1       56.5936          2.15895   0.000193545       0.439244                 0        14.0116 
  12700         1       56.6368          2.15793   0.000193741       0.439563                 0        14.0116 
  12720         1         56.68          2.15692   0.000193937       0.439884                 0        14.0115 
  12740         1       56.7231          2.15591   0.000194134       0.440207                 0        14.0114 
  12760         1       56.7662           2.1549    0.00019433       0.440533                 0        14.0113 
  12780         1       56.8093           2.1539   0.000194526       0.440861                 0        14.0113 
  12800         1       56.8523          2.15291   0.000194722        0.44119                 0        14.0112 
  12820         1       56.8954          2.15191   0.000194918       0.441522                 0        14.0111 
  12840         1       56.9384          2.15092   0.000195113       0.441855                 0         14.011 
  12860         1       56.9814          2.14994   0.000195309       0.442191                 0         14.011 
  12880         1       57.0244          2.14896   0.000195504       0.442528                 0        14.0109 
  12900         1       57.0674          2.14798     0.0001957       0.442867                 0        14.0108 
  12920         1       57.1103          2.14701   0.000195895       0.443208                 0        14.0108 
  12940         1       57.1533          2.14603   0.000196091        0.44355                 0        14.0107 
  12960         1       57.1962          2.14507   0.000196286       0.443894                 0        14.0107 
  12980         1       57.2391           2.1441   0.000196481        0.44424                 0        14.0106 
  13000         1       57.2819          2.14314   0.000196676       0.444587                 0        14.0105 
  13020         1       57.3248          2.14218   0.000196871       0.444936                 0        14.0105 
  13040         1       57.3676          2.14122   0.000197066       0.445286                 0        14.0104 
  13060         1       57.4104          2.14027   0.000197261       0.445638                 0        14.0104 
  13080         1       57.4532          2.13932   0.000197455       0.445991                 0        14.0103 
  13100         1        57.496          2.13837    0.00019765       0.446345                 0        14.0103 
  13120         1       57.5388          2.13742   0.000197844       0.446701                 0        14.0102 
  13140         1       57.5815          2.13647   0.000198039       0.447058                 0        14.0102 
  13160         1       57.6242          2.13553   0.000198233       0.447417                 0        14.0101 
  13180         1       57.6669          2.13459   0.000198427       0.447776                 0        14.0101 
  13200         1       57.7096          2.13365   0.000198621       0.448137                 0          14.01 
  13220         1       57.7523          2.13271   0.000198815       0.448499                 0          14.01 
  13240         1       57.7949          2.13178   0.000199009       0.448862                 0        14.0099 
  13260         1       57.8376          2.13084   0.000199203       0.449226                 0        14.0099 
  13280         1       57.8802          2.12991   0.000199397       0.449592                 0        14.0098 
  13300         1       57.9228          2.12898    0.00019959       0.449958                 0        14.0098 
  13320         1       57.9653          2.12805   0.000199784       0.450326                 0        14.0097 
  13340         1       58.0079          2.12712   0.000199977       0.450694                 0        14.0097 
  13360         1       58.0504          2.12619   0.000200171       0.451064                 0        14.0096 
  13380         1       58.0929          2.12527   0.000200364       0.451434                 0        14.0096 
  13400         1       58.1354          2.12434   0.000200557       0.451806                 0        14.0096 
  13420         1       58.1779          2.12342    0.00020075       0.452178                 0        14.0095 
  13440         1       58.2204           2.1225   0.000200943       0.452551                 0        14.0095 
  13460         1       58.2628          2.12157   0.000201136       0.452925                 0        14.0094 
  13480         1       58.3052          2.12065   0.000201329         0.4533                 0        14.0094 
  13500         1       58.3476          2.11973   0.000201522       0.453676                 0        14.0094 
  13520         1         58.39          2.11881   0.000201715       0.454052                 0        14.0093 
  13540         1       58.4324           2.1179   0.000201907        0.45443                 0        14.0093 
  13560         1       58.4747          2.11698     0.0002021       0.454808                 0        14.0092 
  13580         1       58.5171          2.11606   0.000202292       0.455187                 0        14.0092 
  13600         1       58.5594          2.11515   0.000202484       0.455566                 0        14.0092 
  13620         1       58.6017          2.11423   0.000202676       0.455946                 0        14.0091 
  13640         1       58.6439          2.11332   0.000202869       0.456327                 0        14.0091 
  13660         1       58.6862           2.1124   0.000203061       0.456709                 0        14.0091 
  13680         1       58.7284          2.11149   0.000203253       0.457091                 0         14.009 
  13700         1       58.7707          2.11057   0.000203444       0.457474                 0         14.009 
  13720         1       58.8129          2.10966   0.000203636       0.457858                 0         14.009 
  13740         1        58.855          2.10875   0.000203828       0.458242                 0        14.0089 
  13760         1       58.8972          2.10784   0.000204019       0.458626                 0        14.0089 
  13780         1       58.9394          2.10692   0.000204211       0.459012                 0        14.0089 
  13800         1       58.9815          2.10601   0.000204402       0.459397                 0        14.0089 
  13820         1       59.0236           2.1051   0.000204593       0.459784                 0        14.0088 
  13840         1       59.0657          2.10419   0.000204785       0.460171                 0        14.0088 
  13860         1       59.1078          2.10328   0.000204976       0.460558                 0        14.0088 
  13880         1       59.1498          2.10237   0.000205167       0.460946                 0        14.0087 
  13900         1       59.1919          2.10146   0.000205358       0.461334                 0        14.0087 
  13920         1       59.2339          2.10055   0.000205549       0.461723                 0        14.0087 
  13940         1       59.2759          2.09964   0.000205739       0.462112                 0        14.0087 
  13960         1       59.3179          2.09873    0.00020593       0.462502                 0        14.0086 
  13980         1       59.3598          2.09782    0.00020612       0.462892                 0        14.0086 
  14000         1       59.4018          2.09691   0.000206311       0.463282                 0        14.0086 
  14020         1       59.4437            2.096   0.000206501       0.463673                 0        14.0086 
  14040         1       59.4856          2.09509   0.000206692       0.464065                 0        14.0085 
  14060         1       59.5275          2.09418   0.000206882       0.464456                 0        14.0085 
  14080         1       59.5694          2.09327   0.000207072       0.464849                 0        14.0085 
  14100         1       59.6112          2.09236   0.000207262       0.465241                 0        14.0085 
  14120         1       59.6531          2.09145   0.000207452       0.465634                 0        14.0084 
  14140         1       59.6949          2.09054   0.000207642       0.466027                 0        14.0084 
  14160         1       59.7367          2.08963   0.000207831        0.46642                 0        14.0084 
  14180         1       59.7785          2.08872   0.000208021       0.466814                 0        14.0084 
  14200         1       59.8202          2.08781   0.000208211       0.467208                 0        14.0084 
  14220         1        59.862           2.0869     0.0002084       0.467603                 0        14.0083 
  14240         1       59.9037          2.08599    0.00020859       0.467997                 0        14.0083 
  14260         1       59.9454          2.08508   0.000208779       0.468392                 0        14.0083 
  14280         1       59.9871          2.08417   0.000208968       0.468787                 0        14.0083 
  14300         1       60.0288          2.08326   0.000209157       0.469183                 0        14.0083 
  14320         1       60.0705          2.08235   0.000209346       0.469579                 0        14.0082 
  14340         1       60.1121          2.08144   0.000209535       0.469975                 0        14.0082 
  14360         1       60.1537          2.08053   0.000209724       0.470371                 0        14.0082 
  14380         1       60.1953          2.07961   0.000209913       0.470767                 0        14.0082 
  14400         1       60.2369           2.0787   0.000210102       0.471164                 0        14.0082 
  14420         1       60.2785          2.07779    0.00021029       0.471561                 0        14.0081 
  14440         1         60.32          2.07688   0.000210479       0.471958                 0        14.0081 
  14460         1       60.3615          2.07597   0.000210667       0.472355                 0        14.0081 
  14480         1        60.403          2.07506   0.000210855       0.472753                 0        14.0081 
  14500         1       60.4445          2.07415   0.000211044        0.47315                 0        14.0081 
  14520         1        60.486          2.07324   0.000211232       0.473548                 0        14.0081 
  14540         1       60.5275          2.07232    0.00021142       0.473946                 0         14.008 
  14560         1       60.5689          2.07141   0.000211608       0.474344                 0         14.008 
  14580         1       60.6103           2.0705   0.000211796       0.474743                 0         14.008 
  14600         1       60.6517          2.06959   0.000211984       0.475141                 0         14.008 
  14620         1       60.6931          2.06868   0.000212171        0.47554                 0         14.008 
  14640         1       60.7345          2.06776   0.000212359       0.475938                 0         14.008 
  14660         1       60.7758          2.06685   0.000212547       0.476337                 0        14.0079 
  14680         1       60.8171          2.06594   0.000212734       0.476736                 0        14.0079 
  14700         1       60.8585          2.06503   0.000212921       0.477136                 0        14.0079 
  14720         1       60.8997          2.06411   0.000213109       0.477535                 0        14.0079 
  14740         1        60.941           2.0632   0.000213296       0.477934                 0        14.0079 
  14760         1       60.9823          2.06229   0.000213483       0.478334                 0        14.0079 
  14780         1       61.0235          2.06138    0.00021367       0.478733                 0        14.0079 
  14800         1       61.0647          2.06046   0.000213857       0.479133                 0        14.0078 
  14820         1       61.1059          2.05955   0.000214044       0.479533                 0        14.0078 
  14840         1       61.1471          2.05864   0.000214231       0.479933                 0        14.0078 
  14860         1       61.1883          2.05772   0.000214417       0.480333                 0        14.0078 
  14880         1       61.2294          2.05681   0.000214604       0.480733                 0        14.0078 
  14900         1       61.2705           2.0559   0.000214791       0.481133                 0        14.0078 
  14920         1       61.3117          2.05498   0.000214977       0.481533                 0        14.0078 
  14940         1       61.3527          2.05407   0.000215163       0.481933                 0        14.0078 
  14960         1       61.3938          2.05316    0.00021535       0.482333                 0        14.0077 
  14980         1       61.4349          2.05224   0.000215536       0.482734                 0        14.0077 
  15000         1       61.4759          2.05133   0.000215722       0.483134                 0        14.0077 
  15020         1       61.5169          2.05042   0.000215908       0.483535                 0        14.0077 
  15040         1       61.5579           2.0495   0.000216094       0.483935                 0        14.0077 
  15060         1       61.5989          2.04859    0.00021628       0.484336                 0        14.0077 
  15080         1       61.6399          2.04768   0.000216465       0.484736                 0        14.0077 
  15100         1       61.6808          2.04676   0.000216651       0.485137                 0        14.0077 
  15120         1       61.7217          2.04585   0.000216837       0.485537                 0        14.0077 
  15140         1       61.7626          2.04494   0.000217022       0.485938                 0        14.0076 
  15160         1       61.8035          2.04402   0.000217208       0.486339                 0        14.0076 
  15180         1       61.8444          2.04311   0.000217393       0.486739                 0        14.0076 
  15200         1       61.8853           2.0422   0.000217578        0.48714                 0        14.0076 
  15220         1       61.9261          2.04128   0.000217763       0.487541                 0        14.0076 
  15240         1       61.9669          2.04037   0.000217948       0.487942                 0        14.0076 
  15260         1       62.0077          2.03946   0.000218133       0.488342                 0        14.0076 
  15280         1       62.0485          2.03855   0.000218318       0.488743                 0        14.0076 
  15300         1       62.0893          2.03763   0.000218503       0.489144                 0        14.0076 
  15320         1         62.13          2.03672   0.000218688       0.489545                 0        14.0076 
  15340         1       62.1707          2.03581   0.000218873       0.489945                 0        14.0075 
  15360         1       62.2114           2.0349   0.000219057       0.490346                 0        14.0075 
  15380         1       62.2521          2.03398   0.000219242       0.490747                 0        14.0075 
  15400         1       62.2928          2.03307   0.000219426       0.491147                 0        14.0075 
  15420         1       62.3334          2.03216    0.00021961       0.491548                 0        14.0075 
  15440         1       62.3741          2.03125   0.000219795       0.491949                 0        14.0075 
  15460         1       62.4147          2.03034   0.000219979       0.492349                 0        14.0075 
  15480         1       62.4553          2.02943   0.000220163        0.49275                 0        14.0075 
  15500         1       62.4959          2.02852   0.000220347       0.493151                 0        14.0075 
  15520         1       62.5364          2.02761   0.000220531       0.493551                 0        14.0075 
  15540         1        62.577           2.0267   0.000220715       0.493952                 0        14.0075 
  15560         1       62.6175          2.02579   0.000220899       0.494352                 0        14.0075 
  15580         1        62.658          2.02488   0.000221082       0.494753                 0        14.0074 
  15600         1       62.6985          2.02397   0.000221266       0.495153                 0        14.0074 
  15620         1        62.739          2.02306   0.000221449       0.495553                 0        14.0074 
  15640         1       62.7794          2.02215   0.000221633       0.495954                 0        14.0074 
  15660         1       62.8198          2.02124   0.000221816       0.496354                 0        14.0074 
  15680         1       62.8603          2.02034   0.000221999       0.496754                 0        14.0074 
  15700         1       62.9007          2.01943   0.000222183       0.497154                 0        14.0074 
  15720         1        62.941          2.01852   0.000222366       0.497555                 0        14.0074 
  15740         1       62.9814          2.01762   0.000222549       0.497955                 0        14.0074 
  15760         1       63.0217          2.01671   0.000222732       0.498355                 0        14.0074 
  15780         1       63.0621          2.01581   0.000222915       0.498755                 0        14.0074 
  15800         1       63.1024           2.0149   0.000223097       0.499155                 0        14.0074 
  15820         1       63.1427            2.014    0.00022328       0.499555                 0        14.0074 
  15840         1       63.1829          2.01309   0.000223463       0.499954                 0        14.0074 
  15860         1       63.2232          2.01219   0.000223645       0.500354                 0        14.0073 
  15880         1       63.2634          2.01129   0.000223828       0.500754                 0        14.0073 
  15900         1       63.3036          2.01038    0.00022401       0.501153                 0        14.0073 
  15920         1       63.3438          2.00948   0.000224193       0.501553                 0        14.0073 
  15940         1        63.384          2.00858   0.000224375       0.501952                 0        14.0073 
  15960         1       63.4242          2.00768   0.000224557       0.502352                 0        14.0073 
  15980         1       63.4643          2.00678   0.000224739       0.502751                 0        14.0073 
